stage,candidate_id,config_key,cv_seed,fold,n_train,n_validation,best_n_estimators,mse,rmse,max_depth,learning_rate,min_child_weight,gamma,subsample,colsample_bytree,reg_lambda,reg_alpha,mdi_GrLivArea,mdi_LotArea,mdi_OverallQual,mdi_OverallCond,mdi_YearBuilt,mdi_YearRemodAdd,mdi_TotalBsmtSF,mdi_GarageArea,mdi_BedroomAbvGr,mdi_Fireplaces,mdi_WoodDeckSF,mdi_OpenPorchSF
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",0,2,240,60,249,1172.3793972667418,34.24002624512344,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.205751690936845,0.002565366253006395,0.3360630564029234,0.00033137582425652546,0.2494628322116445,0.0019432645740768105,0.1063347320231513,0.094741889651599,0.0,0.0,0.0,0.0028057921224970265
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",0,3,240,60,341,1632.2246838861022,40.400800535213435,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.17659965777240336,0.012400861825638708,0.384397897626599,0.0009666566170499058,0.15666513887014044,0.002488000495960965,0.11937006023279156,0.145013968942882,0.0013466054348618575,0.0,0.0005957330227447004,0.00015541915892753363
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",0,4,240,60,401,844.2904356466222,29.056676266335458,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.23320801750804665,0.004850644798743486,0.30396519470429356,0.0003991472305952841,0.21457644224773353,0.006055921107190858,0.09848988541017836,0.1344266014381354,0.00017803288218272342,0.0,0.0011236897660980895,0.002726422906802048
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",0,5,240,60,155,1530.4569467837275,39.121055031577654,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.2512620826445053,0.0005214210865971602,0.37493142685768666,0.0,0.16434862778098208,0.0,0.1014927243365336,0.10744371729369523,0.0,0.0,0.0,0.0
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",42,1,240,60,120,1161.0703203100759,34.07448195218932,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.1684307733470348,0.0,0.4740466778586989,0.0,0.12803769462072917,0.0035307588913091777,0.10536519694729334,0.11955625654658712,0.0,0.0,0.0,0.0010326417883474855
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",42,2,240,60,414,1306.9437449115565,36.15167693083623,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.23086577508115824,0.0044553981954162086,0.29224000715458365,6.890660495108455e-05,0.2368439889746766,0.009100296465970884,0.11842090585229707,0.10320068916669618,5.56814746458581e-05,0.0003281576508382145,0.0020870729811620446,0.002333120397603955
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",42,3,240,60,559,1416.7254366541904,37.63941334099391,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.21170039585972436,0.007201633576782637,0.36075760477627067,0.0007499277965892063,0.14700100723809248,0.002507729832999121,0.1084821100285209,0.1584033618068174,0.0008187697479734978,0.0,0.0014067513810698828,0.000970707955159822
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",42,4,240,60,411,1161.3999161310253,34.079318011530475,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.23414469016812986,0.0049395247150565,0.3471840170834246,0.0005698546180575246,0.1689092823083127,0.003689472684184625,0.11211009764213893,0.1248288450625841,0.0003113269878253117,0.00019020177226378212,0.0018685136948636987,0.0012541732631583858
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",42,5,240,60,489,1847.4305885373094,42.98174715547647,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.20380892020007246,0.011934799046603377,0.4036418470679506,0.0015188751548148086,0.15705311404575598,0.0014825280766126048,0.11999361529236714,0.09384549349882429,0.001532578822644139,0.0002190708243786281,0.0018793858765153342,0.0030897720934606287
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",2026,1,240,60,167,1485.3260270290787,38.539927698804505,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.2059846609347581,0.0028266790904470348,0.3714141206484112,0.0,0.17562350685129383,0.0024993578503750297,0.1321229975670384,0.10952867705767645,0.0,0.0,0.0,0.0
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",2026,2,240,60,178,1673.8702438314378,40.912959362913824,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.2457918331083809,0.004205835775451907,0.3833933915650863,0.0,0.15855475874964692,0.0,0.1169767877047926,0.08929690243905558,0.0,0.0,0.0,0.0017804906575858476
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",2026,3,240,60,371,1420.4647362868516,37.68905326864621,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.2198406459606027,0.005592303079775049,0.3622335462838158,0.0005991110043875767,0.16628632929775186,0.0070323542501631925,0.0923797112362067,0.14249327213904583,0.000325603343731685,0.0,0.002039721654712121,0.0011774017498074618
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",2026,4,240,60,500,988.0829455605848,31.43378668822108,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.20549471802119257,0.0059051598024584435,0.38155430715484173,0.002226079200840519,0.16961670708562,0.004754493901642072,0.09040958289278134,0.1355289232944096,0.0014946177109536047,8.686900303051688e-05,0.002712529557890625,0.00021601237433902892
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",2026,5,240,60,332,1448.9274382894255,38.064779498762704,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.21782683815849685,0.007783522809051755,0.3211392280899249,0.00010547845603799191,0.23647024253646293,0.002481640987532599,0.10455917850109649,0.10844875190837579,0.0,0.0,0.00046931558279759983,0.0007158029702230692
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",9618,1,240,60,332,804.7157172858487,28.36751165128603,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.2121458885786015,0.003052781233180008,0.3361400647614235,0.0004888643469436605,0.18396219462978122,0.0008979965684034961,0.13114590447532512,0.12861200991762384,0.00011603663279991656,0.0,0.00046621957663932015,0.002972039279278442
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",9618,2,240,60,431,1624.1601417274858,40.30087023536199,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.24407130424454446,0.004690988645913879,0.353009379664637,0.000505650641033185,0.21944829835561144,0.006243990972941714,0.08790577809211504,0.07912840631378643,0.0,0.00034860840138679157,0.0019472770135708574,0.002700317654459206
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",9618,3,240,60,447,1340.6242074462302,36.614535466754596,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.17425179004222624,0.016174073310991306,0.4223659220526839,0.0,0.15078318513402333,0.004189264963970895,0.07154310532492211,0.1566886807811622,0.0001047812775605272,0.0005092554041696995,0.0014796520017179436,0.0019102897065718292
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",9618,4,240,60,260,2021.4997490712542,44.961091502222835,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.2118094957361882,0.002692636740154851,0.3722977705265738,0.0,0.1636904264269469,0.002759162332723738,0.14354221545631943,0.10032611794338697,0.0017500217923786454,0.0,0.0007581099222069763,0.0003740431231204996
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",9618,5,240,60,690,1614.7158806906446,40.183527479436705,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.21503402927834642,0.00984253831618352,0.35413906661210126,0.0007381435328622734,0.1924132481441353,0.001715912243084768,0.10322271838141979,0.11760409146583585,0.0,9.359012966720051e-05,0.0016430159516066605,0.003553645944756956
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",19618,1,240,60,1045,1805.738443539293,42.49398126251873,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.18760954921985076,0.018128248083711915,0.4049401515161876,0.0012786685629512114,0.15672009240093351,0.007249421648538342,0.0998375708409768,0.11360468330427993,0.00186848425548497,0.0006157245683715904,0.004863779895514084,0.0032836257031992533
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",19618,2,240,60,297,1026.112052281545,32.03298381795778,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.1970764518294351,0.0023766637329544985,0.3713353619054174,0.00043848159135281145,0.19032031734451527,0.004249151269184191,0.1275327712931602,0.10459308129782116,0.000962032766861992,0.0,0.00011343956972912107,0.0010022473995682372
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",19618,3,240,60,172,1171.388055632235,34.22554682736617,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.21794692953575912,0.0002898128203685283,0.39486587874286305,0.001670227151755192,0.19677447410143897,0.0009366123125858226,0.09725242748992412,0.08823529917160741,0.0,0.0,0.00026751236408168973,0.0017608263096160729
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",19618,4,240,60,163,1695.8830551142678,41.1811007030442,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.24108584330414176,0.010602918983743898,0.3689005407103777,0.0,0.13660399191974046,0.0074261361958969695,0.11385338974177873,0.12152717914432047,0.0,0.0,0.0,0.0
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",19618,5,240,60,215,1545.7882371874814,39.31651354313453,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.2284912920752697,0.0017984850811487865,0.37668351751621926,0.00037177102217270217,0.14752897091559994,0.0017262827838493042,0.10959611939891283,0.1324930902708661,0.0,0.00014587009011631598,0.0,0.0011646008458451077
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",31415,1,240,60,501,1271.3985693820975,35.6566763647721,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.21762440373302738,0.007108538088443246,0.33252927064578236,0.0025258327765654656,0.18632141630430782,0.00729122703551284,0.09801022353468224,0.14482556846990316,0.0,0.0001384347730199874,0.0011427026555706587,0.002482381983184822
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",31415,2,240,60,1018,1565.1562137136912,39.56205522610891,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.19934839608057134,0.015525301607594192,0.3367030861452213,0.0016477090078059796,0.21012328450088635,0.0034233082459390733,0.12125164836340374,0.1018374733869126,0.0005601681409531842,0.001867252071585517,0.003257646683683232,0.004454725765443467
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",31415,3,240,60,598,1070.5736936503415,32.719622455803815,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.21311608834468238,0.009953117864356941,0.4275584352507042,0.0003961847748187149,0.1471751147884583,0.0009191079693203871,0.11380627357718705,0.08319631522604169,0.0004387909846105426,0.0006892687169039574,0.0008197433402417378,0.0019315591626741376
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",31415,4,240,60,462,1419.5503076533014,37.67692009245582,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.24840497081353835,0.0034890937364614335,0.32740468342989587,0.00011065881051609326,0.20861392076233232,0.0035256782459732842,0.10159449204131941,0.1048958701327179,0.0,0.0,0.001696051746345502,0.00026458028089984895
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",31415,5,240,60,411,1285.4444404232713,35.85309526977094,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.18751508808216383,0.006626132196769892,0.40702304881288603,7.590389544566032e-05,0.1242352723407024,0.01019117464110297,0.1060375652523491,0.148433904690664,0.00017385260752820255,0.0013967234475871094,0.0009869780599438113,0.007304355972856988
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",0,1,240,60,634,1247.6712755517037,35.322390569604764,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.17993935948790377,0.004317599306001356,0.41236836920301,0.00036622399052320496,0.21081652132663725,0.006062092367518363,0.08975147221419295,0.09446793282869713,0.00029473048738331675,0.0,0.0005460286726215585,0.001069670115511056
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",0,2,240,60,628,1229.6021086341177,35.06568277724131,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.18016407080233462,0.0063894870737811835,0.34129117616385485,0.0010529289572958134,0.27286378237237513,0.002394425061520397,0.10862085666604092,0.08185811765927449,1.0001933834221593e-05,8.5472250458582e-05,0.0005026460059228327,0.00476703505330693
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",0,3,240,60,852,1636.1416241922345,40.449247510828116,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.15148911577540122,0.018284771714531797,0.3928935736541,0.0012707923081764726,0.20273692946888677,0.00456721971944101,0.12437621530820105,0.09825773562381612,0.0005658154125071284,0.0001344764213888412,0.002044613056338969,0.003378741537210614
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",0,4,240,60,740,958.8314859239225,30.965004213206925,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.19138122754526407,0.006047162466626301,0.31592617362842706,0.0013514826500500296,0.25919229949297734,0.0051379406113481185,0.0921345885859263,0.11954082274107183,0.0004326802124556125,5.8874731751925166e-05,0.0006922991827947981,0.008104448151306565
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",0,5,240,60,438,1589.1502036382988,39.86414684448042,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.21797690947632506,0.0025999543114329023,0.41674998638288857,0.0006326116768262765,0.1734640523035682,0.001621369353612722,0.08845676757636947,0.09760208727035226,0.0,3.50687255244975e-05,5.735073637163123e-05,0.000803842186728386
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",42,1,240,60,402,1218.234216979575,34.90321212982517,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.153203455702402,0.001344862844684604,0.46433432449253165,0.0001568534579175011,0.17364150739223433,0.004766828499008317,0.09385230434847175,0.10613285671134397,4.5581844582359415e-05,1.7139787351530067e-05,3.8866621557188534e-05,0.0024654182979147845
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",42,2,240,60,1041,1434.370526161234,37.87308445533891,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.1932794705129537,0.008503993951843258,0.2835029300269725,0.000769981478158886,0.3063066997847499,0.009616339257906637,0.10480995687884563,0.0831750941395765,0.00041292658663292435,0.000981592334308698,0.003101042903611348,0.005539972144439986
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",42,3,240,60,720,1509.013642181003,38.846024792519025,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.18034757144268188,0.0059552482825383345,0.3703472817816328,0.0007986992252274562,0.20764222550498498,0.002029025789981945,0.09638807188232099,0.1339759919528143,0.00028540054949723016,0.0,0.0010100751536302158,0.0012204084346898812
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",42,4,240,60,1349,1201.129278293658,34.65731204657479,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.20862416836359368,0.011772451432883444,0.3650019358991193,0.0016897229141000032,0.1953359153317477,0.0045720595520628935,0.10457382401678172,0.09887627189361635,0.001154308918071995,0.0007580056329094689,0.0036963693891800234,0.0039449666559334415
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",42,5,240,60,906,1840.266263719895,42.898324719269574,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.1615595064403795,0.01692126609272276,0.41256390158591527,0.0023276527277433573,0.20652618093835645,0.0018908466107675499,0.09627830688615299,0.09560369535559354,0.0005417951957147002,7.198379865217378e-05,0.0015627281145080712,0.004152136253493603
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",2026,1,240,60,496,1422.417678353381,37.71495298092496,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.1779135281829516,0.004679675255039014,0.38670157302526076,0.0003690363067889721,0.21513409239413864,0.003948386559470675,0.1248435800912697,0.08450983551027554,5.3700016432227673e-05,5.6520208255515996e-05,0.00021170416119874045,0.0015783682889185951
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",2026,2,240,60,449,1828.4719974271843,42.76063607369732,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.1968136605407149,0.009625010969188427,0.3656007663168681,0.00032656428083119727,0.23368396316465095,0.0010167466724553959,0.11459307205115239,0.07421721032862032,0.0005187720993914307,0.0,0.00011670499434301205,0.0034875285817838574
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",2026,3,240,60,800,1486.087592696652,38.549806649277144,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.19100830375226677,0.008103456599498364,0.40121863944160957,0.0010454183747413122,0.1768845907156126,0.0042091123723948035,0.08921601910355918,0.12161788258520531,0.00021904397153683306,0.00017554864670191848,0.0028331901987815452,0.0034687942380917966
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",2026,4,240,60,1117,1102.85617093013,33.20927838616988,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.17518591571975364,0.009113346296942436,0.410706904981287,0.003317209339785188,0.19421646874118556,0.005946870646145377,0.0801447216272317,0.11485576187356242,0.0010894906778884633,0.00020288596996667375,0.0030073496743994003,0.0022130744518521622
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",2026,5,240,60,774,1435.2557916762999,37.88476991716196,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.17493459240405587,0.016063258859900034,0.3397183965870081,0.0021683486817118663,0.2737423567088854,0.004509145294226229,0.09420525898058814,0.0891419619620041,0.0011248858492180567,0.00018182506160163364,0.0009934610437786979,0.003216508567021864
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",9618,1,240,60,691,846.4634665169882,29.094045207172346,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.17854032472486764,0.005803342373718153,0.3580222361202742,0.0009928746027943872,0.21496256392729893,0.004845754090612246,0.1309454685533847,0.10055297849963693,0.0002349781204509923,0.00012264088660273432,0.0008528631711064202,0.004123974929252687
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",9618,2,240,60,771,1609.1566066319567,40.11429429308157,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.206361964886011,0.006136218087681401,0.3712114950448756,0.0009564462926295418,0.2527230831834971,0.002991676953259298,0.08246697890792588,0.07231903630289856,4.995613058605166e-05,0.0001847548018720069,0.0007586746097169126,0.0038397147990466536
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",9618,3,240,60,502,1579.849934870797,39.74732613485839,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.1434566487668593,0.02106214091582296,0.4219755052573474,0.0007419695196210521,0.2094332196853714,0.004721142438781252,0.06483202516507935,0.13195496497206524,0.0004376563552032111,1.5704827421839446e-05,0.00034435671489459907,0.0010246653815324167
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",9618,4,240,60,922,1874.3655684428684,43.2939437848167,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.1876650639677475,0.012008323717848855,0.36557535252720014,0.0005092014752425635,0.2043312767630754,0.0044394624310956955,0.1329717270458123,0.08697673023239788,0.0005799613543863612,6.692739956169926e-05,0.0031434978680334054,0.001732475217598229
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",9618,5,240,60,994,1523.7229649477094,39.03489419670187,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.17848777506205882,0.008295291363502494,0.35104832858765667,0.0015307004262904726,0.24834042285642155,0.0031971137169621404,0.0971942300947969,0.10387935358800916,0.00038608676745250704,0.00016438099132420452,0.00176510369795287,0.0057112128475722375
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",19618,1,240,60,2283,1591.775333985107,39.89705921474798,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.17114838591258336,0.016236676979995646,0.3838891214029625,0.0026897301024187505,0.20949346729216275,0.006205015173340166,0.09891260942739269,0.09942488971050627,0.0015098558785278696,0.0016963771563190512,0.00463589872018333,0.00415797224360765
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",19618,2,240,60,884,1140.693903569901,33.77416029407543,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.18078044732252016,0.006607382820837549,0.32081330532662883,0.001582822163004997,0.273687649248039,0.004652278154530035,0.10903917540827267,0.09859439527898942,0.0010635168505640567,0.00010365189053443436,0.0008834251033055649,0.002191950432773294
repeated,23,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",19618,3,240,60,498,1117.4057330799549,33.427619315170425,2,0.01,3,0.5,0.85,0.85,1.0,0.0,0.17725480875950728,0.004104513510880724,0.4045339236235194,0.00118764259238659,0.2305834250044245,0.00208909725921767,0.09468427198174402,0.0798734648806984,0.0002754532846823404,4.7018501439750666e-05,0.0006380621078539234,0.004728318493645393
