stage,candidate_id,config_key,cv_seed,fold,n_train,n_validation,best_n_estimators,mse,rmse,max_depth,learning_rate,min_child_weight,gamma,subsample,colsample_bytree,reg_lambda,reg_alpha,mdi_GrLivArea,mdi_LotArea,mdi_OverallQual,mdi_OverallCond,mdi_YearBuilt,mdi_YearRemodAdd,mdi_TotalBsmtSF,mdi_GarageArea,mdi_BedroomAbvGr,mdi_Fireplaces,mdi_WoodDeckSF,mdi_OpenPorchSF
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",2026,1,240,60,588,1397.6110106938622,37.38463602462731,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.2031946665926814,0.00697530936329382,0.3566577265929146,0.000139158830861686,0.181226669804268,0.0038682719989016055,0.14718336507025673,0.09987369454069693,0.0,0.0,0.0005341817782926534,0.0003469554278325519
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",2026,2,240,60,724,1609.2484850708368,40.115439484951885,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.24001331775374363,0.00890276315525595,0.3505637869040161,0.0012853227729317347,0.18238397720363503,0.0027818289231098707,0.12254247222937657,0.086290044047055,0.0012729916128002194,0.0004652209405237483,0.00130813256144977,0.0021901418961024067
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",2026,3,240,60,1396,1523.7110368458475,39.03474140872266,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.21953356654073133,0.008310149729038234,0.33158071101172476,0.0030166106784084807,0.16589243064572143,0.002765416634243032,0.11178370700151893,0.15000704701835957,0.0012676805715407021,0.0,0.003787739537107261,0.0020549406316062503
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",2026,4,240,60,1068,995.5087092979537,31.55168314524526,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.19353408625247784,0.007248754782440457,0.3815515477985482,0.0010184188634404453,0.16683370848503304,0.005379895192658697,0.09287453810755239,0.14610897941980544,0.0020410901177374493,0.0,0.0027061601016609856,0.0007028208786450354
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",2026,5,240,60,580,1445.4628302801232,38.01924289462013,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.2107131556004987,0.005753590128612743,0.3301079265390816,0.0008297780003523243,0.2295765054438812,0.004444273162533951,0.11155997631089694,0.10543827425417991,0.0005886536732827808,0.0,0.000514857790348189,0.00047300909633165363
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",9618,1,240,60,628,795.8903630649236,28.211528903356577,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.20651385189089264,0.0036454013297431906,0.33278478187304916,0.001781593148309226,0.18393239525909638,0.004763088058092244,0.1373641148097739,0.12611363307736803,0.0007556493144909982,0.0,0.00026683602734226263,0.0020786552118419763
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",9618,2,240,60,1705,1700.2957897486378,41.23464307774032,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.2427759326053042,0.00959111574249022,0.3477004689850705,0.0019959327597898493,0.1966036960020973,0.005182804298698887,0.10095282936366388,0.08517903445759539,9.659148122721259e-05,0.0005998994001484452,0.005195789380102734,0.004125905523811388
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",9618,3,240,60,548,1393.6328878006234,37.33139279213439,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.17400718551561487,0.007981749500007202,0.41143574356677826,0.00044002072467763464,0.15502938756911513,0.006327965734502429,0.08340210219253316,0.15893753254065468,0.0012637112686252267,0.00014035463131097087,0.0006806067197575589,0.0003536400364228661
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",9618,4,240,60,1263,1936.9102684029765,44.01034274352992,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.21679643761959813,0.009559996572916046,0.3470658888816467,3.863935930962151e-05,0.16418410346485393,0.005558213960326007,0.14755730400400613,0.10331810911180568,0.0009724703710629238,2.6736299678764144e-05,0.0038733996798124897,0.0010487006749835591
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",9618,5,240,60,956,1494.1238689729482,38.65389849643821,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.22071851847000765,0.007705535664366535,0.3249948541429651,0.004651138213960223,0.2019796955089388,0.002463197236744761,0.1130512845009562,0.11958759244440888,0.0007971195778598583,0.0,0.0013076077205625785,0.002743456519229416
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",19618,1,240,60,2439,1551.3341996352754,39.386980077625594,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.18696788577489304,0.01962564868186837,0.36254789282757677,0.002017642877134784,0.17096866314560863,0.006433033918313097,0.11696665215129226,0.12119039908736802,0.0026475730877824457,0.0005938819344784252,0.006063129120668069,0.003977597393016096
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",19618,2,240,60,669,981.2066340012267,31.324218011009098,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.20524268733881743,0.004801017687974302,0.31348190719519947,9.988812463455806e-05,0.21919435802949183,0.003355622623208444,0.1352130367900224,0.11477725753347426,0.002211500092716003,0.0,0.000687980716661613,0.0009347438677997012
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",19618,3,240,60,330,1265.4982030116612,35.57384155544157,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.21735369036590207,0.0006402749476323906,0.36605806522134066,0.0025036811264850392,0.20892379933707989,0.001016861811737747,0.10509621284916586,0.09650097048848477,0.0,0.0,0.0,0.0019064438521715849
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",19618,4,240,60,475,1658.552329339978,40.72532786043568,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.25091159855058665,0.010941975121776151,0.3430667331211527,0.001778147303415904,0.15215566034624708,0.004499476247995626,0.11989159225945686,0.11515125411615819,0.000489787213567696,0.0,0.00040217383241477424,0.0007116018872283327
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",19618,5,240,60,683,1527.7920027308173,39.0869799643157,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.22573527750533337,0.00405294864727233,0.3724660764926392,0.000501218384479955,0.14695556899405257,0.002456356308691723,0.11006015384391565,0.13517325777656258,4.23599027891564e-05,0.0004502704612217765,0.0005868125655513969,0.001519699117490297
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",31415,1,240,60,721,1173.6547024672407,34.25864420065746,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.21543637251898423,0.00397212713693237,0.344481408193765,0.0010889427023187733,0.18841886227710408,0.007279543165020106,0.10900461505976353,0.1279427232930761,0.0003453793537452755,0.0,0.0007028878894158146,0.0013271384098747225
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",31415,2,240,60,1108,1536.056906830374,39.192561881438344,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.19746710185702215,0.009138732337653815,0.36315394415379976,0.0004980131242402517,0.2009705076890707,0.001599023479512305,0.1253357727823726,0.09246331359306889,0.0003734224275466512,0.0017710957178353741,0.0026113803863871,0.004617692451490371
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",31415,3,240,60,1570,1100.6579842783783,33.176165906843096,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.22038443987380235,0.013765250111169252,0.3757499715036299,0.002916708354722671,0.16214816765159054,0.0036762543322404377,0.11999744640838308,0.09565850875962914,0.0019452249305316161,0.0008546494422520663,0.0016301554122606623,0.0012732232197883275
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",31415,4,240,60,407,1404.0347306909227,37.470451434309176,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.24681417326383012,0.0007233764998608148,0.3205028455439225,0.00010636274566587056,0.21499787850530055,0.001829202281200069,0.11109990869967488,0.10384910540096925,0.0,0.0,7.71470595759509e-05,0.0
repeated,30,"{""colsample_bytree"":1.0,""gamma"":0.5,""learning_rate"":0.03,""max_depth"":1,""min_child_weight"":5,""reg_alpha"":0.1,""reg_lambda"":5.0,""subsample"":0.85}",31415,5,240,60,813,1332.827799803171,36.50791420778748,1,0.03,5,0.5,0.85,1.0,5.0,0.1,0.19616733306029258,0.00817745779008771,0.3763043082106453,0.0015815938692988836,0.1357657085575058,0.00892074857917631,0.11142817125004041,0.14858091465569628,0.0024713449871091794,0.001454256587286597,0.001182481328611744,0.007965681124249191
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",0,1,240,60,646,1288.2041585021188,35.89156110427796,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.17406484360976848,0.008508720339835865,0.39371623324765437,0.0018145158114078234,0.2168837936186834,0.00760011971862663,0.09524959634774742,0.0980486900119513,0.0008886491906354636,0.00034578548092648894,0.0013451686660516046,0.0015338839567111623
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",0,2,240,60,931,1151.4763099776778,33.93340993737113,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.17751770236878353,0.014206377424063077,0.31729311348493594,0.001912018262248579,0.278637607412836,0.005509695933326313,0.11453099424361096,0.07781469013850356,0.0003374187773577708,0.0004026782076812931,0.0029202535081521686,0.008917450238500824
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",0,3,240,60,862,1687.5784497222505,41.08014666140142,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.16059402187387933,0.019103059458751837,0.3686950141670774,0.0008629447159319168,0.20602072513992412,0.00687135027043353,0.12211289946669192,0.10823646354675637,0.0008598571092348973,6.50979699678372e-05,0.0031333253217206425,0.003445240959630252
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",0,4,240,60,652,877.3103982083504,29.619426027665533,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.1867184342428381,0.007065674452157873,0.3169831163650691,0.0024254134875849606,0.2550865960469976,0.005420865960634189,0.09434846433453213,0.1196494336310034,0.001906676935676534,9.080067762944561e-05,0.0017726305449416533,0.008531893320934974
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",0,5,240,60,447,1537.4201528347846,39.209949666312816,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.21707466608994064,0.004625530813234308,0.4178526673589361,0.0005431826666051818,0.16957545551766237,0.002599803411786496,0.08920419910924868,0.09530994848366152,2.645799032567521e-05,0.0002025827092390844,0.0003132244485828828,0.002672281400777074
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",42,1,240,60,350,1176.7199472084387,34.303351836350316,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.15726817124865217,0.002402684716076845,0.46939266343102914,0.0003058121833997179,0.16421978525811923,0.006096149603251054,0.09547990850081252,0.1026490803591226,0.0,0.0,0.00014360644619123254,0.002042138253345476
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",42,2,240,60,771,1450.6786261514656,38.08777528487934,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.1995487286712134,0.010049012809915736,0.25943612430616503,0.0010523348262067272,0.3130578346515911,0.010765134164539815,0.11371415562299146,0.08246852031203504,0.0011911137058272874,0.0007611914140853646,0.0027274946460217244,0.005228354869407382
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",42,3,240,60,602,1477.2103489541755,38.43449425911801,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.18111533830808052,0.006627746926651372,0.366695230509897,0.00046553237577972814,0.20517268976519326,0.003406761887626812,0.09453358031576074,0.13963354728389382,0.0003828018895404867,3.001615984728438e-05,0.0007241498906050472,0.0012126046871239018
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",42,4,240,60,877,1111.705936243034,33.342254516499544,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.2096934529630024,0.012615139238851165,0.3557236264397452,0.001353698373420459,0.19222992448332038,0.00502351689327316,0.11536942093123181,0.09827057352030868,0.0004726973037123656,0.00043866902684103383,0.003715620320153641,0.005093660506139723
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",42,5,240,60,1339,1830.619691124001,42.785741680190625,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.1590997697671412,0.02416714076956798,0.3986392018512732,0.0032282940012665485,0.2000071870136485,0.004519223129385565,0.10401869152679118,0.0919330043690166,0.0015181067389422084,0.0003819509905241056,0.004277836977867527,0.008209592864575383
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",2026,1,240,60,453,1435.9180712156246,37.89350961860916,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.18241969934802113,0.006492468097438965,0.37484916204331364,0.00045869916703617327,0.2144619467798384,0.004704687468363348,0.13013001568004012,0.084722719400813,3.264559727171857e-05,0.00023923156984334933,0.00036734526692564797,0.0011213795810945176
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",2026,2,240,60,435,1797.5797775846581,42.39787468240193,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.19306388126155616,0.011033907639337103,0.35479096857277703,0.0004038791389301714,0.23899392076204914,0.0010573205763498579,0.11596240614638195,0.08053105200504276,0.0004949583812451091,0.0,0.00013102995695927523,0.0035366755593714302
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",2026,3,240,60,888,1510.4297704447936,38.864247972201824,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.1942003058322206,0.011251260155929732,0.37450230900986564,0.002827323630031162,0.18469559397429622,0.004603477997030593,0.09073007721958332,0.12994753039175097,0.0004398007301886595,0.0003025964921800963,0.003195033104664175,0.0033046914622588655
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",2026,4,240,60,745,1077.8588331966314,32.83076047240806,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.1789306006386351,0.008170101277001967,0.41494370258304486,0.0023336261558236614,0.180241798526791,0.007628913880417547,0.084074404076219,0.11759064859189794,0.0007120488998214332,0.0001540926497879988,0.0022673807512753135,0.002952681969284134
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",2026,5,240,60,621,1478.565853384335,38.452124172590715,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.18751985444139935,0.015135766163248795,0.3210871328555061,0.0034650993156814707,0.27831211091580454,0.006312899198558543,0.09519744375546389,0.08600008208771863,0.0024265286741212855,0.00010239034937096071,0.0011396693025254431,0.0033010229406009676
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",9618,1,240,60,668,805.0325881099462,28.373096202387682,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.17909085026097635,0.0069223287457440075,0.3697439373554324,0.0015024550886039581,0.19417733605642704,0.006188966274800576,0.12986965952136592,0.1053031670467383,0.0014723320806299125,9.599914848032703e-05,0.0012899415432531859,0.004343026877548052
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",9618,2,240,60,918,1602.5905723647545,40.0323690576108,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.20405992547535637,0.009527484982977744,0.3546823241893117,0.0019426136142787964,0.2533267489936994,0.005745537671507997,0.08765280553247017,0.07357092503599304,0.0006578781605684332,0.0005812141471150824,0.0024998353788193836,0.005752706817901894
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",9618,3,240,60,510,1532.482062174793,39.14692915382755,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.15227057713329606,0.016814866913150792,0.4070236496950862,0.0007878063961399735,0.20467472137283324,0.005434619945216574,0.06872765406784787,0.1414086243844961,0.0004130205342788268,0.00046766290794523666,0.0008360164003675768,0.0011407802493414944
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",9618,4,240,60,1158,1951.4432875987286,44.175143322899686,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.19700829115653548,0.015333321381503751,0.3644521958229395,0.0004772585755720745,0.1954548463775716,0.005900335203633283,0.12692811773177648,0.08473692894233702,0.0007867234532528692,0.00036162978853477516,0.005360492718644767,0.0031998588476984183
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",9618,5,240,60,711,1485.906259490362,38.547454643469806,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.1929706628507535,0.008262568313767286,0.32979979066981896,0.0042082415185801395,0.25312375231229334,0.0035624010912986177,0.10542816803911095,0.09462844293112328,0.0005238877285759332,0.00010334912164707615,0.0007265234810485805,0.0066622119419822955
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",19618,1,240,60,1596,1459.6015003922153,38.204731387515544,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.1659424574922721,0.021834497676174305,0.3787200881549954,0.004179783447488789,0.20335888678319178,0.007702591154399839,0.10169607009564817,0.10361771757318225,0.0009991328448315617,0.0012850590026887395,0.005090501859615346,0.005573213915511695
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",19618,2,240,60,812,1118.8087475864927,33.44859858927565,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.18249459441856553,0.010825580982440032,0.3035315085624536,0.0006620327499689322,0.278592719063144,0.00531029184099651,0.10829721897943363,0.10402362912303889,0.0012958208345313083,3.913566893630224e-05,0.0016415801560659257,0.0032858876204253516
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",19618,3,240,60,454,1165.0608853430667,34.132988227564645,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.1795907148242462,0.002992125219153785,0.39096563161397757,0.002938394562534788,0.2388063378817529,0.0037917930891161124,0.10043255506245174,0.07492739243655373,0.0003156879137924321,0.0,0.000400551666878494,0.004838815729542209
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",19618,4,240,60,401,1689.8741067628487,41.108078363782084,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.21128077616690893,0.008525001170548458,0.3805494757587177,0.0005659795878095883,0.18089865429732205,0.007502690337644941,0.10604106313120436,0.09938029491021667,0.000519194618810843,6.128442750865591e-05,0.0011919201187039644,0.003483665474603783
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",19618,5,240,60,742,1478.9090488384404,38.456586546889994,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.19308861385136286,0.008602487878621832,0.39123624940673096,0.0012999916826047077,0.18669739544641759,0.003166164705144111,0.1015641685231582,0.10800946613966594,4.501617606023503e-05,0.0004970964812710375,0.0020130138018189703,0.0037803359071435236
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",31415,1,240,60,807,1317.780223316608,36.301242724135605,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.19354030892191773,0.009229093877228376,0.32965403459429926,0.0024885695289255066,0.23206034615348267,0.00741335951983708,0.09399923084769798,0.12532411966262133,0.0006257738542365047,0.0002931943741682526,0.0019070039334543984,0.0034649647321309076
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",31415,2,240,60,967,1540.845279668724,39.25360212348319,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.16924093021602377,0.018211840275323167,0.36529930026621366,0.000962541685511696,0.2394484014318616,0.003700019591983582,0.10880435288095278,0.08003474089384154,0.0002267350636546934,0.001451680600418125,0.004959932658291388,0.007659524435923997
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",31415,3,240,60,1005,1162.3981177876583,34.09396013647664,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.19093353531441826,0.013315345342624895,0.3949555984965706,0.004415179915961086,0.19913591955201268,0.00492222644987728,0.10312096554903928,0.08141682609636033,0.0012331914155499243,0.000660916818494401,0.001543998633105131,0.0043462964159861365
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",31415,4,240,60,579,1438.1195110567849,37.92254621009492,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.20811378695639277,0.004132015988412321,0.3230626461068876,0.00044410349433252056,0.25635270561857376,0.004632781850324709,0.10482266477095017,0.09332705791249894,0.0001811566065888142,3.4928726863568346e-05,0.001602102706517433,0.0032940492616573987
repeated,47,"{""colsample_bytree"":1.0,""gamma"":0.1,""learning_rate"":0.01,""max_depth"":2,""min_child_weight"":5,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.7}",31415,5,240,60,769,1369.8895684913587,37.01201924363704,2,0.01,5,0.1,0.7,1.0,1.0,0.0,0.16737109045300824,0.015415644371521656,0.42887094969590217,0.0015137815915238994,0.16437019450806153,0.006865095837805006,0.10122219569365772,0.10421051778816408,0.001481434717867293,0.0005427968153208702,0.0018492229617623236,0.0062870755654052
repeated,6,"{""colsample_bytree"":0.85,""gamma"":0.5,""learning_rate"":0.05,""max_depth"":1,""min_child_weight"":3,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.85}",0,1,240,60,245,1187.5773093333296,34.461243583674246,1,0.05,3,0.5,0.85,0.85,1.0,0.0,0.21636362272929321,0.002046500000910726,0.36601388795489204,0.0,0.19082199611542885,0.003573645413143975,0.10754791372705728,0.1128271784412729,0.00014079682156767934,0.0,0.0004138111245642791,0.0002506476718690899
