tree_number,tree_seed,bootstrap_size,unique_inbag_rows,duplicate_draws,oob_rows,tree_depth,node_count,leaf_count,candidate_nodes,min_candidate_features,max_candidate_features
1526,97030342,300,177,123,123,8,145,73,75,4,4
1527,757271436,300,182,118,118,8,229,115,122,4,4
1528,1266548362,300,189,111,111,8,195,98,105,4,4
1529,312301309,300,184,116,116,8,203,102,104,4,4
1530,1895080469,300,182,118,118,8,199,100,106,4,4
1531,1002105603,300,188,112,112,8,203,102,103,4,4
1532,504817262,300,189,111,111,8,197,99,104,4,4
1533,1479560778,300,195,105,105,8,197,99,105,4,4
1534,1224232826,300,196,104,104,8,213,107,111,4,4
1535,1892904144,300,189,111,111,8,193,97,99,4,4
1536,1636823902,300,188,112,112,8,209,105,112,4,4
1537,274876056,300,186,114,114,8,191,96,98,4,4
1538,994678568,300,193,107,107,8,223,112,116,4,4
1539,1639731070,300,187,113,113,8,205,103,115,4,4
1540,184815092,300,188,112,112,8,221,111,117,4,4
1541,1374603434,300,182,118,118,8,209,105,107,4,4
1542,1273261852,300,185,115,115,8,235,118,126,4,4
1543,1099615178,300,196,104,104,8,223,112,113,4,4
1544,310513657,300,191,109,109,8,161,81,86,4,4
1545,1375689684,300,195,105,105,8,195,98,101,4,4
1546,84966326,300,193,107,107,8,199,100,105,4,4
1547,896948803,300,187,113,113,8,213,107,109,4,4
1548,757762247,300,193,107,107,8,241,121,123,4,4
1549,1047918946,300,187,113,113,8,185,93,96,4,4
1550,1939300065,300,186,114,114,8,205,103,102,4,4
1551,26540492,300,186,114,114,8,175,88,92,4,4
1552,471930946,300,187,113,113,8,195,98,103,4,4
1553,1238739008,300,198,102,102,8,209,105,108,4,4
1554,308692009,300,182,118,118,8,205,103,106,4,4
1555,598338469,300,203,97,97,8,217,109,112,4,4
1556,112330922,300,192,108,108,8,193,97,103,4,4
1557,1057841728,300,185,115,115,8,159,80,83,4,4
1558,269904941,300,191,109,109,8,173,87,91,4,4
1559,61018046,300,183,117,117,8,183,92,100,4,4
1560,333177206,300,186,114,114,8,195,98,102,4,4
1561,577759439,300,197,103,103,8,199,100,104,4,4
1562,788940866,300,195,105,105,8,185,93,97,4,4
1563,1222045367,300,194,106,106,8,209,105,109,4,4
1564,252984729,300,198,102,102,8,221,111,118,4,4
1565,1745236404,300,183,117,117,8,161,81,82,4,4
1566,1683066340,300,185,115,115,8,195,98,104,4,4
1567,2127247820,300,181,119,119,8,191,96,98,4,4
1568,1396510138,300,190,110,110,8,169,85,91,4,4
1569,85810335,300,191,109,109,8,197,99,104,4,4
1570,1678264194,300,196,104,104,8,197,99,103,4,4
1571,763703606,300,186,114,114,8,145,73,75,4,4
1572,916297058,300,187,113,113,8,217,109,114,4,4
1573,1285882988,300,178,122,122,8,189,95,100,4,4
1574,1731281712,300,191,109,109,8,225,113,117,4,4
1575,88258846,300,197,103,103,8,205,103,106,4,4
1576,781684563,300,185,115,115,8,193,97,98,4,4
1577,172712577,300,180,120,120,8,203,102,109,4,4
1578,45874264,300,181,119,119,8,167,84,88,4,4
1579,1935165207,300,191,109,109,8,181,91,94,4,4
1580,1880827294,300,187,113,113,8,145,73,73,4,4
1581,977017948,300,189,111,111,8,163,82,84,4,4
1582,1907743851,300,192,108,108,8,173,87,92,4,4
1583,2002162090,300,184,116,116,8,209,105,109,4,4
1584,2130378888,300,190,110,110,8,149,75,79,4,4
1585,683228603,300,189,111,111,8,197,99,108,4,4
1586,1324771268,300,191,109,109,8,213,107,113,4,4
1587,1719882323,300,189,111,111,8,205,103,106,4,4
1588,1442620391,300,191,109,109,8,211,106,109,4,4
1589,2053492217,300,182,118,118,8,191,96,102,4,4
1590,571485884,300,183,117,117,8,215,108,112,4,4
1591,928115622,300,187,113,113,8,191,96,100,4,4
1592,547335372,300,185,115,115,8,195,98,101,4,4
1593,2126908171,300,194,106,106,8,189,95,101,4,4
1594,125191485,300,193,107,107,8,191,96,98,4,4
1595,2060846879,300,193,107,107,8,195,98,102,4,4
1596,246827223,300,196,104,104,8,205,103,107,4,4
1597,1155624962,300,192,108,108,8,197,99,104,4,4
1598,319465261,300,188,112,112,8,187,94,96,4,4
1599,1650982870,300,185,115,115,8,175,88,93,4,4
1600,354182198,300,188,112,112,8,189,95,98,4,4
1601,309428736,300,190,110,110,8,207,104,107,4,4
1602,47425884,300,189,111,111,8,203,102,108,4,4
1603,753970127,300,186,114,114,8,211,106,109,4,4
1604,175635919,300,193,107,107,8,153,77,77,4,4
1605,1222757373,300,197,103,103,8,189,95,99,4,4
1606,431344015,300,189,111,111,8,169,85,91,4,4
1607,1216683509,300,180,120,120,8,179,90,93,4,4
1608,2064884984,300,185,115,115,8,149,75,78,4,4
1609,199484390,300,188,112,112,8,195,98,102,4,4
1610,90765784,300,191,109,109,8,225,113,118,4,4
1611,203219410,300,186,114,114,8,211,106,111,4,4
1612,1722033713,300,177,123,123,8,181,91,99,4,4
1613,451373466,300,198,102,102,8,219,110,113,4,4
1614,1022935917,300,185,115,115,8,173,87,89,4,4
1615,1018892425,300,185,115,115,8,197,99,105,4,4
1616,850948092,300,192,108,108,8,175,88,95,4,4
1617,1384989052,300,202,98,98,8,199,100,101,4,4
1618,216491635,300,189,111,111,8,185,93,94,4,4
1619,1636109746,300,194,106,106,8,193,97,98,4,4
1620,1395462565,300,194,106,106,8,233,117,118,4,4
1621,1015095394,300,187,113,113,8,199,100,102,4,4
1622,845598724,300,192,108,108,8,239,120,124,4,4
1623,1458749822,300,192,108,108,8,221,111,113,4,4
1624,410356058,300,185,115,115,8,165,83,87,4,4
1625,353396333,300,196,104,104,8,221,111,116,4,4
1626,508207674,300,184,116,116,8,207,104,107,4,4
1627,2056783065,300,189,111,111,8,197,99,102,4,4
1628,59766501,300,201,99,99,8,189,95,98,4,4
1629,1475546461,300,191,109,109,8,209,105,110,4,4
1630,1878159836,300,196,104,104,8,203,102,107,4,4
1631,1960145902,300,186,114,114,8,193,97,104,4,4
1632,369295133,300,180,120,120,8,195,98,102,4,4
1633,580212976,300,194,106,106,8,217,109,115,4,4
1634,291566861,300,185,115,115,8,197,99,102,4,4
1635,1896351581,300,191,109,109,8,207,104,108,4,4
1636,1842822691,300,185,115,115,8,205,103,107,4,4
1637,2132542515,300,188,112,112,8,215,108,118,4,4
1638,648753882,300,184,116,116,8,207,104,109,4,4
1639,1977486178,300,199,101,101,8,223,112,118,4,4
1640,306835549,300,201,99,99,8,195,98,103,4,4
1641,83411773,300,191,109,109,8,181,91,94,4,4
1642,1109857844,300,185,115,115,8,187,94,98,4,4
1643,1911568727,300,192,108,108,8,211,106,110,4,4
1644,1024289917,300,191,109,109,8,203,102,106,4,4
1645,267359756,300,190,110,110,8,181,91,93,4,4
1646,1901227245,300,183,117,117,8,161,81,86,4,4
1647,1044689731,300,190,110,110,8,191,96,101,4,4
1648,1928335280,300,197,103,103,8,193,97,99,4,4
1649,1118053577,300,183,117,117,8,223,112,115,4,4
1650,1751613080,300,186,114,114,8,215,108,116,4,4
1651,1598304892,300,194,106,106,8,175,88,94,4,4
1652,858781869,300,189,111,111,8,163,82,89,4,4
1653,1475162798,300,194,106,106,8,205,103,109,4,4
1654,684802601,300,195,105,105,8,221,111,114,4,4
1655,1190319569,300,194,106,106,8,197,99,101,4,4
1656,1324405066,300,187,113,113,8,209,105,113,4,4
1657,751764687,300,188,112,112,8,199,100,103,4,4
1658,482789449,300,182,118,118,8,201,101,104,4,4
1659,145940356,300,195,105,105,8,193,97,100,4,4
1660,372364647,300,192,108,108,8,189,95,100,4,4
1661,1894945677,300,196,104,104,8,193,97,101,4,4
1662,1703690185,300,194,106,106,8,187,94,96,4,4
1663,278252204,300,174,126,126,8,209,105,108,4,4
1664,96371123,300,183,117,117,8,197,99,106,4,4
1665,1417516073,300,189,111,111,8,215,108,110,4,4
1666,826243997,300,192,108,108,8,225,113,116,4,4
1667,569830867,300,194,106,106,8,171,86,87,4,4
1668,984536056,300,185,115,115,8,191,96,98,4,4
1669,1025504348,300,191,109,109,8,153,77,78,4,4
1670,604692254,300,198,102,102,8,205,103,109,4,4
1671,916310973,300,199,101,101,8,185,93,94,4,4
1672,803031160,300,198,102,102,8,217,109,114,4,4
1673,1077287283,300,193,107,107,8,207,104,105,4,4
1674,810416067,300,190,110,110,8,177,89,90,4,4
1675,1741114057,300,189,111,111,8,195,98,101,4,4
1676,676239095,300,197,103,103,8,191,96,100,4,4
1677,1479973411,300,197,103,103,8,185,93,97,4,4
1678,333511129,300,201,99,99,8,183,92,96,4,4
1679,1120698656,300,197,103,103,8,205,103,110,4,4
1680,1387659448,300,195,105,105,8,207,104,107,4,4
1681,189446234,300,190,110,110,8,219,110,116,4,4
1682,906069641,300,198,102,102,8,197,99,102,4,4
1683,1049084882,300,195,105,105,8,151,76,77,4,4
1684,1725243330,300,181,119,119,8,207,104,110,4,4
1685,1938748200,300,196,104,104,8,205,103,108,4,4
1686,698190667,300,190,110,110,8,211,106,113,4,4
1687,241053065,300,187,113,113,8,181,91,98,4,4
1688,811736717,300,190,110,110,8,199,100,104,4,4
1689,1147512269,300,183,117,117,8,185,93,95,4,4
1690,1829829019,300,185,115,115,8,153,77,84,4,4
1691,2072367775,300,184,116,116,8,181,91,94,4,4
1692,1658871184,300,192,108,108,8,177,89,93,4,4
1693,1495030269,300,187,113,113,8,167,84,89,4,4
1694,1967231706,300,185,115,115,8,187,94,101,4,4
1695,1624980203,300,180,120,120,8,181,91,93,4,4
1696,446454817,300,182,118,118,8,185,93,96,4,4
1697,179740119,300,195,105,105,8,161,81,83,4,4
1698,1784130809,300,195,105,105,8,181,91,93,4,4
1699,202207271,300,185,115,115,8,165,83,85,4,4
1700,273713277,300,176,124,124,8,207,104,110,4,4
1701,1534100418,300,197,103,103,8,189,95,99,4,4
1702,3592122,300,184,116,116,8,193,97,98,4,4
1703,7040272,300,192,108,108,8,225,113,120,4,4
1704,1877807722,300,189,111,111,8,219,110,115,4,4
1705,462997637,300,192,108,108,8,197,99,102,4,4
1706,492854304,300,185,115,115,8,167,84,87,4,4
1707,2094326939,300,194,106,106,8,141,71,72,4,4
1708,494040534,300,192,108,108,8,175,88,94,4,4
1709,921869335,300,183,117,117,8,189,95,99,4,4
1710,1977057057,300,193,107,107,8,191,96,102,4,4
1711,1657066317,300,196,104,104,8,237,119,126,4,4
1712,1204239473,300,182,118,118,8,179,90,95,4,4
1713,1386350439,300,187,113,113,8,175,88,95,4,4
1714,199038402,300,189,111,111,8,189,95,96,4,4
1715,872854880,300,192,108,108,8,175,88,93,4,4
1716,585642494,300,187,113,113,8,189,95,98,4,4
1717,1827384674,300,189,111,111,8,181,91,96,4,4
1718,904752358,300,189,111,111,8,167,84,90,4,4
1719,801109408,300,199,101,101,8,203,102,107,4,4
1720,479709612,300,187,113,113,8,185,93,97,4,4
1721,2038310486,300,185,115,115,8,195,98,102,4,4
1722,1132752133,300,185,115,115,8,209,105,108,4,4
1723,1447467625,300,183,117,117,8,189,95,100,4,4
1724,2043078466,300,189,111,111,8,175,88,94,4,4
1725,1687661652,300,180,120,120,8,179,90,94,4,4
1726,1986211638,300,195,105,105,8,181,91,95,4,4
1727,1917563079,300,193,107,107,8,217,109,112,4,4
1728,349929549,300,197,103,103,8,203,102,108,4,4
1729,1248403914,300,195,105,105,8,227,114,120,4,4
1730,1694314380,300,189,111,111,8,183,92,98,4,4
1731,896200652,300,188,112,112,8,125,63,67,4,4
1732,349520561,300,188,112,112,8,213,107,115,4,4
1733,4314851,300,183,117,117,8,137,69,71,4,4
1734,1642077770,300,185,115,115,8,199,100,103,4,4
1735,1051915418,300,188,112,112,8,175,88,91,4,4
1736,1470986753,300,180,120,120,8,167,84,91,4,4
1737,1837026494,300,187,113,113,8,173,87,93,4,4
1738,1591900588,300,201,99,99,8,187,94,106,4,4
1739,777270791,300,202,98,98,8,183,92,96,4,4
1740,795879681,300,182,118,118,8,201,101,107,4,4
1741,1470964846,300,188,112,112,8,201,101,102,4,4
1742,417056735,300,189,111,111,8,203,102,107,4,4
1743,851973992,300,196,104,104,8,179,90,101,4,4
1744,1744874139,300,192,108,108,8,201,101,106,4,4
1745,1699493045,300,194,106,106,8,215,108,111,4,4
1746,1412839793,300,183,117,117,8,213,107,110,4,4
1747,1702851959,300,193,107,107,8,185,93,97,4,4
1748,815759983,300,191,109,109,8,183,92,94,4,4
1749,1354812074,300,186,114,114,8,175,88,94,4,4
1750,381510682,300,183,117,117,8,235,118,123,4,4
1751,1573497072,300,189,111,111,8,189,95,102,4,4
1752,72325440,300,178,122,122,8,209,105,108,4,4
1753,2099883298,300,189,111,111,8,225,113,116,4,4
1754,132224458,300,190,110,110,8,203,102,106,4,4
1755,862508704,300,179,121,121,8,201,101,104,4,4
1756,945340441,300,190,110,110,8,193,97,101,4,4
1757,1799870217,300,188,112,112,8,217,109,112,4,4
1758,1071653213,300,187,113,113,8,199,100,101,4,4
1759,1199945347,300,194,106,106,8,183,92,96,4,4
1760,388230812,300,190,110,110,8,205,103,106,4,4
1761,1993133507,300,187,113,113,8,171,86,91,4,4
1762,1104772019,300,186,114,114,8,197,99,103,4,4
1763,1914497587,300,195,105,105,8,211,106,112,4,4
1764,2007799344,300,185,115,115,8,201,101,101,4,4
1765,373437940,300,190,110,110,8,173,87,91,4,4
1766,1568854173,300,182,118,118,8,161,81,84,4,4
1767,81931215,300,188,112,112,8,177,89,91,4,4
1768,693297657,300,189,111,111,8,203,102,107,4,4
1769,948887790,300,186,114,114,8,207,104,107,4,4
1770,1667487729,300,198,102,102,8,193,97,97,4,4
1771,1093244975,300,191,109,109,8,193,97,103,4,4
1772,838978396,300,194,106,106,8,181,91,98,4,4
1773,341007248,300,187,113,113,8,193,97,104,4,4
1774,2099383346,300,180,120,120,8,191,96,98,4,4
1775,1130038913,300,185,115,115,8,205,103,107,4,4
1776,1897914286,300,205,95,95,8,195,98,101,4,4
1777,797035693,300,195,105,105,8,215,108,116,4,4
1778,300723517,300,185,115,115,8,171,86,92,4,4
1779,107113661,300,200,100,100,8,201,101,107,4,4
1780,581450211,300,192,108,108,8,183,92,100,4,4
1781,1658765249,300,190,110,110,8,211,106,111,4,4
1782,1144667657,300,182,118,118,8,201,101,107,4,4
1783,93903047,300,182,118,118,8,189,95,101,4,4
1784,470922582,300,190,110,110,8,181,91,97,4,4
1785,44751672,300,192,108,108,8,195,98,102,4,4
1786,72649952,300,195,105,105,8,191,96,100,4,4
1787,1408583441,300,197,103,103,8,201,101,106,4,4
1788,896219291,300,188,112,112,8,221,111,115,4,4
1789,646388043,300,184,116,116,8,175,88,92,4,4
1790,691369022,300,191,109,109,8,199,100,105,4,4
1791,970870000,300,193,107,107,8,195,98,104,4,4
1792,610254247,300,188,112,112,8,193,97,99,4,4
1793,763501306,300,193,107,107,8,179,90,95,4,4
1794,620728028,300,185,115,115,8,191,96,101,4,4
1795,1178534470,300,193,107,107,8,199,100,103,4,4
1796,1136503020,300,199,101,101,8,185,93,99,4,4
1797,1542279639,300,184,116,116,8,191,96,103,4,4
1798,985469993,300,192,108,108,8,181,91,97,4,4
1799,1987208076,300,187,113,113,8,215,108,110,4,4
1800,536415480,300,184,116,116,8,187,94,96,4,4
1801,1998968545,300,182,118,118,8,183,92,96,4,4
1802,1711269455,300,202,98,98,8,223,112,116,4,4
1803,1362556321,300,189,111,111,8,189,95,99,4,4
1804,1285897337,300,189,111,111,8,201,101,105,4,4
1805,1767937836,300,186,114,114,8,185,93,97,4,4
1806,1306985146,300,192,108,108,8,175,88,89,4,4
1807,1610389374,300,188,112,112,8,183,92,98,4,4
1808,186897899,300,197,103,103,8,187,94,96,4,4
1809,797547491,300,192,108,108,8,175,88,94,4,4
1810,937019373,300,198,102,102,8,187,94,101,4,4
1811,1191553426,300,195,105,105,8,205,103,103,4,4
1812,1594757901,300,194,106,106,8,209,105,108,4,4
1813,1569451312,300,191,109,109,8,195,98,103,4,4
1814,560114113,300,181,119,119,8,219,110,119,4,4
1815,1837334483,300,188,112,112,8,193,97,103,4,4
1816,279660071,300,194,106,106,8,209,105,110,4,4
1817,483579980,300,190,110,110,8,201,101,106,4,4
1818,189614826,300,196,104,104,8,193,97,101,4,4
1819,1553807576,300,194,106,106,8,211,106,113,4,4
1820,1261249934,300,185,115,115,8,213,107,114,4,4
1821,1099396300,300,197,103,103,8,205,103,107,4,4
1822,732491561,300,190,110,110,8,191,96,101,4,4
1823,1259649933,300,190,110,110,8,189,95,97,4,4
1824,74105057,300,187,113,113,8,181,91,91,4,4
1825,1365401995,300,190,110,110,8,183,92,93,4,4
1826,2112920014,300,194,106,106,8,169,85,89,4,4
1827,2138484116,300,191,109,109,8,169,85,88,4,4
1828,444174712,300,185,115,115,8,195,98,102,4,4
1829,158735247,300,195,105,105,8,227,114,118,4,4
1830,836738750,300,192,108,108,8,215,108,110,4,4
1831,214226340,300,187,113,113,8,215,108,110,4,4
1832,1654922453,300,200,100,100,8,173,87,92,4,4
1833,649344124,300,184,116,116,8,191,96,98,4,4
1834,1707115067,300,183,117,117,8,221,111,114,4,4
1835,290154225,300,208,92,92,8,205,103,106,4,4
1836,244684705,300,194,106,106,8,219,110,111,4,4
1837,1548205312,300,199,101,101,8,189,95,100,4,4
1838,1805632202,300,197,103,103,8,183,92,94,4,4
1839,201082884,300,195,105,105,8,209,105,106,4,4
1840,2066735905,300,181,119,119,8,173,87,91,4,4
1841,1732987288,300,188,112,112,8,195,98,104,4,4
1842,1193184334,300,191,109,109,8,197,99,105,4,4
1843,1441400822,300,190,110,110,8,203,102,107,4,4
1844,2026022860,300,188,112,112,8,223,112,116,4,4
1845,724438369,300,195,105,105,8,181,91,98,4,4
1846,1956248345,300,191,109,109,8,207,104,111,4,4
1847,1097282848,300,193,107,107,8,211,106,110,4,4
1848,100270924,300,186,114,114,8,199,100,103,4,4
1849,1955373446,300,193,107,107,8,201,101,103,4,4
1850,1668106580,300,202,98,98,8,221,111,119,4,4
1851,1491344027,300,195,105,105,8,201,101,103,4,4
1852,637386032,300,190,110,110,8,167,84,86,4,4
1853,953956028,300,179,121,121,8,175,88,89,4,4
1854,980618419,300,185,115,115,8,199,100,108,4,4
1855,1766128411,300,194,106,106,8,207,104,112,4,4
1856,2012112482,300,183,117,117,8,177,89,97,4,4
1857,693187457,300,185,115,115,8,227,114,118,4,4
1858,997378287,300,193,107,107,8,221,111,120,4,4
1859,212967719,300,188,112,112,8,185,93,95,4,4
1860,678365076,300,190,110,110,8,215,108,113,4,4
1861,966781916,300,193,107,107,8,213,107,111,4,4
1862,516908380,300,190,110,110,8,193,97,100,4,4
1863,1565099905,300,184,116,116,8,197,99,101,4,4
1864,698449665,300,192,108,108,8,187,94,98,4,4
1865,2023611261,300,197,103,103,8,185,93,100,4,4
1866,672089348,300,177,123,123,8,165,83,84,4,4
1867,873943312,300,198,102,102,8,209,105,106,4,4
1868,1218500328,300,193,107,107,8,213,107,113,4,4
1869,1878991372,300,195,105,105,8,165,83,86,4,4
1870,984373344,300,179,121,121,8,219,110,111,4,4
1871,680332956,300,189,111,111,8,213,107,109,4,4
1872,1219682636,300,189,111,111,8,197,99,102,4,4
1873,1939010068,300,194,106,106,8,199,100,106,4,4
1874,515654576,300,186,114,114,8,175,88,92,4,4
1875,1679377471,300,181,119,119,8,233,117,119,4,4
1876,1304925244,300,184,116,116,8,219,110,117,4,4
1877,1879562794,300,198,102,102,8,237,119,123,4,4
1878,947783292,300,187,113,113,8,175,88,90,4,4
1879,154578584,300,186,114,114,8,167,84,88,4,4
1880,1792369942,300,200,100,100,8,193,97,103,4,4
1881,1892688240,300,187,113,113,8,163,82,86,4,4
1882,436559619,300,193,107,107,8,195,98,101,4,4
1883,141743960,300,188,112,112,8,203,102,107,4,4
1884,1852876947,300,198,102,102,8,207,104,107,4,4
1885,698998100,300,192,108,108,8,187,94,98,4,4
1886,1115739738,300,191,109,109,8,213,107,109,4,4
1887,1904046582,300,192,108,108,8,171,86,88,4,4
1888,1147643040,300,193,107,107,8,187,94,103,4,4
1889,2090251799,300,193,107,107,8,211,106,110,4,4
1890,578591339,300,182,118,118,8,173,87,92,4,4
1891,304444339,300,180,120,120,8,189,95,100,4,4
1892,542772048,300,192,108,108,8,215,108,109,4,4
1893,262173289,300,194,106,106,8,177,89,94,4,4
1894,2067112823,300,189,111,111,8,221,111,114,4,4
1895,1234616427,300,194,106,106,8,177,89,96,4,4
1896,586965003,300,196,104,104,8,199,100,109,4,4
1897,1320278716,300,182,118,118,8,219,110,113,4,4
1898,1249420661,300,192,108,108,8,207,104,108,4,4
1899,1402050861,300,191,109,109,8,179,90,91,4,4
1900,1520766418,300,193,107,107,8,201,101,105,4,4
1901,338275180,300,199,101,101,8,221,111,116,4,4
1902,526644550,300,182,118,118,8,185,93,100,4,4
1903,1999717624,300,200,100,100,8,197,99,105,4,4
1904,1217335802,300,196,104,104,8,167,84,87,4,4
1905,1629329790,300,192,108,108,8,215,108,118,4,4
1906,163854092,300,188,112,112,8,185,93,98,4,4
1907,1317337744,300,187,113,113,8,195,98,102,4,4
1908,711469497,300,188,112,112,8,199,100,103,4,4
1909,1018139692,300,194,106,106,8,211,106,111,4,4
1910,1143425241,300,194,106,106,8,215,108,111,4,4
1911,1951380769,300,184,116,116,8,181,91,93,4,4
1912,266154663,300,178,122,122,8,137,69,76,4,4
1913,1940728189,300,189,111,111,8,205,103,108,4,4
1914,1428326170,300,190,110,110,8,233,117,119,4,4
1915,916040518,300,194,106,106,8,169,85,89,4,4
1916,1653596386,300,181,119,119,8,197,99,107,4,4
1917,1807398711,300,190,110,110,8,171,86,88,4,4
1918,711666003,300,192,108,108,8,205,103,105,4,4
1919,1265901573,300,198,102,102,8,169,85,89,4,4
1920,1542760003,300,191,109,109,8,203,102,107,4,4
1921,1559490018,300,183,117,117,8,203,102,110,4,4
1922,1367077707,300,178,122,122,8,185,93,97,4,4
1923,1432800161,300,194,106,106,8,191,96,98,4,4
1924,813859123,300,191,109,109,8,197,99,102,4,4
1925,635063398,300,192,108,108,8,203,102,106,4,4
1926,57728287,300,196,104,104,8,199,100,104,4,4
1927,22988223,300,189,111,111,8,195,98,102,4,4
1928,1094701300,300,185,115,115,8,205,103,110,4,4
1929,1204408364,300,183,117,117,8,195,98,101,4,4
1930,1748405004,300,203,97,97,8,199,100,109,4,4
1931,816409526,300,191,109,109,8,229,115,118,4,4
1932,1663286975,300,187,113,113,8,205,103,104,4,4
1933,219275478,300,189,111,111,8,199,100,102,4,4
1934,333626526,300,190,110,110,8,193,97,101,4,4
1935,1289255397,300,178,122,122,8,189,95,102,4,4
1936,969469785,300,198,102,102,8,153,77,77,4,4
1937,258735494,300,186,114,114,8,177,89,95,4,4
1938,1813085235,300,192,108,108,8,185,93,96,4,4
1939,370581181,300,190,110,110,8,155,78,82,4,4
1940,1575714512,300,194,106,106,8,221,111,116,4,4
1941,1814299338,300,189,111,111,8,177,89,93,4,4
1942,110255565,300,188,112,112,8,163,82,87,4,4
1943,199485765,300,187,113,113,8,205,103,105,4,4
1944,491068891,300,184,116,116,8,199,100,103,4,4
1945,163809340,300,194,106,106,8,199,100,102,4,4
1946,1094655592,300,183,117,117,8,213,107,111,4,4
1947,667102372,300,185,115,115,8,213,107,109,4,4
1948,246332910,300,192,108,108,8,199,100,102,4,4
1949,605791312,300,201,99,99,8,181,91,93,4,4
1950,1906054114,300,189,111,111,8,197,99,101,4,4
1951,1045273511,300,193,107,107,8,157,79,83,4,4
1952,579683101,300,187,113,113,8,151,76,81,4,4
1953,1330371945,300,196,104,104,8,211,106,111,4,4
1954,259056221,300,191,109,109,8,197,99,103,4,4
1955,1771357573,300,201,99,99,8,193,97,102,4,4
1956,744624987,300,193,107,107,8,211,106,110,4,4
1957,320985962,300,190,110,110,8,213,107,111,4,4
1958,172519314,300,195,105,105,8,203,102,106,4,4
1959,1943558887,300,197,103,103,8,203,102,104,4,4
1960,1271305990,300,187,113,113,8,185,93,99,4,4
1961,1214930063,300,201,99,99,8,167,84,90,4,4
1962,1892613729,300,175,125,125,8,185,93,97,4,4
1963,1884252597,300,182,118,118,8,161,81,85,4,4
1964,492393136,300,192,108,108,8,167,84,86,4,4
1965,212937951,300,184,116,116,8,183,92,94,4,4
1966,595300353,300,182,118,118,8,159,80,83,4,4
1967,1228825673,300,187,113,113,8,221,111,115,4,4
1968,1742438893,300,188,112,112,8,193,97,101,4,4
1969,1097172575,300,197,103,103,8,173,87,87,4,4
1970,158652820,300,189,111,111,8,175,88,90,4,4
1971,817329185,300,184,116,116,8,193,97,104,4,4
1972,1677066898,300,190,110,110,8,185,93,95,4,4
1973,1855539667,300,192,108,108,8,177,89,95,4,4
1974,669033664,300,194,106,106,8,187,94,96,4,4
1975,2128895659,300,193,107,107,8,201,101,105,4,4
1976,2022319691,300,180,120,120,8,145,73,77,4,4
1977,187233512,300,189,111,111,8,217,109,111,4,4
1978,1561088410,300,178,122,122,8,183,92,98,4,4
1979,280469599,300,191,109,109,8,205,103,107,4,4
1980,300406182,300,190,110,110,8,169,85,91,4,4
1981,1336366275,300,178,122,122,8,185,93,98,4,4
1982,799930645,300,189,111,111,8,183,92,93,4,4
1983,1012809499,300,177,123,123,8,175,88,93,4,4
1984,1622783757,300,185,115,115,8,221,111,116,4,4
1985,176401821,300,186,114,114,8,233,117,124,4,4
1986,924507304,300,195,105,105,8,181,91,93,4,4
1987,1573591169,300,189,111,111,8,197,99,102,4,4
1988,1180272500,300,187,113,113,8,173,87,93,4,4
1989,683245980,300,188,112,112,8,157,79,84,4,4
1990,1933366068,300,190,110,110,8,195,98,100,4,4
1991,2072231480,300,191,109,109,8,147,74,74,4,4
1992,1281719220,300,191,109,109,8,201,101,106,4,4
1993,1840608312,300,193,107,107,8,161,81,85,4,4
1994,2030555525,300,195,105,105,8,235,118,120,4,4
1995,1688264665,300,192,108,108,8,193,97,102,4,4
1996,588858278,300,187,113,113,8,173,87,87,4,4
1997,1664981256,300,197,103,103,8,193,97,102,4,4
1998,55880834,300,199,101,101,8,185,93,96,4,4
1999,1869017569,300,192,108,108,8,189,95,98,4,4
2000,500177412,300,194,106,106,8,181,91,99,4,4
