tree_number,tree_seed,bootstrap_size,unique_inbag_rows,duplicate_draws,oob_rows,tree_depth,node_count,leaf_count,candidate_nodes,min_candidate_features,max_candidate_features
1,2080475133,300,186,114,114,8,187,94,101,4,4
2,283081582,300,186,114,114,8,189,95,103,4,4
3,1306443883,300,192,108,108,8,215,108,114,4,4
4,1854370050,300,186,114,114,8,199,100,103,4,4
5,186984852,300,182,118,118,8,197,99,102,4,4
6,151791703,300,192,108,108,8,177,89,97,4,4
7,697267176,300,202,98,98,8,199,100,105,4,4
8,1439647190,300,189,111,111,8,189,95,96,4,4
9,1815884522,300,197,103,103,8,205,103,104,4,4
10,1153781878,300,190,110,110,8,197,99,102,4,4
11,837506410,300,179,121,121,8,171,86,88,4,4
12,756812680,300,200,100,100,8,163,82,86,4,4
13,727558754,300,194,106,106,8,161,81,82,4,4
14,1115539565,300,194,106,106,8,179,90,93,4,4
15,292879976,300,199,101,101,8,227,114,121,4,4
16,630585633,300,189,111,111,8,217,109,115,4,4
17,127484524,300,190,110,110,8,211,106,109,4,4
18,2006805756,300,201,99,99,8,219,110,116,4,4
19,1152404996,300,187,113,113,8,191,96,101,4,4
20,503452606,300,188,112,112,8,211,106,105,4,4
21,1621435905,300,199,101,101,8,211,106,112,4,4
22,1559724822,300,193,107,107,8,213,107,111,4,4
23,1015779383,300,190,110,110,8,239,120,124,4,4
24,1167360970,300,199,101,101,8,195,98,101,4,4
25,806483547,300,183,117,117,8,199,100,101,4,4
26,125105104,300,191,109,109,8,201,101,103,4,4
27,76019640,300,191,109,109,8,203,102,108,4,4
28,1224632250,300,198,102,102,8,225,113,115,4,4
29,793093665,300,190,110,110,8,187,94,101,4,4
30,490615255,300,192,108,108,8,165,83,85,4,4
31,2087048944,300,189,111,111,8,207,104,108,4,4
32,1473413871,300,193,107,107,8,231,116,119,4,4
33,1627972974,300,179,121,121,8,179,90,94,4,4
34,208073067,300,186,114,114,8,201,101,105,4,4
35,1950307629,300,190,110,110,8,173,87,91,4,4
36,965911064,300,188,112,112,8,181,91,94,4,4
37,1850671904,300,190,110,110,8,231,116,121,4,4
38,1434938421,300,183,117,117,8,191,96,100,4,4
39,970571811,300,196,104,104,8,217,109,116,4,4
40,1827263427,300,188,112,112,8,177,89,95,4,4
41,1691313528,300,199,101,101,8,195,98,103,4,4
42,1515629031,300,191,109,109,8,183,92,95,4,4
43,1713186319,300,193,107,107,8,179,90,93,4,4
44,6032718,300,190,110,110,8,191,96,101,4,4
45,1133456350,300,190,110,110,8,221,111,114,4,4
46,9418468,300,182,118,118,8,191,96,101,4,4
47,1912862340,300,195,105,105,8,189,95,97,4,4
48,964906656,300,191,109,109,8,183,92,97,4,4
49,1667546682,300,189,111,111,8,187,94,102,4,4
50,245363152,300,200,100,100,8,189,95,99,4,4
51,1388783554,300,193,107,107,8,221,111,117,4,4
52,1775049012,300,199,101,101,8,169,85,90,4,4
53,1887426341,300,192,108,108,8,211,106,111,4,4
54,2017982632,300,187,113,113,8,203,102,109,4,4
55,683124458,300,192,108,108,8,185,93,96,4,4
56,709625880,300,184,116,116,8,225,113,117,4,4
57,1448648306,300,187,113,113,8,191,96,98,4,4
58,2052573699,300,198,102,102,8,167,84,88,4,4
59,535463303,300,188,112,112,8,201,101,102,4,4
60,1740890189,300,193,107,107,8,217,109,113,4,4
61,831077197,300,195,105,105,8,205,103,107,4,4
62,286107169,300,197,103,103,8,225,113,117,4,4
63,1779321666,300,198,102,102,8,201,101,105,4,4
64,623348538,300,181,119,119,8,167,84,87,4,4
65,369036425,300,189,111,111,8,199,100,106,4,4
66,2102707654,300,189,111,111,8,215,108,111,4,4
67,1242121868,300,189,111,111,8,179,90,95,4,4
68,1339435562,300,191,109,109,8,205,103,106,4,4
69,528022848,300,188,112,112,8,193,97,101,4,4
70,531671326,300,184,116,116,8,203,102,110,4,4
71,515225672,300,181,119,119,8,219,110,115,4,4
72,968874955,300,187,113,113,8,209,105,108,4,4
73,1657667076,300,189,111,111,8,193,97,105,4,4
74,292104856,300,188,112,112,8,197,99,101,4,4
75,1475009896,300,188,112,112,8,229,115,119,4,4
76,1056249235,300,185,115,115,8,197,99,99,4,4
77,533483482,300,195,105,105,8,165,83,85,4,4
78,1737127630,300,191,109,109,8,213,107,112,4,4
79,160076263,300,190,110,110,8,207,104,110,4,4
80,120162242,300,185,115,115,8,225,113,118,4,4
81,1562577394,300,189,111,111,8,201,101,104,4,4
82,1250717983,300,188,112,112,8,181,91,97,4,4
83,473338608,300,186,114,114,8,193,97,102,4,4
84,381172556,300,190,110,110,8,223,112,117,4,4
85,1902319116,300,208,92,92,8,207,104,111,4,4
86,2047977056,300,184,116,116,8,217,109,113,4,4
87,603351228,300,198,102,102,8,185,93,94,4,4
88,889072322,300,193,107,107,8,181,91,100,4,4
89,908824264,300,192,108,108,8,217,109,116,4,4
90,756401163,300,194,106,106,8,215,108,113,4,4
91,574784536,300,192,108,108,8,181,91,99,4,4
92,664078283,300,194,106,106,8,157,79,84,4,4
93,845164302,300,193,107,107,8,199,100,104,4,4
94,330216770,300,188,112,112,8,201,101,103,4,4
95,1350428117,300,185,115,115,8,181,91,93,4,4
96,1331720459,300,198,102,102,8,219,110,114,4,4
97,1781158587,300,195,105,105,8,189,95,96,4,4
98,2061214080,300,188,112,112,8,207,104,108,4,4
99,1406640234,300,186,114,114,8,181,91,94,4,4
100,1602294872,300,184,116,116,8,169,85,84,4,4
101,266789518,300,186,114,114,8,195,98,98,4,4
102,934677421,300,194,106,106,8,183,92,99,4,4
103,701605425,300,182,118,118,8,163,82,86,4,4
104,728514239,300,185,115,115,8,199,100,105,4,4
105,143709045,300,183,117,117,8,193,97,99,4,4
106,1839783448,300,192,108,108,8,219,110,114,4,4
107,1678764594,300,185,115,115,8,185,93,100,4,4
108,438700436,300,184,116,116,8,191,96,100,4,4
109,2012950068,300,178,122,122,8,201,101,102,4,4
110,1017378547,300,185,115,115,8,187,94,98,4,4
111,1150731944,300,196,104,104,8,191,96,101,4,4
112,401237647,300,195,105,105,8,175,88,91,4,4
113,1563616906,300,183,117,117,8,173,87,91,4,4
114,1699632412,300,191,109,109,8,229,115,123,4,4
115,728935679,300,192,108,108,8,209,105,113,4,4
116,1353242053,300,192,108,108,8,173,87,88,4,4
117,166394203,300,190,110,110,8,189,95,97,4,4
118,959391048,300,192,108,108,8,219,110,113,4,4
119,1412140315,300,185,115,115,8,219,110,115,4,4
120,1005210434,300,204,96,96,8,175,88,93,4,4
121,1399816891,300,198,102,102,8,213,107,109,4,4
122,1573707116,300,185,115,115,8,221,111,115,4,4
123,1699359068,300,187,113,113,8,239,120,127,4,4
124,1664973564,300,185,115,115,8,213,107,113,4,4
125,1701672142,300,189,111,111,8,183,92,93,4,4
126,410912124,300,190,110,110,8,201,101,107,4,4
127,549059542,300,189,111,111,8,189,95,101,4,4
128,480853468,300,187,113,113,8,213,107,110,4,4
129,303261232,300,192,108,108,8,203,102,104,4,4
130,1693394676,300,189,111,111,8,197,99,103,4,4
131,1654598623,300,180,120,120,8,203,102,107,4,4
132,1853500241,300,180,120,120,8,173,87,86,4,4
133,1355855222,300,190,110,110,8,227,114,119,4,4
134,246439918,300,193,107,107,8,183,92,102,4,4
135,632237933,300,179,121,121,8,193,97,101,4,4
136,467159648,300,190,110,110,8,197,99,106,4,4
137,1431282926,300,199,101,101,8,211,106,109,4,4
138,1520343140,300,195,105,105,8,179,90,96,4,4
139,684231679,300,192,108,108,8,183,92,97,4,4
140,1496516027,300,178,122,122,8,181,91,94,4,4
141,113372749,300,190,110,110,8,203,102,106,4,4
142,28770113,300,192,108,108,8,169,85,89,4,4
143,652367326,300,185,115,115,8,195,98,102,4,4
144,833702569,300,182,118,118,8,165,83,86,4,4
145,1516692612,300,179,121,121,8,193,97,100,4,4
146,1389953897,300,195,105,105,8,207,104,108,4,4
147,1697640914,300,189,111,111,8,197,99,102,4,4
148,1780563752,300,199,101,101,8,185,93,97,4,4
149,1097974259,300,183,117,117,8,181,91,94,4,4
150,1684978739,300,200,100,100,8,223,112,114,4,4
151,2080919674,300,193,107,107,8,219,110,114,4,4
152,924169503,300,186,114,114,8,201,101,107,4,4
153,1288952199,300,191,109,109,8,197,99,103,4,4
154,597891161,300,192,108,108,8,185,93,96,4,4
155,1786142917,300,190,110,110,8,203,102,108,4,4
156,772534268,300,177,123,123,8,203,102,109,4,4
157,781200318,300,189,111,111,8,199,100,107,4,4
158,563583507,300,189,111,111,8,211,106,110,4,4
159,924122000,300,187,113,113,8,221,111,114,4,4
160,324685640,300,188,112,112,8,191,96,96,4,4
161,2135002313,300,194,106,106,8,167,84,91,4,4
162,709817834,300,183,117,117,8,163,82,84,4,4
163,1222904904,300,191,109,109,8,199,100,102,4,4
164,192857882,300,197,103,103,8,201,101,109,4,4
165,2135754621,300,190,110,110,8,219,110,112,4,4
166,998774326,300,193,107,107,8,219,110,114,4,4
167,18633225,300,190,110,110,8,185,93,97,4,4
168,775745026,300,195,105,105,8,219,110,115,4,4
169,764995008,300,187,113,113,8,197,99,100,4,4
170,1597110237,300,190,110,110,8,195,98,103,4,4
171,1374636621,300,193,107,107,8,227,114,116,4,4
172,2141928350,300,191,109,109,8,185,93,95,4,4
173,1018675838,300,194,106,106,8,195,98,101,4,4
174,230687880,300,187,113,113,8,211,106,113,4,4
175,1169461568,300,193,107,107,8,177,89,91,4,4
176,631482000,300,187,113,113,8,223,112,112,4,4
177,1580739763,300,200,100,100,8,217,109,112,4,4
178,28240884,300,186,114,114,8,207,104,105,4,4
179,1735372354,300,189,111,111,8,215,108,111,4,4
180,1311345552,300,196,104,104,8,221,111,115,4,4
181,165491922,300,198,102,102,8,193,97,99,4,4
182,1327377621,300,182,118,118,8,219,110,115,4,4
183,1474679151,300,195,105,105,8,219,110,113,4,4
184,1086946656,300,195,105,105,8,179,90,94,4,4
185,48247317,300,198,102,102,8,177,89,95,4,4
186,1014897446,300,196,104,104,8,209,105,106,4,4
187,1054956724,300,192,108,108,8,225,113,119,4,4
188,1313001925,300,195,105,105,8,199,100,103,4,4
189,348960861,300,190,110,110,8,181,91,93,4,4
190,726605000,300,181,119,119,8,187,94,96,4,4
191,2020970890,300,186,114,114,8,211,106,111,4,4
192,1989091103,300,188,112,112,8,197,99,101,4,4
193,359756817,300,196,104,104,8,193,97,106,4,4
194,1419643550,300,182,118,118,8,171,86,90,4,4
195,1142057561,300,194,106,106,8,235,118,123,4,4
196,1333551179,300,191,109,109,8,189,95,101,4,4
197,368744667,300,183,117,117,8,219,110,117,4,4
198,1538179694,300,193,107,107,8,205,103,108,4,4
199,517278564,300,188,112,112,8,231,116,117,4,4
200,1621855892,300,194,106,106,8,169,85,90,4,4
201,524606628,300,198,102,102,8,215,108,110,4,4
202,602397388,300,197,103,103,8,209,105,108,4,4
203,2021461031,300,184,116,116,8,213,107,113,4,4
204,2145255742,300,196,104,104,8,195,98,106,4,4
205,628140147,300,184,116,116,8,183,92,93,4,4
206,527225341,300,190,110,110,8,201,101,110,4,4
207,334404185,300,203,97,97,8,241,121,126,4,4
208,892113779,300,185,115,115,8,197,99,101,4,4
209,1325868752,300,190,110,110,8,163,82,83,4,4
210,1561291628,300,190,110,110,8,197,99,104,4,4
211,1847346854,300,203,97,97,8,189,95,97,4,4
212,1936978357,300,195,105,105,8,179,90,93,4,4
213,1384324209,300,186,114,114,8,201,101,108,4,4
214,274110439,300,188,112,112,8,197,99,105,4,4
215,504015282,300,194,106,106,8,209,105,112,4,4
216,1249425837,300,184,116,116,8,209,105,109,4,4
217,373311192,300,198,102,102,8,179,90,95,4,4
218,884784024,300,185,115,115,8,197,99,103,4,4
219,68431405,300,196,104,104,8,191,96,99,4,4
220,920088520,300,195,105,105,8,177,89,95,4,4
221,1246305004,300,189,111,111,8,219,110,116,4,4
222,1193268642,300,196,104,104,8,175,88,90,4,4
223,906715985,300,200,100,100,8,209,105,112,4,4
224,680468236,300,198,102,102,8,207,104,107,4,4
225,794698956,300,193,107,107,8,199,100,106,4,4
226,450555828,300,185,115,115,8,159,80,87,4,4
227,1587123774,300,184,116,116,8,197,99,100,4,4
228,1134236800,300,196,104,104,8,223,112,119,4,4
229,1478124454,300,192,108,108,8,197,99,102,4,4
230,2095027856,300,189,111,111,8,177,89,93,4,4
231,1380317435,300,186,114,114,8,195,98,102,4,4
232,2029474982,300,190,110,110,8,229,115,120,4,4
233,874434294,300,187,113,113,8,183,92,94,4,4
234,138872622,300,189,111,111,8,193,97,103,4,4
235,1512195768,300,196,104,104,8,231,116,120,4,4
236,131582549,300,184,116,116,8,203,102,105,4,4
237,1467765637,300,183,117,117,8,199,100,105,4,4
238,712986256,300,186,114,114,8,173,87,90,4,4
239,1374001221,300,195,105,105,8,197,99,100,4,4
240,246996250,300,194,106,106,8,171,86,94,4,4
241,404290959,300,193,107,107,8,197,99,104,4,4
242,858302295,300,196,104,104,8,217,109,115,4,4
243,416283584,300,191,109,109,8,215,108,114,4,4
244,2088198850,300,195,105,105,8,169,85,86,4,4
245,963584149,300,189,111,111,8,205,103,108,4,4
246,1036188276,300,185,115,115,8,201,101,106,4,4
247,1468134410,300,194,106,106,8,213,107,110,4,4
248,718683696,300,192,108,108,8,197,99,103,4,4
249,2110283613,300,190,110,110,8,197,99,103,4,4
250,1371423884,300,199,101,101,8,199,100,104,4,4
251,884856342,300,198,102,102,8,231,116,123,4,4
252,1886722137,300,197,103,103,8,171,86,92,4,4
253,1017271045,300,180,120,120,8,169,85,92,4,4
254,525204112,300,180,120,120,8,157,79,83,4,4
255,2019871539,300,180,120,120,8,195,98,103,4,4
256,2019277030,300,183,117,117,8,193,97,103,4,4
257,1878862328,300,192,108,108,8,161,81,85,4,4
258,1802292675,300,204,96,96,8,221,111,116,4,4
259,1712602176,300,198,102,102,8,203,102,105,4,4
260,2115463554,300,184,116,116,8,181,91,97,4,4
261,410015780,300,196,104,104,8,213,107,111,4,4
262,746958809,300,190,110,110,8,195,98,100,4,4
263,2073362723,300,189,111,111,8,165,83,88,4,4
264,1715481836,300,195,105,105,8,195,98,99,4,4
265,365924810,300,184,116,116,8,217,109,115,4,4
266,1683101281,300,194,106,106,8,201,101,112,4,4
267,1896951716,300,181,119,119,8,175,88,95,4,4
268,447480457,300,199,101,101,8,177,89,91,4,4
269,149676378,300,190,110,110,8,181,91,95,4,4
270,1074233564,300,194,106,106,8,193,97,100,4,4
271,800829184,300,192,108,108,8,175,88,93,4,4
272,295977575,300,184,116,116,8,169,85,88,4,4
273,1062737157,300,183,117,117,8,189,95,96,4,4
274,1620792703,300,189,111,111,8,185,93,96,4,4
275,1059393814,300,197,103,103,8,167,84,83,4,4
276,918207152,300,181,119,119,8,199,100,106,4,4
277,1503053150,300,188,112,112,8,199,100,106,4,4
278,1548354829,300,181,119,119,8,219,110,114,4,4
279,1277224101,300,187,113,113,8,177,89,94,4,4
280,370680701,300,187,113,113,8,169,85,89,4,4
281,1143579903,300,194,106,106,8,217,109,112,4,4
282,1535138083,300,192,108,108,8,203,102,109,4,4
283,631047990,300,192,108,108,8,153,77,78,4,4
284,597576495,300,188,112,112,8,195,98,101,4,4
285,1556323234,300,176,124,124,8,225,113,116,4,4
286,2130704409,300,190,110,110,8,209,105,106,4,4
287,1108401942,300,195,105,105,8,221,111,112,4,4
288,434452019,300,189,111,111,8,203,102,109,4,4
289,34627320,300,180,120,120,8,201,101,106,4,4
290,206555526,300,179,121,121,8,183,92,96,4,4
291,910199462,300,205,95,95,8,175,88,91,4,4
292,1602743425,300,192,108,108,8,157,79,83,4,4
293,10553560,300,197,103,103,8,173,87,88,4,4
294,1518386967,300,187,113,113,8,189,95,102,4,4
295,292090876,300,190,110,110,8,169,85,87,4,4
296,1297506334,300,198,102,102,8,167,84,87,4,4
297,1168625375,300,195,105,105,8,205,103,107,4,4
298,405521394,300,182,118,118,8,203,102,106,4,4
299,245665774,300,187,113,113,8,167,84,90,4,4
300,1567787819,300,190,110,110,8,189,95,95,4,4
301,1753222145,300,198,102,102,8,205,103,107,4,4
302,1555672311,300,191,109,109,8,181,91,97,4,4
303,2145487581,300,180,120,120,8,219,110,110,4,4
304,936969866,300,192,108,108,8,195,98,103,4,4
305,460963707,300,196,104,104,8,215,108,112,4,4
306,232048855,300,188,112,112,8,205,103,103,4,4
307,536529453,300,190,110,110,8,187,94,100,4,4
308,707217909,300,189,111,111,8,195,98,103,4,4
309,1244105446,300,193,107,107,8,209,105,110,4,4
310,375330107,300,187,113,113,8,191,96,98,4,4
311,1288553191,300,184,116,116,8,175,88,92,4,4
312,229640776,300,200,100,100,8,219,110,115,4,4
313,1768552662,300,185,115,115,8,205,103,105,4,4
314,1551749918,300,189,111,111,8,191,96,101,4,4
315,843117728,300,187,113,113,8,191,96,104,4,4
316,1006042032,300,188,112,112,8,183,92,96,4,4
317,1979894014,300,179,121,121,8,203,102,108,4,4
318,1663890437,300,190,110,110,8,215,108,114,4,4
319,234382387,300,205,95,95,8,213,107,110,4,4
320,1028731136,300,201,99,99,8,191,96,99,4,4
321,778967177,300,186,114,114,8,207,104,109,4,4
322,1374267931,300,189,111,111,8,205,103,106,4,4
323,1121279698,300,182,118,118,8,191,96,104,4,4
324,1192223467,300,189,111,111,8,193,97,99,4,4
325,2027659291,300,189,111,111,8,177,89,89,4,4
326,1944673737,300,187,113,113,8,155,78,80,4,4
327,1295576474,300,189,111,111,8,181,91,94,4,4
328,2147292070,300,192,108,108,8,183,92,95,4,4
329,156414432,300,187,113,113,8,209,105,111,4,4
330,1951822143,300,188,112,112,8,229,115,118,4,4
331,29660377,300,191,109,109,8,183,92,98,4,4
332,1407323018,300,183,117,117,8,175,88,93,4,4
333,1391584722,300,190,110,110,8,199,100,102,4,4
334,665253972,300,188,112,112,8,193,97,103,4,4
335,1319424432,300,188,112,112,8,205,103,110,4,4
336,1108505315,300,192,108,108,8,213,107,112,4,4
337,447575868,300,201,99,99,8,217,109,114,4,4
338,1149795081,300,197,103,103,8,229,115,119,4,4
339,1113670315,300,186,114,114,8,195,98,102,4,4
340,2041679397,300,194,106,106,8,201,101,104,4,4
341,255592404,300,173,127,127,8,205,103,106,4,4
342,159900719,300,189,111,111,8,193,97,102,4,4
343,1796327445,300,189,111,111,8,205,103,107,4,4
344,1789590529,300,175,125,125,8,191,96,99,4,4
345,2138585152,300,196,104,104,8,199,100,107,4,4
346,1654381117,300,190,110,110,8,153,77,84,4,4
347,709574206,300,193,107,107,8,195,98,101,4,4
348,545930282,300,183,117,117,8,173,87,93,4,4
349,949213265,300,182,118,118,8,169,85,86,4,4
350,1880490725,300,182,118,118,8,191,96,99,4,4
351,1323780825,300,181,119,119,8,213,107,112,4,4
352,994195897,300,182,118,118,8,197,99,102,4,4
353,1738521889,300,195,105,105,8,185,93,97,4,4
354,393927666,300,186,114,114,8,195,98,101,4,4
355,308235401,300,201,99,99,8,193,97,103,4,4
356,416407947,300,193,107,107,8,191,96,98,4,4
357,1496258765,300,193,107,107,8,191,96,102,4,4
358,1336121055,300,189,111,111,8,191,96,100,4,4
359,687953353,300,194,106,106,8,187,94,95,4,4
360,1327062208,300,185,115,115,8,169,85,92,4,4
361,374123240,300,192,108,108,8,215,108,108,4,4
362,1001011554,300,181,119,119,8,223,112,115,4,4
363,1667178436,300,191,109,109,8,207,104,106,4,4
364,730915151,300,183,117,117,8,209,105,111,4,4
365,1312488289,300,193,107,107,8,201,101,105,4,4
366,474568410,300,194,106,106,8,215,108,109,4,4
367,1824227217,300,193,107,107,8,171,86,89,4,4
368,287784690,300,192,108,108,8,189,95,96,4,4
369,926572667,300,191,109,109,8,213,107,112,4,4
370,1887790059,300,190,110,110,8,177,89,92,4,4
371,22158915,300,186,114,114,8,169,85,90,4,4
372,1459951645,300,193,107,107,8,201,101,106,4,4
373,1948718251,300,188,112,112,8,207,104,107,4,4
374,1159751101,300,189,111,111,8,153,77,80,4,4
375,573243915,300,191,109,109,8,215,108,110,4,4
376,1006972042,300,193,107,107,8,205,103,106,4,4
377,970831277,300,206,94,94,8,213,107,111,4,4
378,1884770544,300,183,117,117,8,203,102,107,4,4
379,730709632,300,192,108,108,8,205,103,107,4,4
380,1155283752,300,201,99,99,8,189,95,100,4,4
381,2074067292,300,194,106,106,8,195,98,101,4,4
382,394611196,300,184,116,116,8,223,112,116,4,4
383,605657005,300,189,111,111,8,219,110,114,4,4
384,1612798113,300,202,98,98,8,201,101,108,4,4
385,485506614,300,190,110,110,8,225,113,115,4,4
386,75599496,300,194,106,106,8,197,99,101,4,4
387,1131205999,300,191,109,109,8,207,104,107,4,4
388,1900046294,300,193,107,107,8,219,110,113,4,4
389,518899473,300,189,111,111,8,183,92,94,4,4
390,422923786,300,186,114,114,8,185,93,97,4,4
391,562727030,300,192,108,108,8,165,83,85,4,4
392,1525256107,300,189,111,111,8,173,87,90,4,4
393,1658020398,300,191,109,109,8,179,90,94,4,4
394,690199847,300,197,103,103,8,167,84,89,4,4
395,1320381974,300,198,102,102,8,181,91,94,4,4
396,281385191,300,189,111,111,8,185,93,96,4,4
397,1255193151,300,187,113,113,8,177,89,95,4,4
398,1393193811,300,191,109,109,8,201,101,104,4,4
399,2135457045,300,197,103,103,8,177,89,91,4,4
400,1785410518,300,194,106,106,8,235,118,122,4,4
401,1873698526,300,182,118,118,8,211,106,111,4,4
402,1354638856,300,193,107,107,8,209,105,109,4,4
403,1961724216,300,188,112,112,8,189,95,102,4,4
404,205435164,300,189,111,111,8,215,108,112,4,4
405,1797826725,300,193,107,107,8,179,90,92,4,4
406,1009364921,300,187,113,113,8,169,85,90,4,4
407,1299115662,300,186,114,114,8,213,107,112,4,4
408,21038532,300,187,113,113,8,199,100,105,4,4
409,654455039,300,192,108,108,8,179,90,93,4,4
410,1249165173,300,193,107,107,8,173,87,88,4,4
411,622789965,300,195,105,105,8,177,89,93,4,4
412,261178613,300,189,111,111,8,167,84,88,4,4
413,154996764,300,185,115,115,8,221,111,116,4,4
414,1598849399,300,182,118,118,8,197,99,104,4,4
415,886131245,300,185,115,115,8,179,90,95,4,4
416,519955011,300,189,111,111,8,203,102,107,4,4
417,2030275604,300,203,97,97,8,237,119,122,4,4
418,263700927,300,186,114,114,8,217,109,112,4,4
419,939950369,300,199,101,101,8,191,96,98,4,4
420,979421480,300,192,108,108,8,161,81,91,4,4
421,1213849570,300,190,110,110,8,185,93,97,4,4
422,1315610131,300,194,106,106,8,173,87,92,4,4
423,225006943,300,186,114,114,8,179,90,96,4,4
424,84229543,300,197,103,103,8,189,95,104,4,4
425,31048333,300,184,116,116,8,171,86,92,4,4
426,1756238484,300,193,107,107,8,231,116,122,4,4
427,809157231,300,182,118,118,8,145,73,77,4,4
428,1061999590,300,197,103,103,8,201,101,104,4,4
429,17818467,300,181,119,119,8,217,109,112,4,4
430,2031545128,300,186,114,114,8,209,105,112,4,4
431,242192599,300,192,108,108,8,225,113,118,4,4
432,594179520,300,191,109,109,8,207,104,109,4,4
433,46506269,300,187,113,113,8,197,99,100,4,4
434,1302764240,300,196,104,104,8,203,102,105,4,4
435,2049961737,300,190,110,110,8,213,107,110,4,4
436,2070500688,300,186,114,114,8,207,104,107,4,4
437,715601980,300,192,108,108,8,203,102,106,4,4
438,1152509304,300,190,110,110,8,175,88,94,4,4
439,143952774,300,185,115,115,8,181,91,96,4,4
440,1831456505,300,189,111,111,8,181,91,96,4,4
441,2131830987,300,191,109,109,8,201,101,103,4,4
442,1014720905,300,185,115,115,8,171,86,87,4,4
443,293542573,300,193,107,107,8,215,108,112,4,4
444,714509579,300,191,109,109,8,185,93,98,4,4
445,2025790314,300,194,106,106,8,173,87,88,4,4
446,525726766,300,196,104,104,8,213,107,110,4,4
447,253564493,300,187,113,113,8,207,104,107,4,4
448,643286070,300,187,113,113,8,217,109,116,4,4
449,1084900856,300,191,109,109,8,201,101,106,4,4
450,2041507351,300,183,117,117,8,199,100,101,4,4
451,1169466618,300,185,115,115,8,183,92,94,4,4
452,666773873,300,192,108,108,8,223,112,114,4,4
453,795164994,300,189,111,111,8,179,90,94,4,4
454,296637932,300,176,124,124,8,215,108,110,4,4
455,1058452856,300,182,118,118,8,169,85,84,4,4
456,83547073,300,188,112,112,8,185,93,99,4,4
457,122976297,300,188,112,112,8,191,96,101,4,4
458,1605947213,300,187,113,113,8,219,110,116,4,4
459,1641279431,300,190,110,110,8,205,103,103,4,4
460,1484552228,300,184,116,116,8,201,101,105,4,4
461,937555677,300,197,103,103,8,199,100,103,4,4
462,2071996737,300,183,117,117,8,173,87,91,4,4
463,1313407927,300,190,110,110,8,185,93,99,4,4
464,1654922848,300,188,112,112,8,189,95,99,4,4
465,1862316469,300,191,109,109,8,201,101,106,4,4
466,1945532817,300,189,111,111,8,187,94,98,4,4
467,2047268288,300,201,99,99,8,159,80,83,4,4
468,385240218,300,185,115,115,8,191,96,99,4,4
469,2118928950,300,179,121,121,8,191,96,99,4,4
470,1258301263,300,198,102,102,8,223,112,121,4,4
471,866250539,300,193,107,107,8,203,102,105,4,4
472,456654605,300,182,118,118,8,193,97,101,4,4
473,440843996,300,186,114,114,8,199,100,104,4,4
474,675819611,300,182,118,118,8,167,84,89,4,4
475,585747617,300,194,106,106,8,167,84,90,4,4
476,137888518,300,199,101,101,8,231,116,126,4,4
477,1481581436,300,207,93,93,8,219,110,116,4,4
478,1724460290,300,194,106,106,8,217,109,115,4,4
479,1859667425,300,192,108,108,8,199,100,103,4,4
480,1101172811,300,189,111,111,8,205,103,109,4,4
481,1064591052,300,189,111,111,8,201,101,106,4,4
482,2104108512,300,192,108,108,8,199,100,107,4,4
483,1095572053,300,199,101,101,8,227,114,118,4,4
484,96852946,300,189,111,111,8,209,105,109,4,4
485,894000134,300,185,115,115,8,179,90,95,4,4
486,1228949096,300,190,110,110,8,183,92,95,4,4
487,385040402,300,184,116,116,8,215,108,110,4,4
488,332325084,300,180,120,120,8,201,101,105,4,4
489,2045349826,300,194,106,106,8,205,103,107,4,4
490,1516049961,300,185,115,115,8,217,109,111,4,4
491,164346209,300,182,118,118,8,189,95,100,4,4
492,809565564,300,192,108,108,8,185,93,94,4,4
493,885007117,300,200,100,100,8,189,95,97,4,4
494,1404444275,300,198,102,102,8,185,93,97,4,4
495,1394647452,300,197,103,103,8,217,109,113,4,4
496,25904448,300,185,115,115,8,197,99,102,4,4
497,215062481,300,183,117,117,8,193,97,101,4,4
498,627168500,300,193,107,107,8,149,75,79,4,4
499,1945752340,300,189,111,111,8,203,102,107,4,4
500,1111319440,300,180,120,120,8,167,84,89,4,4
501,215753072,300,180,120,120,8,177,89,94,4,4
502,9173408,300,197,103,103,8,197,99,102,4,4
503,1373734048,300,186,114,114,8,189,95,97,4,4
504,679429892,300,191,109,109,8,211,106,109,4,4
505,1863975434,300,191,109,109,8,201,101,104,4,4
506,1196379682,300,192,108,108,8,155,78,84,4,4
507,1183042398,300,190,110,110,8,221,111,114,4,4
508,783238913,300,189,111,111,8,177,89,95,4,4
509,1157865149,300,191,109,109,8,185,93,95,4,4
510,783014677,300,195,105,105,8,191,96,99,4,4
511,1959948834,300,191,109,109,8,191,96,100,4,4
512,107497775,300,190,110,110,8,213,107,111,4,4
513,1543548741,300,191,109,109,8,193,97,103,4,4
514,551312502,300,184,116,116,8,181,91,92,4,4
515,617314096,300,191,109,109,8,177,89,95,4,4
516,1465279763,300,187,113,113,8,207,104,108,4,4
517,923216847,300,188,112,112,8,161,81,84,4,4
518,166556167,300,191,109,109,8,189,95,98,4,4
519,593923852,300,178,122,122,8,213,107,110,4,4
520,692448263,300,188,112,112,8,205,103,108,4,4
521,2050031562,300,185,115,115,8,219,110,113,4,4
522,934778605,300,187,113,113,8,187,94,97,4,4
523,158426077,300,188,112,112,8,175,88,90,4,4
524,512158430,300,191,109,109,8,197,99,105,4,4
