model,optional_terms,n_optional_terms,fold,log_loss,auc,accuracy,f1
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,9,0.569702007524586,0.760845383759733,0.6666666666666666,0.6551724137931034
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,9,0.5973372681742403,0.767519466073415,0.6833333333333333,0.6545454545454545
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,9,0.5684678440765255,0.7597330367074526,0.65,0.6557377049180327
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,9,0.5728623956592267,0.7597330367074527,0.65,0.6440677966101694
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,9,0.5995939297563371,0.7597330367074527,0.7166666666666667,0.6792452830188679
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,9,0.5449179364844166,0.7819799777530589,0.6833333333333333,0.6779661016949152
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,9,0.5472613263436711,0.7686318131256952,0.6666666666666666,0.6551724137931034
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,9,0.5542619535592518,0.7753058954393771,0.65,0.6440677966101694
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,9,0.5951798885803948,0.746384872080089,0.7,0.6785714285714286
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,9,0.5962902111307249,0.7675194660734149,0.7166666666666667,0.7017543859649122
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,9,0.552555796925632,0.7697441601779755,0.7166666666666667,0.7017543859649122
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,9,0.5885222945329419,0.7730812013348165,0.7166666666666667,0.7017543859649122
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,9,0.553054535077181,0.7675194660734148,0.7,0.6896551724137931
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,9,0.5601266353010654,0.7664071190211345,0.6666666666666666,0.6774193548387096
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,9,0.5912518147098568,0.7741935483870968,0.7333333333333333,0.7142857142857143
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,9,0.5375876954398041,0.7842046718576196,0.7166666666666667,0.7017543859649122
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,9,0.5422359302114622,0.7830923248053393,0.6666666666666666,0.6666666666666666
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,9,0.5490470247348334,0.7719688542825361,0.6666666666666666,0.6774193548387096
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,9,0.6021613685813221,0.7541713014460512,0.7166666666666667,0.6792452830188679
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,9,0.5648270765170468,0.7619577308120133,0.7,0.6896551724137931
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,9,0.5659009105710732,0.7586206896551725,0.6666666666666666,0.6551724137931034
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,9,0.5661423745013499,0.760845383759733,0.65,0.6440677966101694
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,9,0.5416093906484878,0.7775305895439377,0.6666666666666666,0.6551724137931034
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,9,0.5927515456264473,0.7708565072302558,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,9,0.5491396824677158,0.7675194660734149,0.7166666666666667,0.7017543859649122
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,9,0.5530067123832657,0.775305895439377,0.6666666666666666,0.6666666666666666
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,9,0.5534966757617465,0.7697441601779755,0.6666666666666666,0.6774193548387096
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,9,0.536112963868134,0.7897664071190211,0.6666666666666666,0.6666666666666666
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,9,0.5596241711523734,0.764182424916574,0.65,0.631578947368421
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,9,0.5465927455306309,0.7775305895439377,0.6666666666666666,0.6666666666666666
main effects only,none,0,10,0.6456070542686498,0.6729699666295884,0.5166666666666667,0.4528301886792453
main + x1_sq,x1_sq,1,10,0.6427101172566699,0.6685205784204672,0.65,0.6666666666666666
main + x2_sq,x2_sq,1,10,0.6774340698981169,0.6651835372636262,0.5833333333333334,0.5454545454545454
main + x3_sq,x3_sq,1,10,0.6423554022386201,0.6662958843159065,0.55,0.509090909090909
main + x1_x2,x1_x2,1,10,0.646246632237837,0.6729699666295884,0.5333333333333333,0.46153846153846156
main + x1_x3,x1_x3,1,10,0.6616917155486327,0.6618464961067854,0.5333333333333333,0.48148148148148145
main + x2_x3,x2_x3,1,10,0.5031823341160029,0.8353726362625139,0.7,0.6666666666666666
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,10,0.677872784388821,0.6507230255839823,0.6333333333333333,0.6333333333333333
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,10,0.6397279501905564,0.67853170189099,0.65,0.6666666666666666
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,10,0.6433543973744021,0.6674082313681869,0.65,0.6666666666666666
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,10,0.648393238241657,0.6562847608453838,0.6166666666666667,0.6101694915254238
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,10,0.5057413851393535,0.8375973303670745,0.75,0.7368421052631579
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,10,0.6751504133284264,0.6585094549499443,0.5333333333333333,0.48148148148148145
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,10,0.6780579575401448,0.6596218020022248,0.6,0.5555555555555556
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,10,0.6926587857359345,0.6562847608453838,0.55,0.509090909090909
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,10,0.5293286911148954,0.810901001112347,0.7,0.6666666666666666
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,10,0.6429609408006757,0.6674082313681869,0.55,0.509090909090909
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,10,0.6539438526131018,0.6685205784204672,0.5333333333333333,0.48148148148148145
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,10,0.5033913378603948,0.8231368186874305,0.7,0.6666666666666666
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,10,0.6679121690584024,0.6629588431590656,0.5666666666666667,0.5185185185185185
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,10,0.5004191706166567,0.8387096774193548,0.7166666666666667,0.6792452830188679
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,10,0.5039502501248805,0.8364849833147943,0.7,0.6666666666666666
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,10,0.6757292145541699,0.6585094549499444,0.6333333333333333,0.6333333333333333
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,10,0.6816538820560752,0.657397107897664,0.65,0.6557377049180327
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,10,0.6822440212721829,0.6451612903225806,0.6166666666666667,0.6101694915254238
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,10,0.5497497710980628,0.7975528364849833,0.7166666666666667,0.7017543859649122
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,10,0.6405236734454409,0.6729699666295885,0.6666666666666666,0.6875
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,10,0.6422685690328962,0.660734149054505,0.65,0.6557377049180327
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,10,0.5058930250564554,0.828698553948832,0.75,0.7368421052631579
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,10,0.65189020756041,0.6585094549499444,0.6666666666666666,0.6875
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,10,0.5032259313504756,0.8353726362625139,0.7666666666666667,0.75
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,10,0.503935178723447,0.8364849833147943,0.75,0.7368421052631579
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,10,0.6752991129075201,0.6585094549499444,0.5666666666666667,0.5357142857142857
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,10,0.6865624247927015,0.660734149054505,0.5333333333333333,0.48148148148148145
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,10,0.5267806425973204,0.8064516129032258,0.6833333333333333,0.6545454545454545
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,10,0.6996264108415029,0.6529477196885428,0.5666666666666667,0.5185185185185185
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,10,0.5252417220270887,0.8120133481646274,0.7,0.6666666666666666
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,10,0.5312341945637932,0.8109010011123471,0.6833333333333333,0.6415094339622641
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,10,0.6595754585898856,0.6674082313681869,0.55,0.49056603773584906
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,10,0.5005076846792429,0.8298109010011123,0.7,0.6666666666666666
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,10,0.5023931987927558,0.8275862068965517,0.7166666666666667,0.6909090909090909
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,10,0.5009975980980199,0.8387096774193549,0.7166666666666667,0.6792452830188679
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,10,0.6790208983289582,0.660734149054505,0.65,0.6557377049180327
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,10,0.6776496062238796,0.6507230255839822,0.6,0.5862068965517241
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,10,0.5483009271527972,0.7997775305895439,0.7166666666666667,0.7017543859649122
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,10,0.6899588398990967,0.649610678531702,0.6333333333333333,0.6333333333333333
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,10,0.5481091919395834,0.8008898776418242,0.7166666666666667,0.7017543859649122
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,10,0.5475585929377687,0.7975528364849833,0.7166666666666667,0.7017543859649122
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,10,0.6454344072032748,0.664071190211346,0.6333333333333333,0.6451612903225806
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,10,0.5036230499038185,0.8253615127919911,0.75,0.7368421052631579
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,10,0.5022926170750196,0.8286985539488321,0.75,0.7368421052631579
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,10,0.500813132870068,0.8353726362625139,0.7833333333333333,0.7719298245614035
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,10,0.6922131785341005,0.6562847608453838,0.5333333333333333,0.48148148148148145
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,10,0.5225589425930919,0.8097886540600667,0.6833333333333333,0.6545454545454545
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,10,0.5268197433958487,0.8109010011123471,0.7,0.6785714285714286
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,10,0.5266760997418557,0.8153503893214683,0.6833333333333333,0.6415094339622641
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,10,0.499005516250121,0.8342602892102337,0.7166666666666667,0.6909090909090909
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,10,0.6843503705183037,0.6540600667408232,0.6333333333333333,0.6333333333333333
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,10,0.5464405236033727,0.8008898776418243,0.7166666666666667,0.7017543859649122
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,10,0.5440121388449033,0.7975528364849833,0.7166666666666667,0.7017543859649122
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,10,0.5452635854616513,0.8053392658509455,0.7166666666666667,0.7017543859649122
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,10,0.498928670265601,0.8286985539488321,0.75,0.7368421052631579
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,10,0.5217416625527871,0.8186874304783093,0.7,0.6785714285714286
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,10,0.5409382171534047,0.8020022246941046,0.7166666666666667,0.7017543859649122
main effects only,none,0,11,0.6079390220819089,0.7243303571428571,0.6166666666666667,0.5818181818181818
main + x1_sq,x1_sq,1,11,0.6310681412918602,0.6573660714285714,0.6833333333333333,0.6779661016949152
main + x2_sq,x2_sq,1,11,0.6104621523954589,0.7165178571428571,0.6166666666666667,0.5818181818181818
main + x3_sq,x3_sq,1,11,0.6142960859859085,0.703125,0.6333333333333333,0.5925925925925926
main + x1_x2,x1_x2,1,11,0.6154213870091457,0.7064732142857143,0.6166666666666667,0.5818181818181818
main + x1_x3,x1_x3,1,11,0.6058111416410649,0.7287946428571429,0.6166666666666667,0.5818181818181818
main + x2_x3,x2_x3,1,11,0.5096425516213845,0.8337053571428571,0.75,0.7368421052631579
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,11,0.632095035205294,0.6573660714285715,0.6833333333333333,0.6779661016949152
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,11,0.6404495835618851,0.6473214285714286,0.65,0.6440677966101694
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,11,0.6279795585627124,0.6763392857142858,0.7,0.7
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,11,0.6463628116626531,0.6696428571428572,0.6833333333333333,0.6779661016949152
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,11,0.5260765386794636,0.8147321428571428,0.75,0.7540983606557377
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,11,0.6176423512139019,0.6953125,0.6333333333333333,0.5925925925925926
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,11,0.6169948091806494,0.7053571428571428,0.6166666666666667,0.5818181818181818
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,11,0.606822636538043,0.7254464285714286,0.6166666666666667,0.5818181818181818
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,11,0.5130812231671391,0.8270089285714286,0.75,0.7368421052631579
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,11,0.6204896774484754,0.6886160714285714,0.6166666666666667,0.5818181818181818
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,11,0.6165395407624813,0.7142857142857142,0.6333333333333333,0.6071428571428571
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,11,0.5031971331943917,0.8359374999999999,0.75,0.7457627118644068
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,11,0.6137063581661659,0.7075892857142857,0.6166666666666667,0.5818181818181818
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,11,0.5120238981732982,0.8325892857142857,0.7666666666666667,0.7586206896551724
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,11,0.5058242140798984,0.8292410714285714,0.7666666666666667,0.7586206896551724
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,11,0.6422763813433333,0.6484375,0.65,0.6440677966101694
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,11,0.6285149037771903,0.6763392857142858,0.7,0.7
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,11,0.6459876357358095,0.6707589285714286,0.6833333333333333,0.6779661016949152
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,11,0.5245282970366383,0.8169642857142856,0.75,0.7540983606557377
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,11,0.6369085393414056,0.6707589285714286,0.65,0.6440677966101694
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,11,0.6709810390508989,0.6964285714285714,0.65,0.6557377049180327
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,11,0.518222964359,0.8337053571428571,0.7666666666666667,0.7741935483870968
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,11,0.6398574343857492,0.6830357142857142,0.6833333333333333,0.6779661016949152
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,11,0.5215894046098201,0.8169642857142857,0.75,0.7540983606557377
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,11,0.5231061622170853,0.8191964285714285,0.75,0.7540983606557377
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,11,0.6228249037134824,0.6908482142857142,0.6166666666666667,0.5818181818181818
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,11,0.6179558628838306,0.7131696428571428,0.6333333333333333,0.6071428571428571
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,11,0.5108313386675349,0.8292410714285714,0.75,0.7457627118644068
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,11,0.6140679513081772,0.7064732142857143,0.6166666666666667,0.5818181818181818
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,11,0.5129818869482768,0.8325892857142857,0.75,0.7368421052631579
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,11,0.5081340803531665,0.828125,0.7333333333333333,0.7142857142857143
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,11,0.6220472406177405,0.7020089285714285,0.6333333333333333,0.6071428571428571
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,11,0.5066694776573851,0.8359375000000001,0.7666666666666667,0.7666666666666667
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,11,0.49852114860316754,0.8415178571428571,0.7833333333333333,0.7719298245614035
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,11,0.5075966013671261,0.8348214285714286,0.7833333333333333,0.7796610169491526
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,11,0.6382523483611526,0.6674107142857143,0.65,0.6440677966101694
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,11,0.6709875394263806,0.6964285714285714,0.65,0.6557377049180327
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,11,0.5207064235420432,0.8314732142857143,0.7666666666666667,0.7741935483870968
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,11,0.6392717545867623,0.6841517857142857,0.6666666666666666,0.6551724137931034
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,11,0.5196165610596524,0.8191964285714286,0.75,0.7540983606557377
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,11,0.5206225231239937,0.8225446428571428,0.75,0.7540983606557377
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,11,0.6644477953736626,0.7008928571428572,0.6333333333333333,0.6333333333333333
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,11,0.5144618695675139,0.8348214285714286,0.7666666666666667,0.7741935483870968
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,11,0.5168853591495788,0.8348214285714285,0.8,0.8
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,11,0.5167374237970266,0.8270089285714286,0.75,0.7540983606557377
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,11,0.6228321438086196,0.7020089285714285,0.6333333333333333,0.6071428571428571
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,11,0.5104784060735894,0.8292410714285714,0.75,0.7457627118644068
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,11,0.50515002750926,0.8359375,0.7833333333333333,0.7719298245614035
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,11,0.5078941685233566,0.8348214285714286,0.7666666666666667,0.7586206896551724
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,11,0.5014530818409085,0.8482142857142858,0.8166666666666667,0.8070175438596491
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,11,0.6642970077520918,0.7008928571428572,0.6333333333333333,0.6333333333333333
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,11,0.5157931907421044,0.8325892857142858,0.7666666666666667,0.7741935483870968
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,11,0.5186748985096034,0.8337053571428571,0.8,0.8
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,11,0.5143428778427352,0.8314732142857143,0.75,0.7540983606557377
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,11,0.5101661975675821,0.8415178571428572,0.8,0.8
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,11,0.5047522857769802,0.8404017857142858,0.8166666666666667,0.8070175438596491
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,11,0.5113193945773411,0.8415178571428572,0.8,0.8
main effects only,none,0,12,0.6976682602324886,0.5904017857142857,0.55,0.5263157894736842
main + x1_sq,x1_sq,1,12,0.6856033463751161,0.5926339285714286,0.5333333333333333,0.5483870967741935
main + x2_sq,x2_sq,1,12,0.6996999285156259,0.5915178571428571,0.5333333333333333,0.5
main + x3_sq,x3_sq,1,12,0.6955530402113904,0.609375,0.55,0.509090909090909
main + x1_x2,x1_x2,1,12,0.6980125436771217,0.5970982142857143,0.55,0.5263157894736842
main + x1_x3,x1_x3,1,12,0.7349594412873556,0.5959821428571428,0.5666666666666667,0.5517241379310345
main + x2_x3,x2_x3,1,12,0.5776023709501048,0.7511160714285714,0.6833333333333333,0.6984126984126984
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,12,0.6878662329522729,0.5904017857142857,0.5333333333333333,0.5483870967741935
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,12,0.6830976110672852,0.6082589285714286,0.55,0.5573770491803278
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,12,0.6861193893253326,0.5904017857142857,0.55,0.5714285714285714
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,12,0.717533665698983,0.6037946428571428,0.5666666666666667,0.5806451612903226
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,12,0.558887497138609,0.7566964285714286,0.6666666666666666,0.6774193548387096
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,12,0.6973204418809491,0.6104910714285714,0.55,0.509090909090909
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,12,0.6986393282065075,0.5892857142857143,0.5333333333333333,0.5
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,12,0.736696688238796,0.5892857142857143,0.55,0.5263157894736842
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,12,0.5778126967064109,0.7511160714285714,0.6833333333333333,0.6984126984126984
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,12,0.6960143879609207,0.6060267857142857,0.55,0.509090909090909
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,12,0.7312603719097747,0.6149553571428571,0.5666666666666667,0.5185185185185185
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,12,0.566085099164588,0.7667410714285714,0.7,0.7
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,12,0.7327722439272567,0.5870535714285714,0.55,0.5263157894736842
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,12,0.5736379837869818,0.7578125,0.6833333333333333,0.6984126984126984
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,12,0.6510486065455257,0.7310267857142857,0.65,0.6666666666666666
