cv_seed,fold,model,log_loss,brier_score,roc_auc,mean_probability,observed_prevalence,inner_selected_log_loss,selected_parameters
9618,3,spline_degree3_l2,0.28743287823371166,0.07842231171555776,0.8246187363834423,0.17902916457170823,0.15,0.3756235597619708,"{""logistic__C"": 0.1}"
9618,4,raw_l2,0.3358190063118576,0.10315027858280466,0.8059999999999999,0.1603410703195866,0.16666666666666666,0.36353404001896317,"{""logistic__C"": 0.31622776601683794}"
9618,4,domain_log_l2,0.362065603242922,0.10607918845731852,0.726,0.15957999930597513,0.16666666666666666,0.37311342737021036,"{""logistic__C"": 0.1}"
9618,4,raw_l1,0.34349009059965513,0.10664476710849373,0.8019999999999999,0.1642282271943871,0.16666666666666666,0.37164610208849125,"{""logistic__C"": 1.0}"
9618,4,ordinal_onehot_l2,0.4081358283780844,0.1265905303803748,0.732,0.16788658591118005,0.16666666666666666,0.3738645676894322,"{""logistic__C"": 0.31622776601683794}"
9618,4,quadratic_l2,0.34861178386752756,0.10596250259104159,0.786,0.16045047125706835,0.16666666666666666,0.3623581232121159,"{""logistic__C"": 0.1}"
9618,4,spline_degree2_l2,0.34392242067546963,0.10180719574849408,0.764,0.16076722422507286,0.16666666666666666,0.3691114234430382,"{""logistic__C"": 0.03162277660168379}"
9618,4,spline_degree3_l2,0.34063897272544047,0.10201705549606563,0.796,0.1615841135813095,0.16666666666666666,0.3722178283600864,"{""logistic__C"": 0.03162277660168379}"
9618,5,raw_l2,0.3811344306909778,0.12017340789507033,0.75,0.15041498153323668,0.16666666666666666,0.35557148302370806,"{""logistic__C"": 0.31622776601683794}"
9618,5,domain_log_l2,0.382791637139225,0.11968885776926176,0.764,0.15044795750812384,0.16666666666666666,0.3658204820818498,"{""logistic__C"": 0.1}"
9618,5,raw_l1,0.38779021517166273,0.1229388871859193,0.746,0.155668281387484,0.16666666666666666,0.3601067904455041,"{""logistic__C"": 1.0}"
9618,5,ordinal_onehot_l2,0.3626537990676418,0.11417029988403699,0.806,0.1479712006235279,0.16666666666666666,0.38166774310990287,"{""logistic__C"": 1.0}"
9618,5,quadratic_l2,0.3985809478822921,0.12500630215810377,0.738,0.1548664496800453,0.16666666666666666,0.34770492707820216,"{""logistic__C"": 0.31622776601683794}"
9618,5,spline_degree2_l2,0.3941511237526311,0.12257457916820583,0.732,0.14912870423776398,0.16666666666666666,0.35301768265520295,"{""logistic__C"": 0.1}"
9618,5,spline_degree3_l2,0.3761859316705892,0.11817332429426025,0.762,0.14666387365480615,0.16666666666666666,0.3517505790692856,"{""logistic__C"": 0.1}"
19618,1,raw_l2,0.39653322417497133,0.11936414225220646,0.6753812636165577,0.139542897775271,0.15,0.3566100764508577,"{""logistic__C"": 0.1}"
19618,1,domain_log_l2,0.4075588340230572,0.1238477581741863,0.6710239651416123,0.14619460208838134,0.15,0.3607166060046327,"{""logistic__C"": 0.1}"
19618,1,raw_l1,0.3986437237672617,0.12023365361008741,0.6470588235294117,0.15517872616278336,0.15,0.37028659367070355,"{""logistic__C"": 0.31622776601683794}"
19618,1,ordinal_onehot_l2,0.41939739258869496,0.12601818603995832,0.6557734204793028,0.14300864285897244,0.15,0.3748036519456439,"{""logistic__C"": 0.31622776601683794}"
19618,1,quadratic_l2,0.4105128665377044,0.12208995833284211,0.6470588235294117,0.13297686144933804,0.15,0.35044080518761145,"{""logistic__C"": 0.03162277660168379}"
19618,1,spline_degree2_l2,0.3838944186474747,0.11613734165157408,0.7080610021786493,0.13865567029196313,0.15,0.3580791238172534,"{""logistic__C"": 0.03162277660168379}"
19618,1,spline_degree3_l2,0.3843780110585671,0.1163351611890732,0.7058823529411764,0.13825058102719207,0.15,0.3536938119009491,"{""logistic__C"": 0.03162277660168379}"
19618,2,raw_l2,0.45729237754110624,0.14241213845138045,0.6623093681917211,0.17397120790524473,0.15,0.3583245591600205,"{""logistic__C"": 1.0}"
19618,2,domain_log_l2,0.3776818929326905,0.11740298890918702,0.7254901960784313,0.13893505649989074,0.15,0.3711540132994148,"{""logistic__C"": 0.1}"
19618,2,raw_l1,0.5129880380056024,0.16009860901208095,0.6470588235294117,0.18857459538335591,0.15,0.35957927679288915,"{""logistic__C"": 3.1622776601683795}"
19618,2,ordinal_onehot_l2,0.43535428495455814,0.13188927979247442,0.644880174291939,0.1744553864723586,0.15,0.38393825829568223,"{""logistic__C"": 1.0}"
19618,2,quadratic_l2,0.4627448956035502,0.14449187044114578,0.6928104575163399,0.1732248618394068,0.15,0.353589654190844,"{""logistic__C"": 0.31622776601683794}"
19618,2,spline_degree2_l2,0.3887051192772104,0.12124397105165088,0.7037037037037037,0.1338461320616112,0.15,0.3638750640124254,"{""logistic__C"": 0.03162277660168379}"
