base_id,complete_id,structure_id,mean_log_loss,std_log_loss,mean_brier_score,mean_roc_auc,mean_probability,observed_prevalence,absolute_prevalence_bias,mean_best_n_estimators,median_best_n_estimators,mdi_rank_stability,mdi_top5_overlap,max_depth,learning_rate,min_child_weight,gamma,subsample,colsample_bytree,reg_lambda,reg_alpha,imbalance_strategy,scale_pos_weight,max_delta_step,sampling_ratio,k_neighbors,calibration,calibration_folds
s55|imb=random_over|w=1.0|delta=0.0|r=0.2|k=None,s55|imb=random_over|w=1.0|delta=0.0|r=0.2|k=None|cal=none|folds=None,55,0.3899406554560185,0.03976887864104219,0.1193503146370252,0.7414171387073349,0.16065097525715827,0.1566666666666667,0.00398430859049162,230.63333333333333,132,0.6703453148462054,0.737471264367816,4,0.03,3.0,1.0,1.0,0.7,5.0,0.0,random_over,1.0,0.0,0.2,,none,
s43|imb=smote|w=1.0|delta=0.0|r=0.2|k=3,s43|imb=smote|w=1.0|delta=0.0|r=0.2|k=3|cal=none|folds=None,43,0.39246330612259966,0.046724990456677724,0.11936231404542923,0.7354045025417574,0.15680053109924,0.1566666666666667,0.00013386443257332553,140.53333333333333,79,0.6665054166196409,0.6758620689655171,4,0.1,3.0,0.5,0.85,0.7,5.0,1.0,smote,1.0,0.0,0.2,3.0,none,
s28|imb=scale_pos_weight|w=1.5|delta=0.0|r=None|k=None,s28|imb=scale_pos_weight|w=1.5|delta=0.0|r=None|k=None|cal=none|folds=None,28,0.3952712681059547,0.04841942847549029,0.12063561702768008,0.7425575163398694,0.18852027704318364,0.1566666666666667,0.03185361037651699,147.7,122,0.7789566755083999,0.8514942528735633,3,0.03,3.0,0.1,0.85,0.85,1.0,0.1,scale_pos_weight,1.5,0.0,,,none,
s58|imb=smote|w=1.0|delta=0.0|r=0.2|k=4,s58|imb=smote|w=1.0|delta=0.0|r=0.2|k=4|cal=none|folds=None,58,0.39548303868519835,0.03914391982970579,0.12070186162988344,0.7188160493827159,0.15996201410889627,0.1566666666666667,0.003295347442229596,216.63333333333333,257,0.6748593135309452,0.7232183908045977,3,0.01,1.0,0.5,1.0,0.85,1.0,1.0,smote,1.0,0.0,0.2,4.0,none,
s28|imb=random_over|w=1.0|delta=0.0|r=0.2|k=None,s28|imb=random_over|w=1.0|delta=0.0|r=0.2|k=None|cal=none|folds=None,28,0.3958688530081472,0.05142867009165751,0.11967012509703637,0.7381647785039944,0.15718735605478287,0.1566666666666667,0.0005206893881162078,149.5,119,0.742268355075691,0.8064367816091954,3,0.03,3.0,0.1,0.85,0.85,1.0,0.1,random_over,1.0,0.0,0.2,,none,
s41|imb=smote|w=1.0|delta=0.0|r=0.2|k=4,s41|imb=smote|w=1.0|delta=0.0|r=0.2|k=4|cal=none|folds=None,41,0.402922940864817,0.05245500198101153,0.1220929150780042,0.7130879448075527,0.15655801047881443,0.1566666666666667,0.00010865618785221668,56.53333333333333,42,0.603980998202113,0.6873563218390806,2,0.1,1.0,0.0,1.0,1.0,1.0,0.0,smote,1.0,0.0,0.2,4.0,none,
