base_id,complete_id,structure_id,mean_log_loss,std_log_loss,mean_brier_score,mean_roc_auc,mean_probability,observed_prevalence,absolute_prevalence_bias,mean_best_n_estimators,median_best_n_estimators,mdi_rank_stability,mdi_top5_overlap,max_depth,learning_rate,min_child_weight,gamma,subsample,colsample_bytree,reg_lambda,reg_alpha,imbalance_strategy,scale_pos_weight,max_delta_step,sampling_ratio,k_neighbors,calibration,calibration_folds
s43|imb=smote|w=1.0|delta=0.0|r=0.4|k=2,s43|imb=smote|w=1.0|delta=0.0|r=0.4|k=2|cal=none|folds=None,43,0.40899616489222546,0.05438823910539832,0.12760017514228822,0.7528801742919389,0.22173250317573548,0.15666666666666665,0.0650658365090688,87.0,42,0.604895104895105,0.74,4,0.1,3,0.5,0.85,0.7,5.0,1.0,smote,1.0,0.0,0.4,2.0,none,
s43|imb=scale_pos_weight|w=2.32|delta=0.0|r=None|k=None,s43|imb=scale_pos_weight|w=2.32|delta=0.0|r=None|k=None|cal=none|folds=None,43,0.40901678015545134,0.056435682407776445,0.12944822311401366,0.7622448801742919,0.22156099677085878,0.15666666666666665,0.0648943301041921,113.8,73,0.734965034965035,0.86,4,0.1,3,0.5,0.85,0.7,5.0,1.0,scale_pos_weight,2.32,0.0,,,none,
s58|imb=random_over|w=1.0|delta=0.0|r=0.4|k=None,s58|imb=random_over|w=1.0|delta=0.0|r=0.4|k=None|cal=none|folds=None,58,0.41119338614704615,0.0531233613568339,0.1280973270535469,0.7407368191721133,0.22620883882045745,0.15666666666666665,0.0695421721537908,315.8,427,0.7006993006993008,0.8200000000000001,3,0.01,1,0.5,1.0,0.85,1.0,1.0,random_over,1.0,0.0,0.4,,none,
s58|imb=scale_pos_weight|w=3.0|delta=1.0|r=None|k=None,s58|imb=scale_pos_weight|w=3.0|delta=1.0|r=None|k=None|cal=none|folds=None,58,0.41161965729688604,0.07011864557859263,0.13080858439207077,0.7445298474945534,0.2467190444469452,0.15666666666666665,0.09005237778027855,503.0,650,0.7734265734265736,0.8600000000000001,3,0.01,1,0.5,1.0,0.85,1.0,1.0,scale_pos_weight,3.0,1.0,,,none,
s55|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None,s55|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None|cal=none|folds=None,55,0.4119561564622008,0.06587000456026915,0.13099905401468276,0.749437037037037,0.250944983959198,0.15666666666666665,0.09427831729253136,669.8,569,0.8013986013986015,0.8,4,0.03,3,1.0,1.0,0.7,5.0,0.0,scale_pos_weight,3.0,0.0,,,none,
s41|imb=scale_pos_weight|w=2.0|delta=0.0|r=None|k=None,s41|imb=scale_pos_weight|w=2.0|delta=0.0|r=None|k=None|cal=none|folds=None,41,0.4121145665190421,0.07605981759158117,0.12909218668937683,0.734600871459695,0.212452495098114,0.15666666666666665,0.055785828431447346,67.2,53,0.7767729207526421,0.8600000000000001,2,0.1,1,0.0,1.0,1.0,1.0,0.0,scale_pos_weight,2.0,0.0,,,none,
s41|imb=random_over|w=1.0|delta=0.0|r=0.4|k=None,s41|imb=random_over|w=1.0|delta=0.0|r=0.4|k=None|cal=none|folds=None,41,0.41264890848435626,0.09301224260106795,0.12706073969602585,0.7295651416122005,0.21222178041934966,0.15666666666666665,0.055555113752683,65.2,61,0.6341140926940565,0.74,2,0.1,1,0.0,1.0,1.0,1.0,0.0,random_over,1.0,0.0,0.4,,none,
s51|imb=scale_pos_weight|w=2.32|delta=0.0|r=None|k=None,s51|imb=scale_pos_weight|w=2.32|delta=0.0|r=None|k=None|cal=none|folds=None,51,0.4126969075126542,0.07424165995517025,0.12752443701028823,0.7416832244008714,0.2236498475074768,0.15666666666666665,0.06698318084081015,412.2,152,0.8419580419580421,0.8400000000000001,3,0.03,1,0.5,1.0,0.85,5.0,0.1,scale_pos_weight,2.32,0.0,,,none,
s51|imb=random_over|w=1.0|delta=0.0|r=0.3|k=None,s51|imb=random_over|w=1.0|delta=0.0|r=0.3|k=None|cal=none|folds=None,51,0.4128704688809727,0.07527130708738015,0.12725271433591842,0.741030065359477,0.18884212374687195,0.15666666666666665,0.03217545708020529,190.0,228,0.5276570456419235,0.6799999999999999,3,0.03,1,0.5,1.0,0.85,5.0,0.1,random_over,1.0,0.0,0.3,,none,
s58|imb=smote|w=1.0|delta=0.0|r=0.7|k=10,s58|imb=smote|w=1.0|delta=0.0|r=0.7|k=10|cal=none|folds=None,58,0.4140213812073007,0.05567543228277259,0.1318304270505905,0.7625873638344226,0.24858030676841736,0.15666666666666665,0.09191364010175071,394.4,434,0.5741258741258741,0.6799999999999999,3,0.01,1,0.5,1.0,0.85,1.0,1.0,smote,1.0,0.0,0.7,10.0,none,
s55|imb=scale_pos_weight|w=3.0|delta=1.0|r=None|k=None,s55|imb=scale_pos_weight|w=3.0|delta=1.0|r=None|k=None|cal=none|folds=None,55,0.41485132711400324,0.06709873345456718,0.13130553513765336,0.7499799564270153,0.2545993000268936,0.15666666666666665,0.09793263336022698,342.2,256,0.7930069930069932,0.8400000000000001,4,0.03,3,1.0,1.0,0.7,5.0,0.0,scale_pos_weight,3.0,1.0,,,none,
s51|imb=scale_pos_weight|w=2.32|delta=1.0|r=None|k=None,s51|imb=scale_pos_weight|w=2.32|delta=1.0|r=None|k=None|cal=none|folds=None,51,0.4156284463628217,0.07586986280151255,0.1280606731772423,0.736793899782135,0.22742323875427245,0.15666666666666665,0.0707565720876058,260.2,175,0.8097902097902099,0.78,3,0.03,1,0.5,1.0,0.85,5.0,0.1,scale_pos_weight,2.32,1.0,,,none,
s28|imb=smote|w=1.0|delta=0.0|r=0.7|k=10,s28|imb=smote|w=1.0|delta=0.0|r=0.7|k=10|cal=none|folds=None,28,0.41714011982814325,0.04581235227554179,0.13402514308691024,0.7576732026143791,0.23315825760364534,0.15666666666666665,0.07649159093697869,180.6,121,0.5000000000000001,0.6399999999999999,3,0.03,3,0.1,0.85,0.85,1.0,0.1,smote,1.0,0.0,0.7,10.0,none,
s41|imb=scale_pos_weight|w=2.32|delta=0.0|r=None|k=None,s41|imb=scale_pos_weight|w=2.32|delta=0.0|r=None|k=None|cal=none|folds=None,41,0.41757041397522493,0.08929741281855225,0.13134291768074036,0.7239006535947713,0.22380538582801818,0.15666666666666665,0.06713871916135153,70.8,78,0.7627758748452893,0.8200000000000001,2,0.1,1,0.0,1.0,1.0,1.0,0.0,scale_pos_weight,2.32,0.0,,,none,
s51|imb=smote|w=1.0|delta=0.0|r=0.7|k=10,s51|imb=smote|w=1.0|delta=0.0|r=0.7|k=10|cal=none|folds=None,51,0.4178087122232094,0.06079192514014669,0.13390619307756424,0.7550980392156863,0.23848211467266084,0.15666666666666665,0.08181544800599419,338.0,168,0.6529280539103102,0.6799999999999999,3,0.03,1,0.5,1.0,0.85,5.0,0.1,smote,1.0,0.0,0.7,10.0,none,
s41|imb=random_over|w=1.0|delta=0.0|r=0.3|k=None,s41|imb=random_over|w=1.0|delta=0.0|r=0.3|k=None|cal=none|folds=None,41,0.4202153593974118,0.06206129425374026,0.12977270036935806,0.7119651416122006,0.196665221452713,0.15666666666666665,0.03999855478604635,47.8,29,0.3840439285076618,0.5000000000000001,2,0.1,1,0.0,1.0,1.0,1.0,0.0,random_over,1.0,0.0,0.3,,none,
s58|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None,s58|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None|cal=none|folds=None,58,0.42052713258200985,0.053079541706827514,0.13365364968776702,0.7458191721132897,0.2602355867624283,0.15666666666666665,0.10356892009576164,349.0,335,0.7916083916083917,0.78,3,0.01,1,0.5,1.0,0.85,1.0,1.0,scale_pos_weight,3.0,0.0,,,none,
s28|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None,s28|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None|cal=none|folds=None,28,0.42070260088988237,0.0692189064904636,0.13198590725660325,0.7470370370370369,0.24281469881534576,0.15666666666666665,0.08614803214867912,176.8,129,0.7986013986013988,0.8400000000000001,3,0.03,3,0.1,0.85,0.85,1.0,0.1,scale_pos_weight,3.0,0.0,,,none,
s43|imb=scale_pos_weight|w=3.0|delta=1.0|r=None|k=None,s43|imb=scale_pos_weight|w=3.0|delta=1.0|r=None|k=None|cal=none|folds=None,43,0.42186853718396955,0.06128490516009492,0.13362691253423692,0.7566161220043573,0.24168302416801452,0.15666666666666665,0.08501635750134788,122.0,68,0.7783216783216785,0.9200000000000002,4,0.1,3,0.5,0.85,0.7,5.0,1.0,scale_pos_weight,3.0,1.0,,,none,
s41|imb=smote|w=1.0|delta=0.0|r=0.4|k=3,s41|imb=smote|w=1.0|delta=0.0|r=0.4|k=3|cal=none|folds=None,41,0.4227655381903041,0.08220961909852484,0.13244788944721222,0.7229612200435731,0.20827137529850007,0.15666666666666665,0.0516047086318334,75.4,59,0.5345292746088284,0.6599999999999999,2,0.1,1,0.0,1.0,1.0,1.0,0.0,smote,1.0,0.0,0.4,3.0,none,
s51|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None,s51|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None|cal=none|folds=None,51,0.4229771859912928,0.0665032655747507,0.1347978189587593,0.7420583877995643,0.24747938215732573,0.15666666666666665,0.0908127154906591,301.2,214,0.8377622377622378,0.8800000000000001,3,0.03,1,0.5,1.0,0.85,5.0,0.1,scale_pos_weight,3.0,0.0,,,none,
s41|imb=scale_pos_weight|w=2.32|delta=1.0|r=None|k=None,s41|imb=scale_pos_weight|w=2.32|delta=1.0|r=None|k=None|cal=none|folds=None,41,0.42560381593428553,0.08680749928376784,0.13366931825876235,0.723550762527233,0.21874595880508424,0.15666666666666665,0.06207929213841756,88.0,80,0.7398601398601401,0.74,2,0.1,1,0.0,1.0,1.0,1.0,0.0,scale_pos_weight,2.32,1.0,,,none,
s51|imb=scale_pos_weight|w=3.0|delta=1.0|r=None|k=None,s51|imb=scale_pos_weight|w=3.0|delta=1.0|r=None|k=None|cal=none|folds=None,51,0.4276418477062026,0.07600011838669464,0.13490404933691025,0.7418440087145969,0.24211432039737701,0.15666666666666665,0.08544765373071037,305.8,204,0.8363636363636365,0.8800000000000001,3,0.03,1,0.5,1.0,0.85,5.0,0.1,scale_pos_weight,3.0,1.0,,,none,
s43|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None,s43|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None|cal=none|folds=None,43,0.4300125450880464,0.050735565829464334,0.13684445470571518,0.7520374727668846,0.24859552681446076,0.15666666666666665,0.09192886014779411,215.2,38,0.7104895104895106,0.86,4,0.1,3,0.5,0.85,0.7,5.0,1.0,scale_pos_weight,3.0,0.0,,,none,
s41|imb=smote|w=1.0|delta=0.0|r=0.7|k=10,s41|imb=smote|w=1.0|delta=0.0|r=0.7|k=10|cal=none|folds=None,41,0.4326344611560578,0.05688721915038572,0.139180526137352,0.7551873638344226,0.25828259587287905,0.15666666666666665,0.10161592920621239,63.4,56,0.6200930302643628,0.78,2,0.1,1,0.0,1.0,1.0,1.0,0.0,smote,1.0,0.0,0.7,10.0,none,
s41|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None,s41|imb=scale_pos_weight|w=3.0|delta=0.0|r=None|k=None|cal=none|folds=None,41,0.43383461774930476,0.09591905838986817,0.13782211393117905,0.722557734204793,0.2524257034063339,0.15666666666666665,0.09575903673966728,69.4,66,0.7426573426573427,0.8200000000000001,2,0.1,1,0.0,1.0,1.0,1.0,0.0,scale_pos_weight,3.0,0.0,,,none,
s41|imb=smote|w=1.0|delta=0.0|r=0.4|k=2,s41|imb=smote|w=1.0|delta=0.0|r=0.4|k=2|cal=none|folds=None,41,0.43522163687294474,0.1175595786861498,0.1327832445502281,0.7302614379084967,0.21573192477226258,0.15666666666666665,0.05906525810559591,80.0,42,0.5933857556396259,0.6599999999999999,2,0.1,1,0.0,1.0,1.0,1.0,0.0,smote,1.0,0.0,0.4,2.0,none,
s41|imb=scale_pos_weight|w=3.0|delta=1.0|r=None|k=None,s41|imb=scale_pos_weight|w=3.0|delta=1.0|r=None|k=None|cal=none|folds=None,41,0.43531592160803234,0.08974113229438123,0.13886362612247466,0.7258936819172114,0.2499731957912445,0.15666666666666665,0.09330652912457786,74.8,87,0.7762237762237764,0.8200000000000001,2,0.1,1,0.0,1.0,1.0,1.0,0.0,scale_pos_weight,3.0,1.0,,,none,
s28|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None,s28|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None|cal=none|folds=None,28,0.44355542961092914,0.06776609897579497,0.14672490805387498,0.7555729847494553,0.2686501741409302,0.15666666666666665,0.11198350747426353,206.4,186,0.8475524475524476,0.9200000000000002,3,0.03,3,0.1,0.85,0.85,1.0,0.1,scale_pos_weight,5.383,0.0,,,none,
s55|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None,s55|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None|cal=none|folds=None,55,0.45001143681286704,0.06538587766161602,0.1496322676539421,0.7448226579520697,0.28089210093021394,0.15666666666666665,0.12422543426354729,1281.6,635,0.848951048951049,0.8800000000000001,4,0.03,3,1.0,1.0,0.7,5.0,0.0,scale_pos_weight,5.383,0.0,,,none,
s43|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None,s43|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None|cal=none|folds=None,43,0.4508092299063192,0.06289067783551572,0.1487364187836647,0.7471799564270152,0.26789138913154603,0.15666666666666665,0.11122472246487938,120.8,109,0.8132867132867133,0.9200000000000002,4,0.1,3,0.5,0.85,0.7,5.0,1.0,scale_pos_weight,5.383,0.0,,,none,
s43|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None,s43|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None|cal=none|folds=None,43,0.45118168175746975,0.05198720891609047,0.14824968576431274,0.7580374727668845,0.26731315553188323,0.15666666666666665,0.1106464888652166,133.8,72,0.8223776223776225,0.9200000000000002,4,0.1,3,0.5,0.85,0.7,5.0,1.0,scale_pos_weight,5.383,1.0,,,none,
s28|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None,s28|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None|cal=none|folds=None,28,0.45326516595844224,0.07502617545772168,0.1495505228638649,0.7471511982570805,0.2773418128490448,0.15666666666666665,0.12067514618237815,204.2,209,0.80979020979021,0.9200000000000002,3,0.03,3,0.1,0.85,0.85,1.0,0.1,scale_pos_weight,5.383,1.0,,,none,
s58|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None,s58|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None|cal=none|folds=None,58,0.4565332307734923,0.07502775609052711,0.1521761804819107,0.746358605664488,0.28207295536994936,0.15666666666666665,0.1254062887032827,720.8,707,0.7454545454545455,0.76,3,0.01,1,0.5,1.0,0.85,1.0,1.0,scale_pos_weight,5.383,1.0,,,none,
s55|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None,s55|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None|cal=none|folds=None,55,0.458351506102293,0.06820372375390617,0.15172908455133438,0.7411154684095861,0.2907403945922852,0.15666666666666665,0.1340737279256185,1005.2,243,0.846853146853147,0.9200000000000002,4,0.03,3,1.0,1.0,0.7,5.0,0.0,scale_pos_weight,5.383,1.0,,,none,
s58|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None,s58|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None|cal=none|folds=None,58,0.4595288589801211,0.06215419253704401,0.1539871633052826,0.7513516339869281,0.2941478699445724,0.15666666666666665,0.1374812032779058,536.6,569,0.7454545454545456,0.78,3,0.01,1,0.5,1.0,0.85,1.0,1.0,scale_pos_weight,5.383,0.0,,,none,
s51|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None,s51|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None|cal=none|folds=None,51,0.46714356435434007,0.06759527878361606,0.1557800680398941,0.7382082788671024,0.2844640016555786,0.15666666666666665,0.12779733498891196,254.0,260,0.7818181818181819,0.8,3,0.03,1,0.5,1.0,0.85,5.0,0.1,scale_pos_weight,5.383,0.0,,,none,
s51|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None,s51|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None|cal=none|folds=None,51,0.47755650225087437,0.07926066560007415,0.15778730660676957,0.7296296296296296,0.27857513427734376,0.15666666666666665,0.12190846761067711,916.4,285,0.7692307692307693,0.8,3,0.03,1,0.5,1.0,0.85,5.0,0.1,scale_pos_weight,5.383,1.0,,,none,
s41|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None,s41|imb=scale_pos_weight|w=5.383|delta=0.0|r=None|k=None|cal=none|folds=None,41,0.48377346462139836,0.09582647327279953,0.16043627858161927,0.7438941176470589,0.2934035211801529,0.15666666666666665,0.13673685451348624,107.2,100,0.7517482517482519,0.8200000000000001,2,0.1,1,0.0,1.0,1.0,1.0,0.0,scale_pos_weight,5.383,0.0,,,none,
s41|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None,s41|imb=scale_pos_weight|w=5.383|delta=1.0|r=None|k=None|cal=none|folds=None,41,0.4862877810583523,0.09517060591002563,0.1624035894870758,0.7259651416122004,0.2982257455587387,0.15666666666666665,0.14155907889207206,92.6,108,0.7391608391608393,0.8200000000000001,2,0.1,1,0.0,1.0,1.0,1.0,0.0,scale_pos_weight,5.383,1.0,,,none,
