mean_predicted_probability,fraction_positive
0.030454078846344084,0.03111111111111111
0.05062644418945249,0.06222222222222222
0.07085443533643397,0.04888888888888889
0.09537625257679987,0.12
0.12902972001790075,0.12444444444444444
0.18143996549917063,0.24
0.25630755201316535,0.23555555555555555
0.43087254628513544,0.39111111111111113
