stage,complete_id,structure_id,cv_seed,fold,n_train,n_validation,positive_train,positive_validation,log_loss,brier_score,roc_auc,mean_probability,observed_prevalence,prevalence_bias,max_depth,min_samples_leaf,max_features,criterion,max_samples,strategy,sampling_ratio,k_neighbors,calibration,calibration_folds,mdi_GrLivArea,mdi_LotArea,mdi_OverallQual,mdi_OverallCond,mdi_YearBuilt,mdi_YearRemodAdd,mdi_TotalBsmtSF,mdi_GarageArea,mdi_BedroomAbvGr,mdi_Fireplaces,mdi_WoodDeckSF,mdi_OpenPorchSF
calibration_screen,s69|smote|r=0.2|k=4|cal=sigmoid|folds=8,69,9618,4,240,60,37,10,0.3817789733595121,0.11459734941642473,0.748,0.15743852358917632,0.16666666666666666,-0.009228143077490342,8,2,4,log_loss,1.0,smote,0.2,4.0,sigmoid,8,0.1476280443241506,0.15799040887630666,0.09858538574243156,0.04596644918642337,0.10058269160330365,0.06449157773552602,0.10105612468430375,0.09066733192386171,0.03943558063460159,0.02123522948533155,0.08129896842182174,0.05106220738193779
calibration_screen,s69|smote|r=0.2|k=4|cal=sigmoid|folds=8,69,9618,5,240,60,37,10,0.3620292320934819,0.11160300118808088,0.8300000000000001,0.159601323282416,0.16666666666666666,-0.007065343384250661,8,2,4,log_loss,1.0,smote,0.2,4.0,sigmoid,8,0.14070154506538407,0.15094450973716542,0.08876956470928997,0.08708065282765008,0.07482417515193822,0.06364548427089677,0.10121066967552686,0.10009623814174826,0.03173555098002133,0.035808511594301505,0.06292513291301356,0.062257964933063986
calibration_screen,s69|random_over|r=0.2|k=None|cal=sigmoid|folds=3,69,9618,1,240,60,38,9,0.4369563431837108,0.13347922514505406,0.6339869281045751,0.12016735370534132,0.15,-0.029832646294658677,8,2,4,log_loss,1.0,random_over,0.2,,sigmoid,3,0.14917550496545517,0.14359332308600575,0.11773838376497746,0.07719010774789611,0.08502041526461422,0.05632457436942037,0.10587122585723953,0.11482041586990746,0.023109004359521082,0.03580216523659765,0.03339235075995821,0.057962528718406944
calibration_screen,s69|random_over|r=0.2|k=None|cal=sigmoid|folds=3,69,9618,2,240,60,38,9,0.37695441286096365,0.11627900985138512,0.8311546840958606,0.14443844217733331,0.15,-0.0055615578226666795,8,2,4,log_loss,1.0,random_over,0.2,,sigmoid,3,0.13990249632627208,0.16026735670438624,0.09351661117316637,0.09171855685229417,0.074093097074885,0.054516706752789044,0.09825153606307421,0.09646440692020503,0.058529479041742785,0.01884797128959531,0.054902651118246416,0.058989130683343424
calibration_screen,s69|random_over|r=0.2|k=None|cal=sigmoid|folds=3,69,9618,3,240,60,38,9,0.3054453135011739,0.0877294380292852,0.8638344226579522,0.17016761571603486,0.15,0.02016761571603487,8,2,4,log_loss,1.0,random_over,0.2,,sigmoid,3,0.1389757422395766,0.14058455094412772,0.10081612448068611,0.053719466884816255,0.08413817171071462,0.07943785450533865,0.11785464575117216,0.10131972904889365,0.04158506720475723,0.02740334165472904,0.059235854335167294,0.05492945124002085
calibration_screen,s69|random_over|r=0.2|k=None|cal=sigmoid|folds=3,69,9618,4,240,60,37,10,0.3679660754465306,0.1091535511387629,0.766,0.15816054316883496,0.16666666666666666,-0.008506123497831697,8,2,4,log_loss,1.0,random_over,0.2,,sigmoid,3,0.14194261602166347,0.14631075029854063,0.11438580152067132,0.051406138382455,0.10490148012059886,0.06344107481247355,0.10211855020644053,0.09186652273779126,0.04762033950229722,0.018726592649909116,0.06417760899390848,0.053102524753250606
calibration_screen,s69|random_over|r=0.2|k=None|cal=sigmoid|folds=3,69,9618,5,240,60,37,10,0.3644293801483162,0.110105137461796,0.824,0.1626144954696758,0.16666666666666666,-0.004052171196990861,8,2,4,log_loss,1.0,random_over,0.2,,sigmoid,3,0.1358854112430208,0.14755611258074675,0.09112061956849696,0.06037128250660264,0.10075853084928889,0.06659679627232215,0.1024446223540111,0.10403712622257058,0.036739728653453776,0.033153238070489394,0.055375232593440606,0.06596129908555637
calibration_screen,s69|random_over|r=0.2|k=None|cal=sigmoid|folds=5,69,9618,1,240,60,38,9,0.44434941396963745,0.13564670212746133,0.6339869281045751,0.11504667001891734,0.15,-0.03495332998108265,8,2,4,log_loss,1.0,random_over,0.2,,sigmoid,5,0.14917550496545517,0.14359332308600575,0.11773838376497746,0.07719010774789611,0.08502041526461422,0.05632457436942037,0.10587122585723953,0.11482041586990746,0.023109004359521082,0.03580216523659765,0.03339235075995821,0.057962528718406944
calibration_screen,s69|random_over|r=0.2|k=None|cal=sigmoid|folds=5,69,9618,2,240,60,38,9,0.3716909696620135,0.1152002436300915,0.8311546840958606,0.14413010144854402,0.15,-0.0058698985514559765,8,2,4,log_loss,1.0,random_over,0.2,,sigmoid,5,0.13990249632627208,0.16026735670438624,0.09351661117316637,0.09171855685229417,0.074093097074885,0.054516706752789044,0.09825153606307421,0.09646440692020503,0.058529479041742785,0.01884797128959531,0.054902651118246416,0.058989130683343424
calibration_screen,s69|random_over|r=0.2|k=None|cal=sigmoid|folds=5,69,9618,3,240,60,38,9,0.30529589444550004,0.08765405018841531,0.8638344226579522,0.17107342410105134,0.15,0.02107342410105134,8,2,4,log_loss,1.0,random_over,0.2,,sigmoid,5,0.1389757422395766,0.14058455094412772,0.10081612448068611,0.053719466884816255,0.08413817171071462,0.07943785450533865,0.11785464575117216,0.10131972904889365,0.04158506720475723,0.02740334165472904,0.059235854335167294,0.05492945124002085
