stage,complete_id,structure_id,cv_seed,fold,n_train,n_validation,positive_train,positive_validation,log_loss,brier_score,roc_auc,mean_probability,observed_prevalence,prevalence_bias,max_depth,min_samples_leaf,max_features,criterion,max_samples,strategy,sampling_ratio,k_neighbors,calibration,calibration_folds,mdi_GrLivArea,mdi_LotArea,mdi_OverallQual,mdi_OverallCond,mdi_YearBuilt,mdi_YearRemodAdd,mdi_TotalBsmtSF,mdi_GarageArea,mdi_BedroomAbvGr,mdi_Fireplaces,mdi_WoodDeckSF,mdi_OpenPorchSF
structure_screen,s31|none|r=None|k=None|cal=none|folds=None,31,9618,1,240,60,38,9,0.4411896608181062,0.13507012004377747,0.5359477124183006,0.13725587003121983,0.15,-0.01274412996878016,3,10,4,gini,0.7,none,,,none,,0.15739062958299838,0.09647227871024867,0.1815205748359873,0.0280806842592346,0.07714752876974348,0.04743099815579561,0.05482979300055667,0.2331599046802651,0.025562101830474127,0.05552371395744038,0.010942909827562398,0.0319388823896933
structure_screen,s31|none|r=None|k=None|cal=none|folds=None,31,9618,2,240,60,38,9,0.36748294519642866,0.11339264493247302,0.8006535947712418,0.1633805650366338,0.15,0.013380565036633818,3,10,4,gini,0.7,none,,,none,,0.1901268013298914,0.09565845798833243,0.13635115128613243,0.03465605074892594,0.08357854447109474,0.05519395031934815,0.07389187760765144,0.14159485449131964,0.09339603109485037,0.03108533044644653,0.0296974847729016,0.034769465443105316
structure_screen,s31|none|r=None|k=None|cal=none|folds=None,31,9618,3,240,60,38,9,0.3364366509829486,0.10122237738161782,0.8572984749455338,0.16063842083939148,0.15,0.010638420839391483,3,10,4,gini,0.7,none,,,none,,0.13128239136259726,0.10629737587101533,0.1533119159936176,0.032981768769848714,0.06936878805861006,0.05960471012723256,0.09867826616443602,0.14653108316211064,0.07621828248451627,0.04530252154682514,0.03950349375383473,0.040919402705355754
structure_screen,s31|none|r=None|k=None|cal=none|folds=None,31,9618,4,240,60,37,10,0.3951543698444873,0.11999721831772191,0.722,0.1516756661365186,0.16666666666666666,-0.014991000530148069,3,10,4,gini,0.7,none,,,none,,0.15299380147962097,0.1211987242503347,0.16144629011034933,0.015850545471688054,0.10980392746800241,0.04388538385604865,0.06830023341746688,0.11682576080251995,0.08557749734169788,0.019803274107572377,0.06287854235463793,0.041436019340060894
structure_screen,s31|none|r=None|k=None|cal=none|folds=None,31,9618,5,240,60,37,10,0.3725140177876833,0.11737072582032539,0.8420000000000001,0.16426316684272727,0.16666666666666666,-0.0024034998239393923,3,10,4,gini,0.7,none,,,none,,0.172934324279921,0.11432208716106801,0.18601377450483497,0.020466715516242007,0.09229610894271015,0.04269794298059031,0.08340737311059959,0.13983279541653956,0.04773264423276522,0.033777060518887715,0.03140247759328224,0.03511669574255913
structure_screen,s32|none|r=None|k=None|cal=none|folds=None,32,9618,1,240,60,38,9,0.41818508851798186,0.13266227343852827,0.6470588235294117,0.1341887257896406,0.15,-0.015811274210359383,12,10,6,log_loss,1.0,none,,,none,,0.18232941912066494,0.14731020432154301,0.1547597502728465,0.030714740310138912,0.05548022906096418,0.04297608866645131,0.09183794631527425,0.1615359935710109,0.0121754602234526,0.055555913351186655,0.015473697515403874,0.049850557271062815
structure_screen,s32|none|r=None|k=None|cal=none|folds=None,32,9618,2,240,60,38,9,0.35130032033345787,0.11096337611796374,0.809368191721133,0.16722017860492125,0.15,0.017220178604921255,12,10,6,log_loss,1.0,none,,,none,,0.18131521052452437,0.19626657936685168,0.0843853290941856,0.05631802150373566,0.0560691798458661,0.04344416670277927,0.0981765405876449,0.11973795185747585,0.05330308320784248,0.023979190538579588,0.046389901702677996,0.0406148450678365
structure_screen,s32|none|r=None|k=None|cal=none|folds=None,32,9618,3,240,60,38,9,0.3132006714814,0.0945732254239424,0.8681917211328976,0.16234199187092338,0.15,0.012341991870923386,12,10,6,log_loss,1.0,none,,,none,,0.16234309738312536,0.17230778437720343,0.11190028924515624,0.04675857983387152,0.06147465089310095,0.06687949980907769,0.10740352310901831,0.11415565399412263,0.04215878983425259,0.03786098737186523,0.034055880205065045,0.042701263944141074
structure_screen,s32|none|r=None|k=None|cal=none|folds=None,32,9618,4,240,60,37,10,0.3897084635437593,0.11611320413691975,0.754,0.15469945723317532,0.16666666666666666,-0.011967209433491333,12,10,6,log_loss,1.0,none,,,none,,0.17337374038242714,0.177800016528092,0.11713181261724924,0.024898658472434824,0.09127343830897135,0.04348341024776985,0.10761778104993858,0.09317749452999977,0.05196133378829305,0.019095839421536802,0.06271518398008386,0.03747129067320362
structure_screen,s32|none|r=None|k=None|cal=none|folds=None,32,9618,5,240,60,37,10,0.3484948049391307,0.11154689262818138,0.844,0.1648491959631865,0.16666666666666666,-0.0018174707034801507,12,10,6,log_loss,1.0,none,,,none,,0.16059203156843885,0.19955214011251265,0.12415983792891355,0.03172891022683619,0.06100313970790374,0.04548159527508108,0.10835547410972587,0.1298960154885682,0.022801303592959517,0.03474634385564185,0.04360390180171564,0.03807930633170284
structure_screen,s33|none|r=None|k=None|cal=none|folds=None,33,9618,1,240,60,38,9,0.4368311157374125,0.134527360915461,0.5686274509803921,0.13863760988231666,0.15,-0.011362390117683335,4,15,6,gini,0.7,none,,,none,,0.20704653350793428,0.09664956447777617,0.14261528008579605,0.023389904116351837,0.06936527263909095,0.04092577602315875,0.06810219764344007,0.2318647869195433,0.02245735022761437,0.05912321458072694,0.008927245267200583,0.029532874511366578
structure_screen,s33|none|r=None|k=None|cal=none|folds=None,33,9618,2,240,60,38,9,0.3781516007207725,0.11738624667636019,0.7374727668845316,0.16773637630347366,0.15,0.01773637630347366,4,15,6,gini,0.7,none,,,none,,0.2385521653917713,0.10334695486553082,0.07940283802341638,0.03112654232959488,0.06544368918580616,0.05179784960479651,0.09015481141925101,0.1283881270100592,0.12577013827315522,0.03318401540331566,0.024008116534955163,0.028824751958347827
structure_screen,s33|none|r=None|k=None|cal=none|folds=None,33,9618,3,240,60,38,9,0.33961317835906807,0.10322497586546514,0.8725490196078431,0.16327299507641851,0.15,0.01327299507641852,4,15,6,gini,0.7,none,,,none,,0.16644310534789578,0.11351814040823643,0.0995752022623864,0.023310782709473517,0.07271938414071165,0.06855262253980361,0.10147221554262967,0.14181656287258526,0.08820967452286856,0.054357007857778354,0.03440107781620078,0.03562422397943007
structure_screen,s33|none|r=None|k=None|cal=none|folds=None,33,9618,4,240,60,37,10,0.39952989480410217,0.12171609568740013,0.748,0.1504697642442548,0.16666666666666666,-0.01619690242241187,4,15,6,gini,0.7,none,,,none,,0.194203786315113,0.108239329986853,0.15239969954060267,0.009754694382974414,0.10234583831179167,0.04840925370403411,0.0986309229106372,0.08838804403417329,0.09808981464599556,0.015543029429419661,0.05192416720721888,0.032071419531186536
structure_screen,s33|none|r=None|k=None|cal=none|folds=None,33,9618,5,240,60,37,10,0.37570444782003876,0.1188669045332911,0.794,0.16616387880928055,0.16666666666666666,-0.0005027878573861111,4,15,6,gini,0.7,none,,,none,,0.18201774604330015,0.1425272032611212,0.15605387829454237,0.02176847499267932,0.08068974377458414,0.029836471589596354,0.10382748714096905,0.13146532030233976,0.055901474087387604,0.033815006778227685,0.031094262761807427,0.03100293097344503
structure_screen,s34|none|r=None|k=None|cal=none|folds=None,34,9618,1,240,60,38,9,0.44890061909938905,0.13883988385347384,0.5751633986928104,0.13747465911247167,0.15,-0.012525340887528325,6,10,6,gini,1.0,none,,,none,,0.17564769752784368,0.10184977505703706,0.21346811277544628,0.02739008112518424,0.06817727111733778,0.03430945642238131,0.10071473905841324,0.19118359283070346,0.007833451404200753,0.04013846075626406,0.01205662820008329,0.027230733725104966
structure_screen,s34|none|r=None|k=None|cal=none|folds=None,34,9618,2,240,60,38,9,0.3558170516641327,0.11098406507435435,0.8267973856209151,0.17236933166118454,0.15,0.022369331661184544,6,10,6,gini,1.0,none,,,none,,0.17277479704750065,0.11485275372867997,0.13468699515813706,0.0394379659932376,0.069417388534125,0.03990608931558233,0.09960829029692847,0.16798287299593262,0.06766737685222829,0.02103330573865453,0.043411565826607414,0.02922059851238607
structure_screen,s34|none|r=None|k=None|cal=none|folds=None,34,9618,3,240,60,38,9,0.32084754993573866,0.096809803556856,0.8638344226579521,0.1617614874230559,0.15,0.01176148742305591,6,10,6,gini,1.0,none,,,none,,0.14332812143015172,0.11362998073007431,0.14739912283400297,0.02806293322438613,0.06781209084370737,0.059406789710143876,0.12093445155308286,0.14277416118453906,0.06896327829411256,0.034493010507209564,0.03420152745926457,0.038994532229324946
structure_screen,s34|none|r=None|k=None|cal=none|folds=None,34,9618,4,240,60,37,10,0.3981295548960087,0.11785277717946792,0.738,0.1536697537224942,0.16666666666666666,-0.012996912944172462,6,10,6,gini,1.0,none,,,none,,0.171885631998,0.10631531447262503,0.15825464360900746,0.013989172884294474,0.10537713699216286,0.05443120439561722,0.09956376639111468,0.10718034966026654,0.06764511921939666,0.013990167191046468,0.06915588459070293,0.0322116085957656
structure_screen,s34|none|r=None|k=None|cal=none|folds=None,34,9618,5,240,60,37,10,0.3535975846412372,0.11283167129271239,0.8420000000000001,0.16476957046099247,0.16666666666666666,-0.001897096205674187,6,10,6,gini,1.0,none,,,none,,0.1572456137321946,0.13994968175005762,0.1744525658722385,0.02360108423722272,0.0768702318285878,0.037280548703449275,0.10616781054047678,0.14877762820954216,0.029579376044876173,0.024843167832984146,0.050793875067154916,0.030438416181215427
structure_screen,s35|none|r=None|k=None|cal=none|folds=None,35,9618,1,240,60,38,9,0.4240264771345658,0.13250162124679793,0.5860566448801743,0.13592430634037447,0.15,-0.014075693659625521,5,15,4,log_loss,0.7,none,,,none,,0.1853720139702148,0.14042671579293733,0.10179357027205305,0.0309649759857338,0.06769259419972466,0.041621667977402486,0.055242339082169,0.19320092945972084,0.024660853129059,0.07743922282069894,0.019373269224516022,0.0622118480857702
structure_screen,s35|none|r=None|k=None|cal=none|folds=None,35,9618,2,240,60,38,9,0.374592902272657,0.11663012006165542,0.7592592592592592,0.162785332231111,0.15,0.012785332231111002,5,15,4,log_loss,0.7,none,,,none,,0.2053083625803643,0.1719470592604633,0.0714522539159652,0.047781042618329404,0.05792712758685117,0.05060727090432208,0.06920924015720842,0.10830889192479644,0.08197863721965776,0.03809761732433255,0.046826157776806376,0.05055633873090294
structure_screen,s35|none|r=None|k=None|cal=none|folds=None,35,9618,3,240,60,38,9,0.3394721785671927,0.10349899845726096,0.8703703703703703,0.1619970520943376,0.15,0.011997052094337601,5,15,4,log_loss,0.7,none,,,none,,0.17460515980603408,0.15213552984877854,0.06881375448376718,0.04425034259884046,0.06793161595785396,0.06619170792567983,0.08291868300995675,0.12376463549742676,0.052114016481170033,0.06890672461058787,0.04390417024615728,0.0544636595337472
structure_screen,s35|none|r=None|k=None|cal=none|folds=None,35,9618,4,240,60,37,10,0.3952821412332176,0.1219817378022998,0.754,0.1503149674981118,0.16666666666666666,-0.016351699168554862,5,15,4,log_loss,0.7,none,,,none,,0.18608682593620085,0.17388359277074733,0.10931440092349533,0.01956385140565799,0.08665641869662917,0.047450832130300886,0.07574087932898163,0.10355828169050242,0.0734026739820973,0.027263935281600253,0.0432773619630621,0.05380094589072479
structure_screen,s35|none|r=None|k=None|cal=none|folds=None,35,9618,5,240,60,37,10,0.3731147708291671,0.11838867971204967,0.8280000000000001,0.164259260977537,0.16666666666666666,-0.0024074056891296436,5,15,4,log_loss,0.7,none,,,none,,0.16706915114948095,0.17601042241144682,0.12002989535389849,0.03171667263591665,0.07133047147269524,0.04704930446454793,0.08875317617935408,0.11013703451366189,0.04329755287715621,0.05510977470200044,0.038026075635446036,0.051470468604395435
structure_screen,s36|none|r=None|k=None|cal=none|folds=None,36,9618,1,240,60,38,9,0.4474964504161106,0.13831675545169594,0.5773420479302833,0.12757531342587833,0.15,-0.022424686574121666,6,5,6,gini,1.0,none,,,none,,0.15607707256576805,0.11913230865643054,0.17110910207106725,0.09558522666118276,0.07897448305380476,0.05482439267709013,0.11872320200352604,0.1344752854786521,0.006699955167524911,0.022770320397196543,0.019689688704694182,0.021938962563062915
structure_screen,s36|none|r=None|k=None|cal=none|folds=None,36,9618,2,240,60,38,9,0.34907735904376036,0.10954971416441332,0.8376906318082789,0.16435762301433565,0.15,0.014357623014335658,6,5,6,gini,1.0,none,,,none,,0.1413683604397523,0.11731006275785139,0.13513308275448496,0.09729547595901407,0.07308152701567064,0.04710388352203122,0.10020871733713342,0.12139313395649405,0.06538720981136806,0.016966115406471294,0.049024754167943656,0.035727676871785054
structure_screen,s36|none|r=None|k=None|cal=none|folds=None,36,9618,3,240,60,38,9,0.3083752572074803,0.09157247426978063,0.8638344226579521,0.16782146199482398,0.15,0.017821461994823984,6,5,6,gini,1.0,none,,,none,,0.13392623218611546,0.11506712551815565,0.11720294590264091,0.05294128905600104,0.08054922202252793,0.0793152400325225,0.11932582334465197,0.12115938987862696,0.07983773398315906,0.020470652376430972,0.0427177384718845,0.03748660722728304
structure_screen,s36|none|r=None|k=None|cal=none|folds=None,36,9618,4,240,60,37,10,0.38928332822225914,0.11287286928543377,0.758,0.15939067470691448,0.16666666666666666,-0.007275991959752176,6,5,6,gini,1.0,none,,,none,,0.15052150769237274,0.12654788958965318,0.11725219550801518,0.03830964200896158,0.1137562799053739,0.06324394622919023,0.09845293336672936,0.10492753004241058,0.05962443265020795,0.014048186338282384,0.07472525661750477,0.03859020005129807
structure_screen,s36|none|r=None|k=None|cal=none|folds=None,36,9618,5,240,60,37,10,0.3523820720288916,0.11095238603836594,0.8300000000000001,0.16677147865939182,0.16666666666666666,0.00010481199272516228,6,5,6,gini,1.0,none,,,none,,0.12544741078611893,0.13810597180274767,0.12495133807140121,0.09828792823951914,0.07901801721218764,0.042467339438297995,0.1087333648604564,0.12222854259137081,0.03961821091243,0.02610880436638548,0.054965819439032025,0.040067252280052805
structure_screen,s37|none|r=None|k=None|cal=none|folds=None,37,9618,1,240,60,38,9,0.44401561438828996,0.13668667469991286,0.5403050108932462,0.140576175667595,0.15,-0.00942382433240499,3,10,6,gini,0.7,none,,,none,,0.17227628271314646,0.09221156283254299,0.2174930233200405,0.021353479754351937,0.06692020456942699,0.03836716759656884,0.07643279391293788,0.22208286779169267,0.013907987189386762,0.043363384038328893,0.010386949513161749,0.02520429676841432
structure_screen,s37|none|r=None|k=None|cal=none|folds=None,37,9618,2,240,60,38,9,0.36394140778583833,0.1126687442135277,0.8071895424836601,0.16792887665392098,0.15,0.017928876653920983,3,10,6,gini,0.7,none,,,none,,0.19289477556089588,0.10033409808161617,0.13921452409077828,0.035500946946071546,0.07766711315940944,0.04391421695877268,0.0968924817986981,0.15208436800340508,0.08028336243179204,0.026983369863447983,0.0310411884653234,0.02318955463978939
structure_screen,s37|none|r=None|k=None|cal=none|folds=None,37,9618,3,240,60,38,9,0.33101453040461043,0.09965117754865965,0.8660130718954248,0.16132883422664998,0.15,0.011328834226649986,3,10,6,gini,0.7,none,,,none,,0.14922183745982953,0.11693363924921195,0.1739391902059967,0.020768165640955006,0.06076343756334472,0.051655755290933254,0.10146365464190191,0.1468796827752077,0.06855328256039785,0.03459992115976935,0.04137688948290284,0.03384454396954913
structure_screen,s37|none|r=None|k=None|cal=none|folds=None,37,9618,4,240,60,37,10,0.39557098207945357,0.11937224878179911,0.7280000000000001,0.15107916468657231,0.16666666666666666,-0.015587501980094343,3,10,6,gini,0.7,none,,,none,,0.17922176266976164,0.10571603177708519,0.1840472051178936,0.009908747938600533,0.10519206305498637,0.047038721697086325,0.08777201293718064,0.1039097156296565,0.07318126580092776,0.012657240742629475,0.06248812989216705,0.028867102742024912
structure_screen,s37|none|r=None|k=None|cal=none|folds=None,37,9618,5,240,60,37,10,0.3682517036519281,0.11623598915124772,0.836,0.16451647280483836,0.16666666666666666,-0.002150193861828298,3,10,6,gini,0.7,none,,,none,,0.17014951453682148,0.13230265129339824,0.2008464793436539,0.0169729269798317,0.07810461315776128,0.027723569704872556,0.09424730927146485,0.1546677052254,0.03810532480496325,0.028412426690583196,0.030828044670792754,0.027639434320456704
structure_screen,s38|none|r=None|k=None|cal=none|folds=None,38,9618,1,240,60,38,9,0.4325677579145956,0.1343171636747685,0.5751633986928104,0.13336650084578883,0.15,-0.016633499154211168,12,5,3,gini,0.7,none,,,none,,0.130411333314034,0.11001189869797467,0.13855043087943392,0.07292361840023315,0.09750278700528174,0.06670987975300947,0.09523322141142379,0.15946261335662362,0.022472384597494843,0.03843520306760964,0.025775353634104218,0.04251127588277687
structure_screen,s38|none|r=None|k=None|cal=none|folds=None,38,9618,2,240,60,38,9,0.36033134412863654,0.11188748298568649,0.8246187363834423,0.1675073473560897,0.15,0.017507347356089692,12,5,3,gini,0.7,none,,,none,,0.1410383756668015,0.10816392537581036,0.1165809744551394,0.06942274611884464,0.09533892511679015,0.06760189872609472,0.09854259528626243,0.12494366353590812,0.06070513437857968,0.029140009442227777,0.046944461352028885,0.04157729054551229
structure_screen,s38|none|r=None|k=None|cal=none|folds=None,38,9618,3,240,60,38,9,0.3169837491355755,0.09274123310520452,0.8464052287581698,0.16443476128766715,0.15,0.014434761287667158,12,5,3,gini,0.7,none,,,none,,0.1343041080714905,0.10642531368701516,0.11248271242135656,0.0456468362179514,0.08831621645034683,0.07116129787189704,0.10686840257535445,0.12839277726057496,0.07244730726612245,0.03145734831147494,0.05002282048132737,0.05247485938508839
structure_screen,s38|none|r=None|k=None|cal=none|folds=None,38,9618,4,240,60,37,10,0.38456652674788183,0.11467025463972659,0.7500000000000001,0.15489151288392974,0.16666666666666666,-0.011775153782736913,12,5,3,gini,0.7,none,,,none,,0.13841771438726577,0.11013089655779265,0.10985700585848646,0.03856506929017849,0.10858422416693558,0.06993969624779003,0.09495763197792374,0.11663745317887787,0.06653945450685059,0.02513519195982371,0.07115983436037858,0.05007582750769664
structure_screen,s38|none|r=None|k=None|cal=none|folds=None,38,9618,5,240,60,37,10,0.358039571547127,0.11296790539803143,0.826,0.16714711205066005,0.16666666666666666,0.00048044538399338865,12,5,3,gini,0.7,none,,,none,,0.14022261874283937,0.12074472704362413,0.11426140363316166,0.06683114687677764,0.0837353969701904,0.05832042009858357,0.09622857561575933,0.1350389254876283,0.04845822735665335,0.03592912730046865,0.05075044203588205,0.04947898883843153
structure_screen,s39|none|r=None|k=None|cal=none|folds=None,39,9618,1,240,60,38,9,0.45440747844757995,0.13861604332803465,0.5555555555555556,0.12642677936055727,0.15,-0.023573220639442727,6,1,4,gini,1.0,none,,,none,,0.1359885480596689,0.11902369242815143,0.13960458612279578,0.10354653135823245,0.10965310813539814,0.05525731457334762,0.10377304693174483,0.11740158519651325,0.02065504213298902,0.02825552657407166,0.0309342051706368,0.03590681331645021
structure_screen,s39|none|r=None|k=None|cal=none|folds=None,39,9618,2,240,60,38,9,0.347407609487563,0.10914797165829587,0.8311546840958606,0.15057354811553483,0.15,0.0005735481155348388,6,1,4,gini,1.0,none,,,none,,0.1372490508836005,0.10018245015453336,0.12172738456480306,0.10475394497106727,0.08949055457265355,0.048895288943553133,0.09414874850435068,0.09836098501337269,0.06396317615093518,0.023529495451102687,0.048028926557566326,0.0696699942324616
structure_screen,s39|none|r=None|k=None|cal=none|folds=None,39,9618,3,240,60,38,9,0.29429642497944175,0.0872494537475436,0.8616557734204793,0.1752642641022662,0.15,0.025264264102266204,6,1,4,gini,1.0,none,,,none,,0.11631738781108723,0.1040775618960844,0.13399119375596066,0.06652637988068215,0.08230834089088195,0.0784265992704626,0.11177329063717234,0.0982581516214119,0.07301335726807445,0.022156558399972624,0.04837161545777044,0.06477956311043916
structure_screen,s39|none|r=None|k=None|cal=none|folds=None,39,9618,4,240,60,37,10,0.37578075644647746,0.11133403178852116,0.732,0.1570698539642698,0.16666666666666666,-0.009596812702396845,6,1,4,gini,1.0,none,,,none,,0.1396778941878509,0.11641996498364174,0.11839935654665283,0.06059863000694599,0.11557067469310325,0.06524993314184901,0.08749862792048335,0.09321617856040244,0.05472498310232351,0.017507795618512807,0.06519500358104917,0.06594095765718505
structure_screen,s39|none|r=None|k=None|cal=none|folds=None,39,9618,5,240,60,37,10,0.3724898635944157,0.11756449985610448,0.784,0.17817003195688913,0.16666666666666666,0.011503365290222473,6,1,4,gini,1.0,none,,,none,,0.11678946756332434,0.10937431865416841,0.10840218910703925,0.10108466178082037,0.09659797246178313,0.044975496958288876,0.0959199826118736,0.10320935363997492,0.055141004849891914,0.026881718468438186,0.051426899207318286,0.09019693469707862
structure_screen,s40|none|r=None|k=None|cal=none|folds=None,40,9618,1,240,60,38,9,0.4319148036623632,0.133296506917578,0.5751633986928104,0.13798237035612015,0.15,-0.01201762964387984,6,15,4,gini,0.7,none,,,none,,0.17554837176429766,0.1003907853488507,0.12261960480951796,0.022430157952437742,0.0820211085797014,0.05338043745805273,0.059172732274499866,0.23925240979327367,0.035232005288172705,0.06320340972097432,0.01106053167067,0.03568844533955122
structure_screen,s40|none|r=None|k=None|cal=none|folds=None,40,9618,2,240,60,38,9,0.37630043570069965,0.11655777790705017,0.7549019607843137,0.16398554374570937,0.15,0.013985543745709372,6,15,4,gini,0.7,none,,,none,,0.21177721145188774,0.10598725440786344,0.09112310280571563,0.03091335960578556,0.0833967390443241,0.05843289521899664,0.07973978332338698,0.1242034007890833,0.11368301793098066,0.03817424579491585,0.024640852598607547,0.03792813702845241
structure_screen,s40|none|r=None|k=None|cal=none|folds=None,40,9618,3,240,60,38,9,0.3421647855603381,0.1038349485580401,0.8703703703703703,0.16174679244258675,0.15,0.011746792442586751,6,15,4,gini,0.7,none,,,none,,0.1406410436230344,0.10998439047532503,0.0967664327469541,0.028611697830016578,0.0768497965619556,0.07116237001025094,0.10141702189274926,0.15012212529351787,0.08469025140615805,0.06070911891067268,0.03697116288377052,0.042074588365595064
structure_screen,s40|none|r=None|k=None|cal=none|folds=None,40,9618,4,240,60,37,10,0.4049823594482443,0.12410695030930927,0.72,0.1501964449942916,0.16666666666666666,-0.01647022167237505,6,15,4,gini,0.7,none,,,none,,0.16511172779479108,0.1219468742669004,0.13025206532538003,0.010481023672149144,0.10908378200762522,0.05403937910607759,0.07718154573436127,0.10426845670743601,0.10518686577321539,0.02578961513881495,0.05152638007416458,0.045132284399084246
