complete_id,structure_id,mean_log_loss,std_log_loss,mean_brier_score,mean_roc_auc,mean_probability,observed_prevalence,absolute_prevalence_bias,mdi_rank_stability,mdi_top5_overlap,max_depth,min_samples_leaf,max_features,criterion,max_samples,strategy,sampling_ratio,k_neighbors,calibration,calibration_folds
s55|none|r=None|k=None|cal=none|folds=None,55,0.37994249164413113,0.04734275172542501,0.11457955677336204,0.7284583877995642,0.15513658485118148,0.15666666666666665,0.0015300818154851902,0.834965034965035,0.74,3,1,3,gini,1.0,none,,,none,
s25|none|r=None|k=None|cal=none|folds=None,25,0.38012745596312697,0.039669863118153514,0.11563694136378821,0.7454727668845316,0.15295499325566392,0.15666666666666665,0.003711673411002725,0.8370629370629372,0.86,3,5,3,gini,1.0,none,,,none,
s9|none|r=None|k=None|cal=none|folds=None,9,0.3803533063004121,0.06033135694837757,0.11508941626898248,0.7363015250544662,0.16457730481613383,0.15666666666666665,0.007910638149467183,0.8825174825174825,0.8600000000000001,10,1,3,gini,1.0,none,,,none,
s37|none|r=None|k=None|cal=none|folds=None,37,0.3805588476620241,0.042232599663488156,0.1169229668790294,0.7555015250544662,0.15708590480791534,0.15666666666666665,0.00041923814124866787,0.8643356643356646,0.9200000000000002,3,10,6,gini,0.7,none,,,none,
s45|none|r=None|k=None|cal=none|folds=None,45,0.38072701176223117,0.035941260267921195,0.11763861128022601,0.7658518518518519,0.15579734826952768,0.15666666666666665,0.0008693183971389851,0.8909090909090909,0.8400000000000001,5,15,3,gini,1.0,none,,,none,
s68|none|r=None|k=None|cal=none|folds=None,68,0.38098931507048633,0.033554546864300906,0.1181780564319617,0.7611372549019608,0.1542574315148933,0.15666666666666665,0.0024092351517733925,0.7895104895104896,0.8400000000000001,3,15,3,log_loss,1.0,none,,,none,
s35|none|r=None|k=None|cal=none|folds=None,35,0.3812976940073601,0.03115526391128073,0.11860023145601276,0.7595372549019608,0.15505618382829436,0.15666666666666665,0.0016104828383722847,0.797902097902098,0.76,5,15,4,log_loss,0.7,none,,,none,
s31|none|r=None|k=None|cal=none|folds=None,31,0.3825555289259308,0.03889620111329062,0.11741061729918312,0.7515799564270152,0.1554427377772982,0.15666666666666665,0.001223928889368464,0.8685314685314687,0.8600000000000001,3,10,4,gini,0.7,none,,,none,
s42|none|r=None|k=None|cal=none|folds=None,42,0.384681539611864,0.06822583078675773,0.11676094224106179,0.7376801742919389,0.16252664296903477,0.15666666666666665,0.005859976302368092,0.883916083916084,0.9200000000000002,8,1,6,gini,1.0,none,,,none,
s33|none|r=None|k=None|cal=none|folds=None,33,0.3859660474882788,0.0356587563038139,0.11914431673559552,0.7441298474945535,0.15725612486314883,0.15666666666666665,0.0005894581964821733,0.7979020979020981,0.78,4,15,6,gini,0.7,none,,,none,
s26|none|r=None|k=None|cal=none|folds=None,26,0.38645603838325815,0.0337858984462883,0.11940177318725573,0.7444871459694989,0.1557194439298539,0.15666666666666665,0.0009472227368127362,0.8363636363636365,0.78,5,15,4,gini,0.7,none,,,none,
s40|none|r=None|k=None|cal=none|folds=None,40,0.3864684668259024,0.033780063420155326,0.11940527843061943,0.7444871459694989,0.1557290896065895,0.15666666666666665,0.0009375770600771882,0.8363636363636365,0.78,6,15,4,gini,0.7,none,,,none,
s28|none|r=None|k=None|cal=none|folds=None,28,0.38647448596735917,0.033628010788674625,0.11938865771369012,0.7452156862745098,0.1556432760627982,0.15666666666666665,0.0010233906038684681,0.8363636363636365,0.78,4,15,4,gini,0.7,none,,,none,
s15|none|r=None|k=None|cal=none|folds=None,15,0.38657915859479536,0.03329847194308,0.11953039783575799,0.7458013071895425,0.1557656258993841,0.15666666666666665,0.0009010407672825516,0.8776223776223777,0.8,6,15,3,gini,0.7,none,,,none,
s66|none|r=None|k=None|cal=none|folds=None,66,0.38659115107010017,0.03329867963904523,0.11953237533473053,0.7462013071895425,0.15576024946800104,0.15666666666666665,0.0009064171986656155,0.8776223776223777,0.8,5,15,3,gini,0.7,none,,,none,
