model,family,fold,degree,penalty,C,log_loss,auc,accuracy,f1
glm_current_simple,statsmodels_glm,1,,none,,0.47712454169577967,0.84375,0.75,0.7368421052631579
glm_best_subset,statsmodels_glm,1,,none,,0.461064516647088,0.8694196428571429,0.7666666666666667,0.75
glm_full_degree2,statsmodels_glm,1,,none,,0.4621260359103055,0.8705357142857142,0.8,0.7857142857142857
ridge_poly1_C0.01,sklearn_regularized,1,1,l2,0.01,0.6588331493151067,0.7220982142857143,0.7,0.6666666666666666
ridge_poly1_C0.03,sklearn_regularized,1,1,l2,0.03,0.6445066394167402,0.7209821428571428,0.6666666666666666,0.6666666666666666
ridge_poly1_C0.1,sklearn_regularized,1,1,l2,0.1,0.6385013351163662,0.7232142857142857,0.65,0.6557377049180327
ridge_poly1_C0.3,sklearn_regularized,1,1,l2,0.3,0.637870897509723,0.7220982142857143,0.6166666666666667,0.6349206349206349
ridge_poly1_C1,sklearn_regularized,1,1,l2,1,0.638069697256293,0.7220982142857143,0.6166666666666667,0.6349206349206349
ridge_poly1_C3,sklearn_regularized,1,1,l2,3,0.6381837912660767,0.7220982142857143,0.6166666666666667,0.6349206349206349
ridge_poly1_C10,sklearn_regularized,1,1,l2,10,0.638231308884223,0.7209821428571429,0.6166666666666667,0.6349206349206349
ridge_poly1_C30,sklearn_regularized,1,1,l2,30,0.6382456475816417,0.7209821428571429,0.6166666666666667,0.6349206349206349
ridge_poly1_C100,sklearn_regularized,1,1,l2,100,0.6382507476340163,0.7209821428571429,0.6166666666666667,0.6349206349206349
ridge_poly2_C0.01,sklearn_regularized,1,2,l2,0.01,0.5970554935248337,0.8649553571428572,0.8,0.7777777777777778
ridge_poly2_C0.03,sklearn_regularized,1,2,l2,0.03,0.5415856201019138,0.8716517857142857,0.7833333333333333,0.7796610169491526
ridge_poly2_C0.1,sklearn_regularized,1,2,l2,0.1,0.49687331786526834,0.8705357142857143,0.7833333333333333,0.7796610169491526
ridge_poly2_C0.3,sklearn_regularized,1,2,l2,0.3,0.4757591481319503,0.8738839285714285,0.7833333333333333,0.7719298245614035
ridge_poly2_C1,sklearn_regularized,1,2,l2,1,0.4665004740485774,0.8738839285714286,0.7833333333333333,0.7719298245614035
ridge_poly2_C3,sklearn_regularized,1,2,l2,3,0.463580155114405,0.8705357142857142,0.8,0.7857142857142857
ridge_poly2_C10,sklearn_regularized,1,2,l2,10,0.4625392476591402,0.8705357142857142,0.8,0.7857142857142857
ridge_poly2_C30,sklearn_regularized,1,2,l2,30,0.4622392513668574,0.8705357142857142,0.8,0.7857142857142857
ridge_poly2_C100,sklearn_regularized,1,2,l2,100,0.46213398162166736,0.8705357142857142,0.8,0.7857142857142857
ridge_poly3_C0.01,sklearn_regularized,1,3,l2,0.01,0.6015840904519071,0.8359375,0.7833333333333333,0.7547169811320755
ridge_poly3_C0.03,sklearn_regularized,1,3,l2,0.03,0.5576981093031207,0.8426339285714286,0.75,0.7272727272727273
ridge_poly3_C0.1,sklearn_regularized,1,3,l2,0.1,0.5368323404034222,0.8381696428571428,0.75,0.7272727272727273
ridge_poly3_C0.3,sklearn_regularized,1,3,l2,0.3,0.55675962394047,0.8270089285714286,0.7166666666666667,0.6792452830188679
ridge_poly3_C1,sklearn_regularized,1,3,l2,1,0.61514566890383,0.7957589285714286,0.6666666666666666,0.6
ridge_poly3_C3,sklearn_regularized,1,3,l2,3,0.6693764614671519,0.765625,0.6333333333333333,0.5416666666666666
ridge_poly3_C10,sklearn_regularized,1,3,l2,10,0.703642709205821,0.7555803571428571,0.65,0.5714285714285714
ridge_poly3_C30,sklearn_regularized,1,3,l2,30,0.7167268637268568,0.7511160714285714,0.6333333333333333,0.56
ridge_poly3_C100,sklearn_regularized,1,3,l2,100,0.7215662826054685,0.7488839285714286,0.6333333333333333,0.56
ridge_poly4_C0.01,sklearn_regularized,1,4,l2,0.01,0.56883882422346,0.8604910714285714,0.7833333333333333,0.7547169811320755
ridge_poly4_C0.03,sklearn_regularized,1,4,l2,0.03,0.5307413307988748,0.8582589285714286,0.7833333333333333,0.7547169811320755
ridge_poly4_C0.1,sklearn_regularized,1,4,l2,0.1,0.5226109085854046,0.8616071428571428,0.7666666666666667,0.7307692307692307
ridge_poly4_C0.3,sklearn_regularized,1,4,l2,0.3,0.5543108300854495,0.84375,0.75,0.7058823529411765
ridge_poly4_C1,sklearn_regularized,1,4,l2,1,0.6350610742971219,0.8191964285714286,0.75,0.7058823529411765
ridge_poly4_C3,sklearn_regularized,1,4,l2,3,0.7483921922798374,0.7790178571428572,0.7333333333333333,0.6923076923076923
ridge_poly4_C10,sklearn_regularized,1,4,l2,10,0.8995172146700449,0.7421875,0.65,0.6037735849056604
ridge_poly4_C30,sklearn_regularized,1,4,l2,30,1.0181131011934996,0.7120535714285714,0.6666666666666666,0.6153846153846154
ridge_poly4_C100,sklearn_regularized,1,4,l2,100,1.089015533965979,0.7008928571428572,0.6666666666666666,0.6153846153846154
ridge_poly5_C0.01,sklearn_regularized,1,5,l2,0.01,0.5749764416459849,0.8537946428571429,0.7666666666666667,0.7307692307692307
ridge_poly5_C0.03,sklearn_regularized,1,5,l2,0.03,0.5427105743410111,0.8549107142857142,0.7666666666666667,0.7407407407407407
ridge_poly5_C0.1,sklearn_regularized,1,5,l2,0.1,0.5456578651027868,0.8515625,0.75,0.7169811320754716
ridge_poly5_C0.3,sklearn_regularized,1,5,l2,0.3,0.5978050990866414,0.8058035714285715,0.7,0.6538461538461539
ridge_poly5_C1,sklearn_regularized,1,5,l2,1,0.7208998714934253,0.75,0.7,0.6538461538461539
ridge_poly5_C3,sklearn_regularized,1,5,l2,3,0.8892915711483226,0.6930803571428572,0.6666666666666666,0.6296296296296297
ridge_poly5_C10,sklearn_regularized,1,5,l2,10,1.126752595565694,0.6227678571428572,0.5833333333333334,0.5454545454545454
ridge_poly5_C30,sklearn_regularized,1,5,l2,30,1.3936232419519237,0.5881696428571428,0.5666666666666667,0.5
ridge_poly5_C100,sklearn_regularized,1,5,l2,100,1.8559555423617267,0.5301339285714286,0.5166666666666667,0.43137254901960786
ridge_poly6_C0.01,sklearn_regularized,1,6,l2,0.01,0.565290942416761,0.8571428571428571,0.7666666666666667,0.7307692307692307
ridge_poly6_C0.03,sklearn_regularized,1,6,l2,0.03,0.5379530985658271,0.8593749999999999,0.7666666666666667,0.7407407407407407
ridge_poly6_C0.1,sklearn_regularized,1,6,l2,0.1,0.5443097148864552,0.8381696428571428,0.75,0.7169811320754716
ridge_poly6_C0.3,sklearn_regularized,1,6,l2,0.3,0.599161806714213,0.7979910714285714,0.7166666666666667,0.6792452830188679
ridge_poly6_C1,sklearn_regularized,1,6,l2,1,0.7218372478430511,0.7433035714285714,0.6666666666666666,0.6296296296296297
ridge_poly6_C3,sklearn_regularized,1,6,l2,3,0.8645256673049891,0.6953125,0.65,0.6181818181818182
ridge_poly6_C10,sklearn_regularized,1,6,l2,10,1.0338581390695079,0.6506696428571428,0.6,0.5555555555555556
ridge_poly6_C30,sklearn_regularized,1,6,l2,30,1.25084098711809,0.6194196428571428,0.5833333333333334,0.5283018867924528
ridge_poly6_C100,sklearn_regularized,1,6,l2,100,1.7116206133847347,0.6037946428571428,0.5666666666666667,0.48
lasso_poly2_C0.01,sklearn_regularized,1,2,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly2_C0.03,sklearn_regularized,1,2,l1,0.03,0.6383896520611856,0.8537946428571428,0.7833333333333333,0.7796610169491526
lasso_poly2_C0.1,sklearn_regularized,1,2,l1,0.1,0.5215799401326414,0.8515625,0.7666666666666667,0.7666666666666667
lasso_poly2_C0.3,sklearn_regularized,1,2,l1,0.3,0.4881980561079063,0.8604910714285714,0.7833333333333333,0.7796610169491526
lasso_poly2_C1,sklearn_regularized,1,2,l1,1,0.4706068489601477,0.8694196428571428,0.7833333333333333,0.7796610169491526
lasso_poly2_C3,sklearn_regularized,1,2,l1,3,0.4648191453171158,0.8727678571428571,0.7833333333333333,0.7719298245614035
lasso_poly2_C10,sklearn_regularized,1,2,l1,10,0.4629173332327769,0.8705357142857142,0.8,0.7857142857142857
lasso_poly2_C30,sklearn_regularized,1,2,l1,30,0.4623889349598498,0.8705357142857142,0.8,0.7857142857142857
lasso_poly2_C100,sklearn_regularized,1,2,l1,100,0.4622055785534406,0.8705357142857142,0.8,0.7857142857142857
lasso_poly3_C0.01,sklearn_regularized,1,3,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly3_C0.03,sklearn_regularized,1,3,l1,0.03,0.6383896242675304,0.8537946428571428,0.7833333333333333,0.7796610169491526
lasso_poly3_C0.1,sklearn_regularized,1,3,l1,0.1,0.5281167385876355,0.8448660714285714,0.7833333333333333,0.7796610169491526
lasso_poly3_C0.3,sklearn_regularized,1,3,l1,0.3,0.5208604295282317,0.8314732142857143,0.7833333333333333,0.7719298245614035
lasso_poly3_C1,sklearn_regularized,1,3,l1,1,0.5937067545854404,0.7991071428571429,0.7,0.6538461538461539
lasso_poly3_C3,sklearn_regularized,1,3,l1,3,0.6594679124470603,0.7734375,0.6333333333333333,0.5416666666666666
lasso_poly3_C10,sklearn_regularized,1,3,l1,10,0.7013954073358716,0.7566964285714286,0.65,0.5714285714285714
lasso_poly3_C30,sklearn_regularized,1,3,l1,30,0.715888034956551,0.7522321428571428,0.6333333333333333,0.56
lasso_poly3_C100,sklearn_regularized,1,3,l1,100,0.7212706462977256,0.75,0.6333333333333333,0.56
lasso_poly4_C0.01,sklearn_regularized,1,4,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly4_C0.03,sklearn_regularized,1,4,l1,0.03,0.6383896520611856,0.8537946428571428,0.7833333333333333,0.7796610169491526
lasso_poly4_C0.1,sklearn_regularized,1,4,l1,0.1,0.5280397698770459,0.8459821428571428,0.7833333333333333,0.7796610169491526
lasso_poly4_C0.3,sklearn_regularized,1,4,l1,0.3,0.5182211484998409,0.8381696428571428,0.7666666666666667,0.75
lasso_poly4_C1,sklearn_regularized,1,4,l1,1,0.5948505001849926,0.8225446428571429,0.7166666666666667,0.6666666666666666
lasso_poly4_C3,sklearn_regularized,1,4,l1,3,0.8009453631968022,0.765625,0.7166666666666667,0.6792452830188679
lasso_poly4_C10,sklearn_regularized,1,4,l1,10,0.9976423796999057,0.71875,0.6666666666666666,0.6153846153846154
lasso_poly4_C30,sklearn_regularized,1,4,l1,30,1.0818197427017568,0.703125,0.6666666666666666,0.6153846153846154
lasso_poly4_C100,sklearn_regularized,1,4,l1,100,1.1119344649110459,0.7020089285714286,0.6666666666666666,0.6153846153846154
lasso_poly5_C0.01,sklearn_regularized,1,5,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly5_C0.03,sklearn_regularized,1,5,l1,0.03,0.6383896520611856,0.8537946428571428,0.7833333333333333,0.7796610169491526
lasso_poly5_C0.1,sklearn_regularized,1,5,l1,0.1,0.5278264905770813,0.8459821428571428,0.7833333333333333,0.7796610169491526
lasso_poly5_C0.3,sklearn_regularized,1,5,l1,0.3,0.5170272963585865,0.8392857142857143,0.7666666666666667,0.75
lasso_poly5_C1,sklearn_regularized,1,5,l1,1,0.6515625947881545,0.7857142857142857,0.7,0.6538461538461539
lasso_poly5_C3,sklearn_regularized,1,5,l1,3,0.8809885880838226,0.6886160714285714,0.6,0.5384615384615384
lasso_poly5_C10,sklearn_regularized,1,5,l1,10,1.31637037639113,0.5859375,0.5833333333333334,0.5454545454545454
lasso_poly5_C30,sklearn_regularized,1,5,l1,30,2.0166823913929455,0.53125,0.5333333333333333,0.46153846153846156
lasso_poly5_C100,sklearn_regularized,1,5,l1,100,2.7613794241775262,0.5167410714285714,0.5333333333333333,0.46153846153846156
lasso_poly6_C0.01,sklearn_regularized,1,6,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly6_C0.03,sklearn_regularized,1,6,l1,0.03,0.6383896242675305,0.8537946428571428,0.7833333333333333,0.7796610169491526
lasso_poly6_C0.1,sklearn_regularized,1,6,l1,0.1,0.5278219962952081,0.8459821428571428,0.7833333333333333,0.7796610169491526
lasso_poly6_C0.3,sklearn_regularized,1,6,l1,0.3,0.5168975439548106,0.8370535714285714,0.7666666666666667,0.75
lasso_poly6_C1,sklearn_regularized,1,6,l1,1,0.6636765321474729,0.7790178571428572,0.7,0.6538461538461539
lasso_poly6_C3,sklearn_regularized,1,6,l1,3,0.8939152997563807,0.7042410714285714,0.6333333333333333,0.5769230769230769
lasso_poly6_C10,sklearn_regularized,1,6,l1,10,1.3776174233231457,0.6149553571428571,0.6166666666666667,0.5660377358490566
lasso_poly6_C30,sklearn_regularized,1,6,l1,30,2.007324638333068,0.5864955357142857,0.5333333333333333,0.44
lasso_poly6_C100,sklearn_regularized,1,6,l1,100,2.2367655785148637,0.6322544642857142,0.6166666666666667,0.5306122448979592
glm_current_simple,statsmodels_glm,2,,none,,0.5202636594156075,0.8236607142857143,0.7833333333333333,0.7868852459016393
glm_best_subset,statsmodels_glm,2,,none,,0.5251928767250224,0.8125,0.75,0.7457627118644068
glm_full_degree2,statsmodels_glm,2,,none,,0.5211078753894623,0.8158482142857143,0.75,0.7457627118644068
ridge_poly1_C0.01,sklearn_regularized,2,1,l2,0.01,0.6521651971051223,0.7433035714285714,0.6333333333333333,0.5217391304347826
ridge_poly1_C0.03,sklearn_regularized,2,1,l2,0.03,0.6296211749676455,0.7444196428571428,0.6166666666666667,0.5490196078431373
ridge_poly1_C0.1,sklearn_regularized,2,1,l2,0.1,0.6139829047346812,0.7433035714285714,0.6166666666666667,0.5660377358490566
ridge_poly1_C0.3,sklearn_regularized,2,1,l2,0.3,0.6079753038429193,0.7433035714285714,0.6166666666666667,0.5660377358490566
ridge_poly1_C1,sklearn_regularized,2,1,l2,1,0.6056656859040253,0.7444196428571428,0.6166666666666667,0.5660377358490566
ridge_poly1_C3,sklearn_regularized,2,1,l2,3,0.6049854836474219,0.7444196428571428,0.6166666666666667,0.5660377358490566
ridge_poly1_C10,sklearn_regularized,2,1,l2,10,0.6047452938314054,0.7444196428571428,0.6166666666666667,0.5660377358490566
ridge_poly1_C30,sklearn_regularized,2,1,l2,30,0.6046764673879221,0.7444196428571428,0.6166666666666667,0.5660377358490566
ridge_poly1_C100,sklearn_regularized,2,1,l2,100,0.6046523570954723,0.7444196428571428,0.6166666666666667,0.5660377358490566
ridge_poly2_C0.01,sklearn_regularized,2,2,l2,0.01,0.6159482110879376,0.8370535714285714,0.7333333333333333,0.7142857142857143
ridge_poly2_C0.03,sklearn_regularized,2,2,l2,0.03,0.5717255757303832,0.8292410714285714,0.75,0.7368421052631579
ridge_poly2_C0.1,sklearn_regularized,2,2,l2,0.1,0.5390306546566349,0.8236607142857143,0.7333333333333333,0.7142857142857143
ridge_poly2_C0.3,sklearn_regularized,2,2,l2,0.3,0.5264901839681856,0.8225446428571428,0.7666666666666667,0.7586206896551724
ridge_poly2_C1,sklearn_regularized,2,2,l2,1,0.5224678638606691,0.8191964285714286,0.75,0.7457627118644068
ridge_poly2_C3,sklearn_regularized,2,2,l2,3,0.5215263301949087,0.8180803571428572,0.75,0.7457627118644068
ridge_poly2_C10,sklearn_regularized,2,2,l2,10,0.5212579366483364,0.8169642857142857,0.75,0.7457627118644068
ridge_poly2_C30,sklearn_regularized,2,2,l2,30,0.521187276771322,0.8158482142857143,0.75,0.7457627118644068
ridge_poly2_C100,sklearn_regularized,2,2,l2,100,0.5211632330735324,0.8158482142857143,0.75,0.7457627118644068
ridge_poly3_C0.01,sklearn_regularized,2,3,l2,0.01,0.612735501349566,0.8225446428571428,0.7333333333333333,0.7142857142857143
ridge_poly3_C0.03,sklearn_regularized,2,3,l2,0.03,0.5755898057752018,0.8203125,0.7333333333333333,0.7142857142857143
ridge_poly3_C0.1,sklearn_regularized,2,3,l2,0.1,0.5485615362813561,0.8080357142857143,0.7666666666666667,0.7586206896551724
ridge_poly3_C0.3,sklearn_regularized,2,3,l2,0.3,0.5383873561046877,0.8035714285714286,0.7666666666666667,0.7586206896551724
ridge_poly3_C1,sklearn_regularized,2,3,l2,1,0.5358688860110193,0.7979910714285715,0.75,0.7368421052631579
ridge_poly3_C3,sklearn_regularized,2,3,l2,3,0.5360375034519704,0.7957589285714286,0.75,0.7368421052631579
ridge_poly3_C10,sklearn_regularized,2,3,l2,10,0.5363933176337345,0.796875,0.75,0.7368421052631579
ridge_poly3_C30,sklearn_regularized,2,3,l2,30,0.5365186578581883,0.796875,0.75,0.7368421052631579
ridge_poly3_C100,sklearn_regularized,2,3,l2,100,0.5365592708494423,0.796875,0.75,0.7368421052631579
ridge_poly4_C0.01,sklearn_regularized,2,4,l2,0.01,0.5992640492228348,0.8392857142857143,0.7333333333333333,0.7142857142857143
ridge_poly4_C0.03,sklearn_regularized,2,4,l2,0.03,0.5625994203416546,0.8214285714285714,0.7333333333333333,0.7142857142857143
ridge_poly4_C0.1,sklearn_regularized,2,4,l2,0.1,0.5390259183806332,0.8035714285714285,0.75,0.7368421052631579
ridge_poly4_C0.3,sklearn_regularized,2,4,l2,0.3,0.5339629625036935,0.7924107142857143,0.75,0.7368421052631579
ridge_poly4_C1,sklearn_regularized,2,4,l2,1,0.5443904559591991,0.7879464285714285,0.75,0.7457627118644068
ridge_poly4_C3,sklearn_regularized,2,4,l2,3,0.57434868889378,0.7823660714285714,0.7333333333333333,0.7333333333333333
ridge_poly4_C10,sklearn_regularized,2,4,l2,10,0.6305473547792116,0.7712053571428572,0.7166666666666667,0.7301587301587301
ridge_poly4_C30,sklearn_regularized,2,4,l2,30,0.6838521858504039,0.7600446428571429,0.7166666666666667,0.7301587301587301
ridge_poly4_C100,sklearn_regularized,2,4,l2,100,0.7243428065834029,0.7578125,0.7166666666666667,0.7301587301587301
ridge_poly5_C0.01,sklearn_regularized,2,5,l2,0.01,0.6019442776755943,0.8314732142857143,0.7333333333333333,0.7142857142857143
ridge_poly5_C0.03,sklearn_regularized,2,5,l2,0.03,0.5679710519756721,0.8091517857142858,0.7333333333333333,0.7142857142857143
ridge_poly5_C0.1,sklearn_regularized,2,5,l2,0.1,0.5491069510375373,0.7979910714285714,0.75,0.7368421052631579
ridge_poly5_C0.3,sklearn_regularized,2,5,l2,0.3,0.5525934414221987,0.7857142857142856,0.75,0.7368421052631579
ridge_poly5_C1,sklearn_regularized,2,5,l2,1,0.5809149968885093,0.78125,0.7333333333333333,0.7333333333333333
ridge_poly5_C3,sklearn_regularized,2,5,l2,3,0.6396484524998732,0.7589285714285714,0.7,0.7096774193548387
ridge_poly5_C10,sklearn_regularized,2,5,l2,10,0.750681929213774,0.7421875,0.6833333333333333,0.6885245901639344
ridge_poly5_C30,sklearn_regularized,2,5,l2,30,0.9134739911565174,0.7321428571428571,0.6833333333333333,0.6885245901639344
ridge_poly5_C100,sklearn_regularized,2,5,l2,100,1.1338334095309621,0.7444196428571429,0.6833333333333333,0.6779661016949152
ridge_poly6_C0.01,sklearn_regularized,2,6,l2,0.01,0.6001060024692557,0.8191964285714285,0.7333333333333333,0.7142857142857143
ridge_poly6_C0.03,sklearn_regularized,2,6,l2,0.03,0.5673219069457265,0.8058035714285714,0.7333333333333333,0.7142857142857143
ridge_poly6_C0.1,sklearn_regularized,2,6,l2,0.1,0.5514188178671637,0.7912946428571429,0.75,0.7368421052631579
ridge_poly6_C0.3,sklearn_regularized,2,6,l2,0.3,0.5610184082739255,0.7901785714285714,0.75,0.7368421052631579
ridge_poly6_C1,sklearn_regularized,2,6,l2,1,0.6008885314189724,0.7834821428571428,0.7166666666666667,0.7213114754098361
ridge_poly6_C3,sklearn_regularized,2,6,l2,3,0.6716532778621161,0.7700892857142857,0.6833333333333333,0.6984126984126984
ridge_poly6_C10,sklearn_regularized,2,6,l2,10,0.8108713782158468,0.7566964285714286,0.7,0.7096774193548387
ridge_poly6_C30,sklearn_regularized,2,6,l2,30,1.0436054131037564,0.7477678571428572,0.6833333333333333,0.6885245901639344
ridge_poly6_C100,sklearn_regularized,2,6,l2,100,1.2532919532076074,0.7399553571428571,0.6833333333333333,0.6885245901639344
lasso_poly2_C0.01,sklearn_regularized,2,2,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly2_C0.03,sklearn_regularized,2,2,l1,0.03,0.6503679655794949,0.8236607142857142,0.75,0.7368421052631579
lasso_poly2_C0.1,sklearn_regularized,2,2,l1,0.1,0.5474244261079325,0.8337053571428572,0.7833333333333333,0.7796610169491526
lasso_poly2_C0.3,sklearn_regularized,2,2,l1,0.3,0.5288467875649794,0.8203125,0.7666666666666667,0.7666666666666667
lasso_poly2_C1,sklearn_regularized,2,2,l1,1,0.5229209311438583,0.8203125,0.75,0.7457627118644068
lasso_poly2_C3,sklearn_regularized,2,2,l1,3,0.5223328454921001,0.8203125,0.75,0.7457627118644068
lasso_poly2_C10,sklearn_regularized,2,2,l1,10,0.5214911253828551,0.8147321428571429,0.75,0.7457627118644068
lasso_poly2_C30,sklearn_regularized,2,2,l1,30,0.5212361824510023,0.8158482142857143,0.75,0.7457627118644068
lasso_poly2_C100,sklearn_regularized,2,2,l1,100,0.5211482964433877,0.8158482142857143,0.75,0.7457627118644068
lasso_poly3_C0.01,sklearn_regularized,2,3,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly3_C0.03,sklearn_regularized,2,3,l1,0.03,0.6503678213481121,0.8236607142857142,0.75,0.7368421052631579
lasso_poly3_C0.1,sklearn_regularized,2,3,l1,0.1,0.5481863466631608,0.8314732142857143,0.7833333333333333,0.7796610169491526
lasso_poly3_C0.3,sklearn_regularized,2,3,l1,0.3,0.5376149242335602,0.8191964285714286,0.7833333333333333,0.7796610169491526
lasso_poly3_C1,sklearn_regularized,2,3,l1,1,0.5336979154964359,0.7991071428571428,0.7666666666666667,0.7586206896551724
lasso_poly3_C3,sklearn_regularized,2,3,l1,3,0.5335131174846276,0.8024553571428572,0.75,0.7368421052631579
lasso_poly3_C10,sklearn_regularized,2,3,l1,10,0.5353376651858691,0.8002232142857143,0.75,0.7368421052631579
lasso_poly3_C30,sklearn_regularized,2,3,l1,30,0.5361268030252422,0.7979910714285715,0.75,0.7368421052631579
lasso_poly3_C100,sklearn_regularized,2,3,l1,100,0.5364271249832123,0.796875,0.75,0.7368421052631579
lasso_poly4_C0.01,sklearn_regularized,2,4,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly4_C0.03,sklearn_regularized,2,4,l1,0.03,0.6503683247570187,0.8236607142857142,0.75,0.7368421052631579
lasso_poly4_C0.1,sklearn_regularized,2,4,l1,0.1,0.5481378673425379,0.8314732142857143,0.7833333333333333,0.7796610169491526
lasso_poly4_C0.3,sklearn_regularized,2,4,l1,0.3,0.5351725534703746,0.8203125,0.7666666666666667,0.7586206896551724
lasso_poly4_C1,sklearn_regularized,2,4,l1,1,0.5455582556280806,0.7935267857142856,0.7333333333333333,0.7142857142857143
lasso_poly4_C3,sklearn_regularized,2,4,l1,3,0.5950617673377943,0.7756696428571428,0.7333333333333333,0.7241379310344828
lasso_poly4_C10,sklearn_regularized,2,4,l1,10,0.6767586486768853,0.7633928571428572,0.7166666666666667,0.7301587301587301
lasso_poly4_C30,sklearn_regularized,2,4,l1,30,0.7211966283999082,0.7522321428571429,0.7166666666666667,0.7301587301587301
lasso_poly4_C100,sklearn_regularized,2,4,l1,100,0.7405515969836991,0.7555803571428571,0.7166666666666667,0.7301587301587301
lasso_poly5_C0.01,sklearn_regularized,2,5,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly5_C0.03,sklearn_regularized,2,5,l1,0.03,0.6503676620545676,0.8236607142857142,0.75,0.7368421052631579
lasso_poly5_C0.1,sklearn_regularized,2,5,l1,0.1,0.5481281471775014,0.8314732142857143,0.7833333333333333,0.7796610169491526
lasso_poly5_C0.3,sklearn_regularized,2,5,l1,0.3,0.5397396947121632,0.8136160714285714,0.7666666666666667,0.7586206896551724
lasso_poly5_C1,sklearn_regularized,2,5,l1,1,0.5903475183724092,0.7734374999999999,0.7166666666666667,0.7017543859649122
lasso_poly5_C3,sklearn_regularized,2,5,l1,3,0.7435697551752241,0.7287946428571428,0.7166666666666667,0.711864406779661
lasso_poly5_C10,sklearn_regularized,2,5,l1,10,1.0451463095069478,0.7232142857142856,0.65,0.6557377049180327
lasso_poly5_C30,sklearn_regularized,2,5,l1,30,1.2682150827992982,0.74609375,0.6833333333333333,0.6779661016949152
lasso_poly5_C100,sklearn_regularized,2,5,l1,100,1.4661092940243678,0.7505580357142858,0.6666666666666666,0.6666666666666666
lasso_poly6_C0.01,sklearn_regularized,2,6,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly6_C0.03,sklearn_regularized,2,6,l1,0.03,0.650367709710508,0.8236607142857142,0.75,0.7368421052631579
lasso_poly6_C0.1,sklearn_regularized,2,6,l1,0.1,0.548128832851137,0.8314732142857143,0.7833333333333333,0.7796610169491526
lasso_poly6_C0.3,sklearn_regularized,2,6,l1,0.3,0.539279897624718,0.8136160714285714,0.7666666666666667,0.7586206896551724
lasso_poly6_C1,sklearn_regularized,2,6,l1,1,0.5906931228786251,0.7745535714285714,0.7166666666666667,0.7017543859649122
lasso_poly6_C3,sklearn_regularized,2,6,l1,3,0.7652081824200028,0.7377232142857143,0.7166666666666667,0.711864406779661
lasso_poly6_C10,sklearn_regularized,2,6,l1,10,1.1096320659641528,0.7399553571428571,0.6666666666666666,0.6774193548387096
lasso_poly6_C30,sklearn_regularized,2,6,l1,30,1.5188018476041167,0.7410714285714286,0.6833333333333333,0.6885245901639344
lasso_poly6_C100,sklearn_regularized,2,6,l1,100,2.4611253037945335,0.7220982142857142,0.6333333333333333,0.6451612903225806
glm_current_simple,statsmodels_glm,3,,none,,0.5274134420689666,0.8102678571428572,0.7333333333333333,0.7142857142857143
glm_best_subset,statsmodels_glm,3,,none,,0.5149290019397705,0.8236607142857143,0.75,0.7368421052631579
glm_full_degree2,statsmodels_glm,3,,none,,0.5271325364553389,0.8236607142857142,0.7666666666666667,0.75
ridge_poly1_C0.01,sklearn_regularized,3,1,l2,0.01,0.6513072662711866,0.7064732142857143,0.6,0.52
ridge_poly1_C0.03,sklearn_regularized,3,1,l2,0.03,0.6348845516526097,0.7064732142857143,0.6166666666666667,0.5490196078431373
ridge_poly1_C0.1,sklearn_regularized,3,1,l2,0.1,0.6293013499845671,0.7053571428571428,0.6333333333333333,0.5769230769230769
ridge_poly1_C0.3,sklearn_regularized,3,1,l2,0.3,0.6296350688016178,0.7042410714285714,0.6333333333333333,0.5769230769230769
ridge_poly1_C1,sklearn_regularized,3,1,l2,1,0.6303940790292226,0.703125,0.6333333333333333,0.5769230769230769
ridge_poly1_C3,sklearn_regularized,3,1,l2,3,0.630705975982288,0.703125,0.6333333333333333,0.5769230769230769
ridge_poly1_C10,sklearn_regularized,3,1,l2,10,0.6308269246269618,0.703125,0.6333333333333333,0.5769230769230769
ridge_poly1_C30,sklearn_regularized,3,1,l2,30,0.6308626641674768,0.703125,0.6333333333333333,0.5769230769230769
ridge_poly1_C100,sklearn_regularized,3,1,l2,100,0.6308752994333628,0.703125,0.6333333333333333,0.5769230769230769
ridge_poly2_C0.01,sklearn_regularized,3,2,l2,0.01,0.6043530441686691,0.7991071428571429,0.7333333333333333,0.7037037037037037
ridge_poly2_C0.03,sklearn_regularized,3,2,l2,0.03,0.558661070700539,0.8024553571428571,0.7333333333333333,0.7142857142857143
ridge_poly2_C0.1,sklearn_regularized,3,2,l2,0.1,0.5280508571080877,0.8136160714285714,0.7333333333333333,0.7142857142857143
