fold,log_loss,auc,accuracy,f1,model,n_optional_terms,optional_terms
5,0.6293371639713345,0.671857619577308,0.6333333333333333,0.6333333333333333,main + x1_sq + x1_x3,2,"x1_sq, x1_x3"
1,0.47712454169577967,0.84375,0.75,0.7368421052631579,main + x1_sq + x2_x3,2,"x1_sq, x2_x3"
2,0.5202636594156074,0.8236607142857143,0.7833333333333333,0.7868852459016393,main + x1_sq + x2_x3,2,"x1_sq, x2_x3"
3,0.5274134420689663,0.8102678571428572,0.7333333333333333,0.7142857142857143,main + x1_sq + x2_x3,2,"x1_sq, x2_x3"
4,0.5721034057011155,0.7853170189098999,0.6666666666666666,0.6551724137931034,main + x1_sq + x2_x3,2,"x1_sq, x2_x3"
5,0.5563739410584284,0.7975528364849833,0.7,0.6896551724137931,main + x1_sq + x2_x3,2,"x1_sq, x2_x3"
1,0.6344022873148892,0.7366071428571429,0.6833333333333333,0.6885245901639344,main + x2_sq + x3_sq,2,"x2_sq, x3_sq"
2,0.6046414247437889,0.7433035714285714,0.65,0.6037735849056604,main + x2_sq + x3_sq,2,"x2_sq, x3_sq"
3,0.63821017306637,0.7020089285714286,0.6666666666666666,0.6296296296296297,main + x2_sq + x3_sq,2,"x2_sq, x3_sq"
4,0.6580386532300471,0.6740823136818688,0.6,0.5714285714285714,main + x2_sq + x3_sq,2,"x2_sq, x3_sq"
5,0.6459966681317623,0.6674082313681869,0.55,0.509090909090909,main + x2_sq + x3_sq,2,"x2_sq, x3_sq"
1,0.6610431718114188,0.7053571428571428,0.6666666666666666,0.6774193548387096,main + x2_sq + x1_x2,2,"x2_sq, x1_x2"
2,0.6028752650507753,0.7410714285714286,0.6333333333333333,0.5925925925925926,main + x2_sq + x1_x2,2,"x2_sq, x1_x2"
3,0.6405443191414082,0.6863839285714286,0.6666666666666666,0.6296296296296297,main + x2_sq + x1_x2,2,"x2_sq, x1_x2"
4,0.6484280135267948,0.6751946607341491,0.6,0.5714285714285714,main + x2_sq + x1_x2,2,"x2_sq, x1_x2"
5,0.648586150308288,0.6662958843159066,0.5666666666666667,0.5185185185185185,main + x2_sq + x1_x2,2,"x2_sq, x1_x2"
1,0.6395517495032059,0.7399553571428572,0.6333333333333333,0.6451612903225806,main + x2_sq + x1_x3,2,"x2_sq, x1_x3"
