fold,log_loss,auc,accuracy,f1,model,n_optional_terms,optional_terms
4,0.6379908091822533,0.696329254727475,0.6666666666666666,0.6428571428571429,main + x3_sq + x1_x2 + x1_x3,3,"x3_sq, x1_x2, x1_x3"
5,0.6377323897078397,0.6674082313681868,0.5666666666666667,0.5185185185185185,main + x3_sq + x1_x2 + x1_x3,3,"x3_sq, x1_x2, x1_x3"
1,0.4751317814370816,0.8727678571428572,0.7833333333333333,0.7636363636363637,main + x3_sq + x1_x2 + x2_x3,3,"x3_sq, x1_x2, x2_x3"
2,0.5303503999014167,0.8069196428571429,0.7333333333333333,0.7142857142857143,main + x3_sq + x1_x2 + x2_x3,3,"x3_sq, x1_x2, x2_x3"
3,0.5326851745520315,0.8024553571428572,0.7333333333333333,0.7142857142857143,main + x3_sq + x1_x2 + x2_x3,3,"x3_sq, x1_x2, x2_x3"
4,0.5830659863479334,0.7608453837597331,0.6166666666666667,0.5964912280701754,main + x3_sq + x1_x2 + x2_x3,3,"x3_sq, x1_x2, x2_x3"
5,0.5673692326215065,0.789766407119021,0.7166666666666667,0.6909090909090909,main + x3_sq + x1_x2 + x2_x3,3,"x3_sq, x1_x2, x2_x3"
1,0.4678334617305573,0.8683035714285714,0.8,0.7777777777777778,main + x3_sq + x1_x3 + x2_x3,3,"x3_sq, x1_x3, x2_x3"
2,0.5275099458750845,0.8046875,0.7333333333333333,0.7142857142857143,main + x3_sq + x1_x3 + x2_x3,3,"x3_sq, x1_x3, x2_x3"
3,0.5333116031764333,0.8024553571428572,0.7166666666666667,0.7017543859649122,main + x3_sq + x1_x3 + x2_x3,3,"x3_sq, x1_x3, x2_x3"
4,0.5828843710257806,0.7652947719688542,0.65,0.6181818181818182,main + x3_sq + x1_x3 + x2_x3,3,"x3_sq, x1_x3, x2_x3"
5,0.5686483130602061,0.7886540600667409,0.6833333333333333,0.6545454545454545,main + x3_sq + x1_x3 + x2_x3,3,"x3_sq, x1_x3, x2_x3"
1,0.4877041338945295,0.8627232142857143,0.7833333333333333,0.7636363636363637,main + x1_x2 + x1_x3 + x2_x3,3,"x1_x2, x1_x3, x2_x3"
2,0.5160196590573598,0.8258928571428572,0.75,0.7368421052631579,main + x1_x2 + x1_x3 + x2_x3,3,"x1_x2, x1_x3, x2_x3"
3,0.5480400250713741,0.8002232142857143,0.7,0.6785714285714286,main + x1_x2 + x1_x3 + x2_x3,3,"x1_x2, x1_x3, x2_x3"
4,0.5758200148609601,0.7552836484983315,0.7166666666666667,0.6792452830188679,main + x1_x2 + x1_x3 + x2_x3,3,"x1_x2, x1_x3, x2_x3"
5,0.5540123701874771,0.7897664071190211,0.7,0.6785714285714286,main + x1_x2 + x1_x3 + x2_x3,3,"x1_x2, x1_x3, x2_x3"
1,0.6547243080554904,0.703125,0.5666666666666667,0.6176470588235294,main + x1_sq + x2_sq + x3_sq + x1_x2,4,"x1_sq, x2_sq, x3_sq, x1_x2"
2,0.6010855591686405,0.7377232142857143,0.65,0.6440677966101694,main + x1_sq + x2_sq + x3_sq + x1_x2,4,"x1_sq, x2_sq, x3_sq, x1_x2"
3,0.6142350257307055,0.6930803571428571,0.6666666666666666,0.6428571428571429,main + x1_sq + x2_sq + x3_sq + x1_x2,4,"x1_sq, x2_sq, x3_sq, x1_x2"
4,0.6784002740768132,0.657397107897664,0.6166666666666667,0.6349206349206349,main + x1_sq + x2_sq + x3_sq + x1_x2,4,"x1_sq, x2_sq, x3_sq, x1_x2"
5,0.6318831761442772,0.6696329254727474,0.6,0.6,main + x1_sq + x2_sq + x3_sq + x1_x2,4,"x1_sq, x2_sq, x3_sq, x1_x2"
1,0.6293076469989989,0.7611607142857143,0.6,0.6470588235294118,main + x1_sq + x2_sq + x3_sq + x1_x3,4,"x1_sq, x2_sq, x3_sq, x1_x3"
2,0.5964644175654921,0.7444196428571429,0.6666666666666666,0.6666666666666666,main + x1_sq + x2_sq + x3_sq + x1_x3,4,"x1_sq, x2_sq, x3_sq, x1_x3"
3,0.6261869301491972,0.6997767857142857,0.6666666666666666,0.6428571428571429,main + x1_sq + x2_sq + x3_sq + x1_x3,4,"x1_sq, x2_sq, x3_sq, x1_x3"
4,0.698680076289556,0.657397107897664,0.6333333333333333,0.6333333333333333,main + x1_sq + x2_sq + x3_sq + x1_x3,4,"x1_sq, x2_sq, x3_sq, x1_x3"
5,0.6268667419190592,0.6763070077864294,0.5833333333333334,0.576271186440678,main + x1_sq + x2_sq + x3_sq + x1_x3,4,"x1_sq, x2_sq, x3_sq, x1_x3"
1,0.46137690544726606,0.8638392857142857,0.7666666666666667,0.75,main + x1_sq + x2_sq + x3_sq + x2_x3,4,"x1_sq, x2_sq, x3_sq, x2_x3"
2,0.5293332199376949,0.8091517857142857,0.75,0.7457627118644068,main + x1_sq + x2_sq + x3_sq + x2_x3,4,"x1_sq, x2_sq, x3_sq, x2_x3"
3,0.5184578420006566,0.8180803571428571,0.7333333333333333,0.7142857142857143,main + x1_sq + x2_sq + x3_sq + x2_x3,4,"x1_sq, x2_sq, x3_sq, x2_x3"
4,0.5858654401597672,0.7764182424916575,0.6666666666666666,0.6551724137931034,main + x1_sq + x2_sq + x3_sq + x2_x3,4,"x1_sq, x2_sq, x3_sq, x2_x3"
5,0.5629267216611858,0.8008898776418243,0.7166666666666667,0.711864406779661,main + x1_sq + x2_sq + x3_sq + x2_x3,4,"x1_sq, x2_sq, x3_sq, x2_x3"
1,0.6550984024484559,0.7154017857142857,0.6333333333333333,0.6666666666666666,main + x1_sq + x2_sq + x1_x2 + x1_x3,4,"x1_sq, x2_sq, x1_x2, x1_x3"
2,0.5960817300644055,0.7399553571428572,0.6833333333333333,0.6885245901639344,main + x1_sq + x2_sq + x1_x2 + x1_x3,4,"x1_sq, x2_sq, x1_x2, x1_x3"
3,0.63065636505031,0.7042410714285714,0.65,0.631578947368421,main + x1_sq + x2_sq + x1_x2 + x1_x3,4,"x1_sq, x2_sq, x1_x2, x1_x3"
4,0.6751402338352601,0.6596218020022248,0.6,0.6,main + x1_sq + x2_sq + x1_x2 + x1_x3,4,"x1_sq, x2_sq, x1_x2, x1_x3"
5,0.6265703101009943,0.6796440489432702,0.6333333333333333,0.6333333333333333,main + x1_sq + x2_sq + x1_x2 + x1_x3,4,"x1_sq, x2_sq, x1_x2, x1_x3"
1,0.476095423032781,0.8549107142857142,0.7666666666666667,0.75,main + x1_sq + x2_sq + x1_x2 + x2_x3,4,"x1_sq, x2_sq, x1_x2, x2_x3"
2,0.5178152379741399,0.828125,0.7666666666666667,0.7666666666666667,main + x1_sq + x2_sq + x1_x2 + x2_x3,4,"x1_sq, x2_sq, x1_x2, x2_x3"
3,0.5347145499640382,0.8069196428571429,0.7333333333333333,0.7142857142857143,main + x1_sq + x2_sq + x1_x2 + x2_x3,4,"x1_sq, x2_sq, x1_x2, x2_x3"
4,0.5806916063444026,0.7797552836484983,0.6666666666666666,0.6551724137931034,main + x1_sq + x2_sq + x1_x2 + x2_x3,4,"x1_sq, x2_sq, x1_x2, x2_x3"
5,0.5477653798582198,0.8031145717463849,0.7,0.6896551724137931,main + x1_sq + x2_sq + x1_x2 + x2_x3,4,"x1_sq, x2_sq, x1_x2, x2_x3"
1,0.4718265706221255,0.8526785714285714,0.7333333333333333,0.7142857142857143,main + x1_sq + x2_sq + x1_x3 + x2_x3,4,"x1_sq, x2_sq, x1_x3, x2_x3"
2,0.5167831863944587,0.8270089285714286,0.7666666666666667,0.7666666666666667,main + x1_sq + x2_sq + x1_x3 + x2_x3,4,"x1_sq, x2_sq, x1_x3, x2_x3"
3,0.532140699685612,0.8091517857142857,0.7166666666666667,0.7017543859649122,main + x1_sq + x2_sq + x1_x3 + x2_x3,4,"x1_sq, x2_sq, x1_x3, x2_x3"
4,0.5864986025131529,0.7619577308120133,0.6833333333333333,0.6545454545454545,main + x1_sq + x2_sq + x1_x3 + x2_x3,4,"x1_sq, x2_sq, x1_x3, x2_x3"
5,0.5470513848256036,0.8020022246941044,0.7,0.6896551724137931,main + x1_sq + x2_sq + x1_x3 + x2_x3,4,"x1_sq, x2_sq, x1_x3, x2_x3"
1,0.6445592825834806,0.7410714285714286,0.65,0.676923076923077,main + x1_sq + x3_sq + x1_x2 + x1_x3,4,"x1_sq, x3_sq, x1_x2, x1_x3"
2,0.5947653836335014,0.75,0.6833333333333333,0.6885245901639344,main + x1_sq + x3_sq + x1_x2 + x1_x3,4,"x1_sq, x3_sq, x1_x2, x1_x3"
3,0.6176115494117808,0.7131696428571429,0.7,0.6896551724137931,main + x1_sq + x3_sq + x1_x2 + x1_x3,4,"x1_sq, x3_sq, x1_x2, x1_x3"
4,0.6784894925136211,0.6763070077864294,0.65,0.6666666666666666,main + x1_sq + x3_sq + x1_x2 + x1_x3,4,"x1_sq, x3_sq, x1_x2, x1_x3"
5,0.6233166664842906,0.67853170189099,0.5833333333333334,0.576271186440678,main + x1_sq + x3_sq + x1_x2 + x1_x3,4,"x1_sq, x3_sq, x1_x2, x1_x3"
1,0.4661920331538559,0.8649553571428572,0.7666666666666667,0.75,main + x1_sq + x3_sq + x1_x2 + x2_x3,4,"x1_sq, x3_sq, x1_x2, x2_x3"
2,0.5270712579639169,0.8069196428571429,0.75,0.7457627118644068,main + x1_sq + x3_sq + x1_x2 + x2_x3,4,"x1_sq, x3_sq, x1_x2, x2_x3"
3,0.5214102598734429,0.8169642857142857,0.75,0.7368421052631579,main + x1_sq + x3_sq + x1_x2 + x2_x3,4,"x1_sq, x3_sq, x1_x2, x2_x3"
4,0.5799127934829186,0.7786429365962181,0.6666666666666666,0.6666666666666666,main + x1_sq + x3_sq + x1_x2 + x2_x3,4,"x1_sq, x3_sq, x1_x2, x2_x3"
5,0.5629832149775712,0.7986651835372636,0.7166666666666667,0.711864406779661,main + x1_sq + x3_sq + x1_x2 + x2_x3,4,"x1_sq, x3_sq, x1_x2, x2_x3"
1,0.46106451664708803,0.8694196428571429,0.7666666666666667,0.75,main + x1_sq + x3_sq + x1_x3 + x2_x3,4,"x1_sq, x3_sq, x1_x3, x2_x3"
2,0.5251928767250222,0.8125,0.75,0.7457627118644068,main + x1_sq + x3_sq + x1_x3 + x2_x3,4,"x1_sq, x3_sq, x1_x3, x2_x3"
3,0.5149290019397703,0.8236607142857143,0.75,0.7368421052631579,main + x1_sq + x3_sq + x1_x3 + x2_x3,4,"x1_sq, x3_sq, x1_x3, x2_x3"
4,0.5850318359066767,0.7764182424916575,0.6666666666666666,0.6666666666666666,main + x1_sq + x3_sq + x1_x3 + x2_x3,4,"x1_sq, x3_sq, x1_x3, x2_x3"
5,0.5621523594037942,0.7942157953281423,0.7166666666666667,0.7017543859649122,main + x1_sq + x3_sq + x1_x3 + x2_x3,4,"x1_sq, x3_sq, x1_x3, x2_x3"
1,0.47756637976952726,0.8549107142857143,0.7833333333333333,0.7719298245614035,main + x1_sq + x1_x2 + x1_x3 + x2_x3,4,"x1_sq, x1_x2, x1_x3, x2_x3"
2,0.5130254591509569,0.8270089285714286,0.7666666666666667,0.7666666666666667,main + x1_sq + x1_x2 + x1_x3 + x2_x3,4,"x1_sq, x1_x2, x1_x3, x2_x3"
3,0.5405150996247042,0.8180803571428572,0.7333333333333333,0.7142857142857143,main + x1_sq + x1_x2 + x1_x3 + x2_x3,4,"x1_sq, x1_x2, x1_x3, x2_x3"
4,0.5766061106129631,0.778642936596218,0.6833333333333333,0.6666666666666666,main + x1_sq + x1_x2 + x1_x3 + x2_x3,4,"x1_sq, x1_x2, x1_x3, x2_x3"
5,0.5468283238821138,0.8031145717463848,0.7166666666666667,0.7017543859649122,main + x1_sq + x1_x2 + x1_x3 + x2_x3,4,"x1_sq, x1_x2, x1_x3, x2_x3"
1,0.6517983021954797,0.7455357142857142,0.7,0.7,main + x2_sq + x3_sq + x1_x2 + x1_x3,4,"x2_sq, x3_sq, x1_x2, x1_x3"
2,0.5970388140407762,0.7578125,0.6833333333333333,0.6415094339622641,main + x2_sq + x3_sq + x1_x2 + x1_x3,4,"x2_sq, x3_sq, x1_x2, x1_x3"
3,0.6507329021544893,0.6897321428571428,0.6666666666666666,0.6296296296296297,main + x2_sq + x3_sq + x1_x2 + x1_x3,4,"x2_sq, x3_sq, x1_x2, x1_x3"
4,0.6455321334306369,0.6874304783092325,0.6166666666666667,0.5818181818181818,main + x2_sq + x3_sq + x1_x2 + x1_x3,4,"x2_sq, x3_sq, x1_x2, x1_x3"
5,0.6401794868704639,0.6662958843159066,0.55,0.509090909090909,main + x2_sq + x3_sq + x1_x2 + x1_x3,4,"x2_sq, x3_sq, x1_x2, x1_x3"
1,0.47568348234433205,0.8716517857142858,0.7833333333333333,0.7636363636363637,main + x2_sq + x3_sq + x1_x2 + x2_x3,4,"x2_sq, x3_sq, x1_x2, x2_x3"
2,0.5306764400076159,0.8080357142857143,0.7333333333333333,0.7142857142857143,main + x2_sq + x3_sq + x1_x2 + x2_x3,4,"x2_sq, x3_sq, x1_x2, x2_x3"
3,0.5373251669874011,0.8002232142857142,0.7166666666666667,0.7017543859649122,main + x2_sq + x3_sq + x1_x2 + x2_x3,4,"x2_sq, x3_sq, x1_x2, x2_x3"
4,0.58506664066184,0.7597330367074527,0.6333333333333333,0.6071428571428571,main + x2_sq + x3_sq + x1_x2 + x2_x3,4,"x2_sq, x3_sq, x1_x2, x2_x3"
5,0.5705548955179535,0.7853170189098997,0.7166666666666667,0.6909090909090909,main + x2_sq + x3_sq + x1_x2 + x2_x3,4,"x2_sq, x3_sq, x1_x2, x2_x3"
1,0.4672660082469655,0.8705357142857142,0.8,0.7777777777777778,main + x2_sq + x3_sq + x1_x3 + x2_x3,4,"x2_sq, x3_sq, x1_x3, x2_x3"
2,0.5273729094282618,0.8102678571428572,0.7333333333333333,0.7142857142857143,main + x2_sq + x3_sq + x1_x3 + x2_x3,4,"x2_sq, x3_sq, x1_x3, x2_x3"
3,0.540235355649059,0.7991071428571428,0.7166666666666667,0.7017543859649122,main + x2_sq + x3_sq + x1_x3 + x2_x3,4,"x2_sq, x3_sq, x1_x3, x2_x3"
4,0.586657581246149,0.7597330367074527,0.6333333333333333,0.6071428571428571,main + x2_sq + x3_sq + x1_x3 + x2_x3,4,"x2_sq, x3_sq, x1_x3, x2_x3"
5,0.5715309725594983,0.7875417130144604,0.6833333333333333,0.6545454545454545,main + x2_sq + x3_sq + x1_x3 + x2_x3,4,"x2_sq, x3_sq, x1_x3, x2_x3"
1,0.48691512057847297,0.8627232142857143,0.7833333333333333,0.7636363636363637,main + x2_sq + x1_x2 + x1_x3 + x2_x3,4,"x2_sq, x1_x2, x1_x3, x2_x3"
2,0.5169194807081833,0.8270089285714286,0.75,0.7368421052631579,main + x2_sq + x1_x2 + x1_x3 + x2_x3,4,"x2_sq, x1_x2, x1_x3, x2_x3"
3,0.5497291834741751,0.7935267857142857,0.7166666666666667,0.7017543859649122,main + x2_sq + x1_x2 + x1_x3 + x2_x3,4,"x2_sq, x1_x2, x1_x3, x2_x3"
4,0.5805636409106947,0.7597330367074527,0.7,0.6666666666666666,main + x2_sq + x1_x2 + x1_x3 + x2_x3,4,"x2_sq, x1_x2, x1_x3, x2_x3"
5,0.5518816421341557,0.7919911012235817,0.7,0.6785714285714286,main + x2_sq + x1_x2 + x1_x3 + x2_x3,4,"x2_sq, x1_x2, x1_x3, x2_x3"
1,0.47323732539864594,0.8794642857142858,0.8,0.7777777777777778,main + x3_sq + x1_x2 + x1_x3 + x2_x3,4,"x3_sq, x1_x2, x1_x3, x2_x3"
2,0.5247106069114571,0.8102678571428572,0.7333333333333333,0.7142857142857143,main + x3_sq + x1_x2 + x1_x3 + x2_x3,4,"x3_sq, x1_x2, x1_x3, x2_x3"
3,0.5344445300082725,0.8080357142857143,0.7333333333333333,0.7142857142857143,main + x3_sq + x1_x2 + x1_x3 + x2_x3,4,"x3_sq, x1_x2, x1_x3, x2_x3"
4,0.5828628205220352,0.7652947719688543,0.65,0.6181818181818182,main + x3_sq + x1_x2 + x1_x3 + x2_x3,4,"x3_sq, x1_x2, x1_x3, x2_x3"
5,0.5628238029423404,0.7942157953281423,0.7,0.6666666666666666,main + x3_sq + x1_x2 + x1_x3 + x2_x3,4,"x3_sq, x1_x2, x1_x3, x2_x3"
1,0.6483511491518481,0.734375,0.65,0.676923076923077,main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,5,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3"
2,0.5943029728726014,0.7488839285714286,0.6833333333333333,0.6885245901639344,main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,5,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3"
3,0.6270631316985346,0.7053571428571429,0.65,0.631578947368421,main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,5,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3"
4,0.6941664204174265,0.6640711902113459,0.6166666666666667,0.6101694915254238,main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,5,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3"
5,0.624207789255279,0.6774193548387097,0.5833333333333334,0.576271186440678,main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,5,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3"
1,0.4649166548832776,0.8649553571428572,0.7666666666666667,0.75,main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,5,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3"
2,0.5270585042922421,0.8058035714285715,0.75,0.7457627118644068,main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,5,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3"
3,0.5230977719168858,0.8136160714285714,0.75,0.7368421052631579,main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,5,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3"
4,0.5850071587201654,0.7786429365962181,0.6666666666666666,0.6551724137931034,main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,5,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3"
5,0.560653464605395,0.8020022246941046,0.7166666666666667,0.711864406779661,main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,5,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3"
1,0.4589406473319467,0.8671875,0.7833333333333333,0.7636363636363637,main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,5,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3"
2,0.5247082240264744,0.8180803571428571,0.75,0.7457627118644068,main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,5,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3"
3,0.5194653884948158,0.8147321428571428,0.7333333333333333,0.7142857142857143,main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,5,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3"
4,0.5942928677263175,0.7619577308120133,0.65,0.631578947368421,main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,5,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3"
5,0.5597601727923064,0.7997775305895439,0.7166666666666667,0.7017543859649122,main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,5,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3"
1,0.4749328379604574,0.8582589285714286,0.7666666666666667,0.75,main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,5,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3"
2,0.5137224160022025,0.8348214285714286,0.7666666666666667,0.7666666666666667,main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,5,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3"
3,0.5394991946532508,0.8136160714285714,0.7333333333333333,0.7142857142857143,main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,5,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3"
4,0.5851234119613147,0.7697441601779755,0.65,0.631578947368421,main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,5,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3"
5,0.5415259933825018,0.8031145717463848,0.7166666666666667,0.7017543859649122,main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,5,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3"
1,0.46282972246081716,0.8705357142857142,0.8,0.7857142857142857,main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,5,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3"
2,0.5208469494857828,0.8125,0.75,0.7457627118644068,main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,5,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3"
3,0.526683628736728,0.8236607142857143,0.7666666666666667,0.75,main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,5,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3"
4,0.5836119250358739,0.7753058954393771,0.65,0.6440677966101694,main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,5,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3"
5,0.5562207662112183,0.8031145717463849,0.7166666666666667,0.7017543859649122,main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,5,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3"
1,0.4739680855731411,0.8761160714285714,0.8,0.7777777777777778,main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,5,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3"
2,0.5251440896009691,0.8125,0.7333333333333333,0.7142857142857143,main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,5,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3"
3,0.537255987915123,0.8035714285714286,0.7333333333333333,0.7142857142857143,main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,5,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3"
4,0.5856246140869465,0.7597330367074527,0.65,0.6181818181818182,main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,5,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3"
5,0.5650598269170217,0.7908787541713014,0.7,0.6666666666666666,main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,5,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3"
1,0.4621260359103053,0.8705357142857142,0.8,0.7857142857142857,main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,6,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3"
2,0.5211078753894622,0.8158482142857143,0.75,0.7457627118644068,main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,6,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3"
3,0.5271325364553389,0.8236607142857142,0.7666666666666667,0.75,main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,6,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3"
4,0.5904087075410508,0.7708565072302559,0.65,0.631578947368421,main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,6,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3"
5,0.5539903905943018,0.8075639599555061,0.7166666666666667,0.7017543859649122,main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,6,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3"
