train_rows,validation_rows,validation_distressed,threshold,accuracy,balanced_accuracy,precision,recall,roc_auc,log_loss,true_negative,false_positive,false_negative,true_positive
240,60,9,0.5,0.6666666666666666,0.6666666666666666,0.2608695652173913,0.6666666666666666,0.7440087145969498,0.6527077520710587,34,17,3,6
