model,repeated_cv_mse,repeat_to_repeat_sd,median_90pct_curve_band_width,mean_90pct_curve_band_width
one internal knot,20.169944825387244,0.4695234571945988,1.9933725897612433,2.17839306889446
current two internal knots,20.189799542798415,0.39231720555690885,2.0299791868695074,2.3350700084226457
